einzelplan,einzelplan-text,einnahmen-ausgaben,einnahmen-ausgaben-art,kapitel,kapitel-text,titel,funktion,titel-text,flex,seite,soll,titelgruppe,tgr-text,Funktion 1,Funktion 2,Funktion 3,Gruppe 1,Gruppe 2,Gruppe 3,date
1,Bundespräsident und Bundespräsidialamt,Ausgaben,,112,Bundespräsidialamt,81202,11,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",ja,17,337,,,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,Politische Führung,Sonstige Ausgaben für Investitionen und Investitionsförderungsmaßnahmen,Erwerb von beweglichen Sachen,Erwerb von Geräten und sonstigen beweglichen Sachen,2017
1,Bundespräsident und Bundespräsidialamt,Einnahmen ,Verwaltungseinnahmen,113,Büro der Gemeinsamen Wissenschaftskonferenz,11999,11,Vermischte Einnahmen, ,19,0,,,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,Politische Führung,"Verwaltungseinnahmen, Einnahmen aus Schuldendienst und dgl.",Verwaltungseinnahmen,Sonstige,2017
1,Bundespräsident und Bundespräsidialamt,Einnahmen ,Verwaltungseinnahmen,113,Büro der Gemeinsamen Wissenschaftskonferenz,13201,11,Erlöse aus der Veräußerung von beweglichen Sachen, ,19,0,,,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,Politische Führung,"Verwaltungseinnahmen, Einnahmen aus Schuldendienst und dgl.","Erlöse aus der Veräußerung von Gegenständen, Kapitalrückzahlungen",Erlöse aus der Veräußerung von beweglichen Sachen,2017
1,Bundespräsident und Bundespräsidialamt,Einnahmen ,Übrige Einnahmen,113,Büro der Gemeinsamen Wissenschaftskonferenz,28209,11,"Einnahmen aus Sponsoring, Spenden und ähnlichen freiwilligen Geldleistungen", ,19,0,,,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,Politische Führung,Einnahmen aus Zuweisungen und Zuschüssen mit Ausnahme für Investitionen,Sonstige Zuschüsse aus sonstigen Bereichen,Sonstige Zuschüsse aus dem Inland,2017
1,Bundespräsident und Bundespräsidialamt,Einnahmen ,Übrige Einnahmen,113,Büro der Gemeinsamen Wissenschaftskonferenz,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381.1 und 381.7, ,19,0,,,Finanzwirtschaft,Haushaltstechnische Verrechnungen,Haushaltstechnische Verrechnungen,"Einnahmen aus Schuldenaufnahmen, aus Zuweisungen und Zuschüssen für Investitionen, besondere Finanzierungseinnahmen",Haushaltstechnische Verrechnungen,Verrechnungen zwischen Kapiteln,2017
1,Bundespräsident und Bundespräsidialamt,Ausgaben,Sächliche Verwaltungsausgaben,113,Büro der Gemeinsamen Wissenschaftskonferenz,52901,11,Außergewöhnlicher Aufwand aus dienstlicher Veranlassung in besonderen Fällen,nein,19,4,,,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,Politische Führung,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",Sächliche Verwaltungsausgaben (Obergruppe 52),Verfügungsmittel,2017
1,Bundespräsident und Bundespräsidialamt,Ausgaben,Sächliche Verwaltungsausgaben,113,Büro der Gemeinsamen Wissenschaftskonferenz,54709,11,"Ausgaben für Vorhaben, die aus Spenden, Sponsoring und ähnlichen freiwilligen Geldleistungen finanziert werden",nein,19,0,,,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,Politische Führung,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",Sächliche Verwaltungsausgaben (Obergruppe 54),Nicht aufteilbare sächliche Verwaltungsausgaben,2017
1,Bundespräsident und Bundespräsidialamt,Ausgaben,Besondere Finanzierungsausgaben,113,Büro der Gemeinsamen Wissenschaftskonferenz,98103,890,Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981.1 und 981.7,nein,19,0,,,Finanzwirtschaft,Haushaltstechnische Verrechnungen,Haushaltstechnische Verrechnungen,Besondere Finanzierungsausgaben,Haushaltstechnische Verrechnungen,Verrechnungen zwischen Kapiteln,2017
1,Bundespräsident und Bundespräsidialamt,Ausgaben,,113,Büro der Gemeinsamen Wissenschaftskonferenz,42201,11,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,ja,20,579,,,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,Politische Führung,Personalausgaben,Bezüge und Nebenleistungen,Bezüge und Nebenleistungen der Beamten und Richter,2017
1,Bundespräsident und Bundespräsidialamt,Ausgaben,,113,Büro der Gemeinsamen Wissenschaftskonferenz,42709,11,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",ja,20,30,,,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,Politische Führung,Personalausgaben,Bezüge und Nebenleistungen,"Beschäftigungsentgelte, Aufwendungen für nebenamtlich und nebenberuflich Tätige",2017
1,Bundespräsident und Bundespräsidialamt,Ausgaben,,113,Büro der Gemeinsamen Wissenschaftskonferenz,42801,11,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,ja,20,708,,,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,Politische Führung,Personalausgaben,Bezüge und Nebenleistungen,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,2017
1,Bundespräsident und Bundespräsidialamt,Ausgaben,,113,Büro der Gemeinsamen Wissenschaftskonferenz,44101,840,Beihilfen aufgrund der Beihilfevorschriften,ja,20,22,,,Finanzwirtschaft,"Beihilfen, Unterstützungen u.ä.","Beihilfen, Unterstützungen u.ä.",Personalausgaben,"Beihilfen, Unterstützungen und dgl.","Beihilfen, soweit nicht für Versorgungsempfänger und dgl.",2017
1,Bundespräsident und Bundespräsidialamt,Ausgaben,,113,Büro der Gemeinsamen Wissenschaftskonferenz,44301,840,Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften,ja,20,1,,,Finanzwirtschaft,"Beihilfen, Unterstützungen u.ä.","Beihilfen, Unterstützungen u.ä.",Personalausgaben,"Beihilfen, Unterstützungen und dgl.",Fürsorgeleistungen und Unterstützungen,2017
1,Bundespräsident und Bundespräsidialamt,Ausgaben,,113,Büro der Gemeinsamen Wissenschaftskonferenz,45202,223,Unfallversicherung Bund und Bahn,ja,20,2,,,"Soziale Sicherung, Familie und Jugend, Arbeitsmarktpolitik",Sozialversicherung einschl. Arbeitslosenversicherung,Unfallversicherung,Personalausgaben,Sonstige personalbezogene Ausgaben,Personalbezogene Zahlungen an die Sozialversicherungsträger (soweit nicht unter Obergruppen 41 bis 44 erfasst),2017
1,Bundespräsident und Bundespräsidialamt,Ausgaben,,113,Büro der Gemeinsamen Wissenschaftskonferenz,45301,11,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",ja,20,0,,,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,Politische Führung,Personalausgaben,Sonstige personalbezogene Ausgaben,"Trennungsgeld, Umzugskostenvergütungen",2017
1,Bundespräsident und Bundespräsidialamt,Ausgaben,,113,Büro der Gemeinsamen Wissenschaftskonferenz,51801,11,Mieten und Pachten,ja,20,326,,,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,Politische Führung,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",Sächliche Verwaltungsausgaben (Obergruppe 51),Mieten und Pachten,2017
1,Bundespräsident und Bundespräsidialamt,Ausgaben,,113,Büro der Gemeinsamen Wissenschaftskonferenz,53201,11,Aufträge und Dienstleistungen im Bereich Informationstechnik,ja,20,11,,,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,Politische Führung,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",Sächliche Verwaltungsausgaben (Obergruppe 53),Sonstiges,2017
1,Bundespräsident und Bundespräsidialamt,Ausgaben,,113,Büro der Gemeinsamen Wissenschaftskonferenz,53999,11,Vermischte Verwaltungsausgaben,ja,20,233,,,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,Politische Führung,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",Sächliche Verwaltungsausgaben (Obergruppe 53),Sonstiges,2017
1,Bundespräsident und Bundespräsidialamt,Ausgaben,,113,Büro der Gemeinsamen Wissenschaftskonferenz,63403,11,Zuweisungen an den Versorgungsfonds,ja,21,135,,,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,Politische Führung,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,Sonstige (zweckgebundene) Zuweisungen an öffentlichen Bereich,Sonstige Zuweisungen an Sondervermögen,2017
1,Bundespräsident und Bundespräsidialamt,Ausgaben,,113,Büro der Gemeinsamen Wissenschaftskonferenz,71101,11,"Kleine Neu-﻿, Um- und Erweiterungsbauten",ja,21,0,,,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,Politische Führung,Baumaßnahmen,Baumaßnahmen,Baumaßnahmen,2017
1,Bundespräsident und Bundespräsidialamt,Ausgaben,,113,Büro der Gemeinsamen Wissenschaftskonferenz,81101,11,Erwerb von Fahrzeugen,ja,21,0,,,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,Politische Führung,Sonstige Ausgaben für Investitionen und Investitionsförderungsmaßnahmen,Erwerb von beweglichen Sachen,Erwerb von Fahrzeugen,2017
1,Bundespräsident und Bundespräsidialamt,Ausgaben,,113,Büro der Gemeinsamen Wissenschaftskonferenz,81201,11,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",ja,21,0,,,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,Politische Führung,Sonstige Ausgaben für Investitionen und Investitionsförderungsmaßnahmen,Erwerb von beweglichen Sachen,Erwerb von Geräten und sonstigen beweglichen Sachen,2017
1,Bundespräsident und Bundespräsidialamt,Ausgaben,,113,Büro der Gemeinsamen Wissenschaftskonferenz,81202,11,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",ja,21,66,,,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,Politische Führung,Sonstige Ausgaben für Investitionen und Investitionsförderungsmaßnahmen,Erwerb von beweglichen Sachen,Erwerb von Geräten und sonstigen beweglichen Sachen,2017
2,Deutscher Bundestag,Einnahmen ,Übrige Einnahmen,211,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,28209,11,"Einnahmen aus Sponsoring, Spenden und ähnlichen freiwilligen Geldleistungen", ,6,0,,,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,Politische Führung,Einnahmen aus Zuweisungen und Zuschüssen mit Ausnahme für Investitionen,Sonstige Zuschüsse aus sonstigen Bereichen,Sonstige Zuschüsse aus dem Inland,2017
2,Deutscher Bundestag,Einnahmen ,Übrige Einnahmen,211,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,38101,890,Leistungen von Bundesbehörden zur Durchführung von Aufträgen, ,6,0,,,Finanzwirtschaft,Haushaltstechnische Verrechnungen,Haushaltstechnische Verrechnungen,"Einnahmen aus Schuldenaufnahmen, aus Zuweisungen und Zuschüssen für Investitionen, besondere Finanzierungseinnahmen",Haushaltstechnische Verrechnungen,Verrechnungen zwischen Kapiteln,2017
2,Deutscher Bundestag,Einnahmen ,Übrige Einnahmen,211,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,11957,18,Vermischte Einnahmen, ,6,0,57,Versorgung der Beamtinnen und Beamten sowie der Richterinnen und Richter,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,"Versorgung einschließlich Beihilfen für Versorgungsempfängerinnen und Versorgungsempfänger, soweit nicht unter Funktionen 038, 039, 048, 058, 068, 118 und 138","Verwaltungseinnahmen, Einnahmen aus Schuldendienst und dgl.",Verwaltungseinnahmen,Sonstige,2017
2,Deutscher Bundestag,Einnahmen ,Übrige Einnahmen,211,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,23257,18,Beteiligung an den Versorgungslasten des Bundes, ,6,0,57,Versorgung der Beamtinnen und Beamten sowie der Richterinnen und Richter,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,"Versorgung einschließlich Beihilfen für Versorgungsempfängerinnen und Versorgungsempfänger, soweit nicht unter Funktionen 038, 039, 048, 058, 068, 118 und 138",Einnahmen aus Zuweisungen und Zuschüssen mit Ausnahme für Investitionen,Sonstige (zweckgebundene) Zuweisungen aus dem öffentlichen Bereich,Sonstige Zuweisungen von Ländern,2017
2,Deutscher Bundestag,Ausgaben,Sächliche Verwaltungsausgaben,211,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,52901,11,Außergewöhnlicher Aufwand aus dienstlicher Veranlassung in besonderen Fällen,nein,6,522,,,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,Politische Führung,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",Sächliche Verwaltungsausgaben (Obergruppe 52),Verfügungsmittel,2017
2,Deutscher Bundestag,Ausgaben,Sächliche Verwaltungsausgaben,211,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,54201,13,Öffentlichkeitsarbeit,nein,7,9902,,,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,Informationswesen,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",Sächliche Verwaltungsausgaben (Obergruppe 54),Sonstiges,2017
2,Deutscher Bundestag,Ausgaben,Sächliche Verwaltungsausgaben,211,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,54709,11,"Ausgaben für Vorhaben, die aus Spenden, Sponsoring und ähnlichen freiwilligen Geldleistungen finanziert werden",nein,8,0,,,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,Politische Führung,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",Sächliche Verwaltungsausgaben (Obergruppe 54),Nicht aufteilbare sächliche Verwaltungsausgaben,2017
2,Deutscher Bundestag,Ausgaben,Sächliche Verwaltungsausgaben,211,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,43157,18,Versorgungsbezüge sonstiger Amtsträger und deren Hinterbliebenen,nein,8,290,57,Versorgung der Beamtinnen und Beamten sowie der Richterinnen und Richter,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,"Versorgung einschließlich Beihilfen für Versorgungsempfängerinnen und Versorgungsempfänger, soweit nicht unter Funktionen 038, 039, 048, 058, 068, 118 und 138",Personalausgaben,Versorgungsbezüge und dgl.,"Versorgungsbezüge des Bundespräsidenten, Bundeskanzlers, der Ministerpräsidenten, Minister, Parlamentarischen Staatssekretäre und sonstiger Amtsträger",2017
2,Deutscher Bundestag,Ausgaben,Sächliche Verwaltungsausgaben,211,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,43257,18,Versorgungsbezüge,nein,8,25100,57,Versorgung der Beamtinnen und Beamten sowie der Richterinnen und Richter,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,"Versorgung einschließlich Beihilfen für Versorgungsempfängerinnen und Versorgungsempfänger, soweit nicht unter Funktionen 038, 039, 048, 058, 068, 118 und 138",Personalausgaben,Versorgungsbezüge und dgl.,Versorgungsbezüge der Beamten und Richter,2017
2,Deutscher Bundestag,Ausgaben,Sächliche Verwaltungsausgaben,211,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,43457,18,Zuführung an die Versorgungsrücklage,nein,8,982,57,Versorgung der Beamtinnen und Beamten sowie der Richterinnen und Richter,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,"Versorgung einschließlich Beihilfen für Versorgungsempfängerinnen und Versorgungsempfänger, soweit nicht unter Funktionen 038, 039, 048, 058, 068, 118 und 138",Personalausgaben,Versorgungsbezüge und dgl.,Zuführung an die Versorgungsrücklage,2017
2,Deutscher Bundestag,Ausgaben,Sächliche Verwaltungsausgaben,211,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,44357,18,Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften,nein,9,10,57,Versorgung der Beamtinnen und Beamten sowie der Richterinnen und Richter,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,"Versorgung einschließlich Beihilfen für Versorgungsempfängerinnen und Versorgungsempfänger, soweit nicht unter Funktionen 038, 039, 048, 058, 068, 118 und 138",Personalausgaben,"Beihilfen, Unterstützungen und dgl.",Fürsorgeleistungen und Unterstützungen,2017
2,Deutscher Bundestag,Ausgaben,Sächliche Verwaltungsausgaben,211,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,44657,18,Beihilfen aufgrund der Beihilfevorschriften,nein,9,4800,57,Versorgung der Beamtinnen und Beamten sowie der Richterinnen und Richter,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,"Versorgung einschließlich Beihilfen für Versorgungsempfängerinnen und Versorgungsempfänger, soweit nicht unter Funktionen 038, 039, 048, 058, 068, 118 und 138",Personalausgaben,"Beihilfen, Unterstützungen und dgl.",Beihilfen für Versorgungsempfänger und dgl.,2017
2,Deutscher Bundestag,Ausgaben,Sächliche Verwaltungsausgaben,211,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,63257,18,Erstattungen des Bundes für Versorgungslasten,nein,9,620,57,Versorgung der Beamtinnen und Beamten sowie der Richterinnen und Richter,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,"Versorgung einschließlich Beihilfen für Versorgungsempfängerinnen und Versorgungsempfänger, soweit nicht unter Funktionen 038, 039, 048, 058, 068, 118 und 138",Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,Sonstige (zweckgebundene) Zuweisungen an öffentlichen Bereich,Sonstige Zuweisungen an Länder,2017
2,Deutscher Bundestag,Ausgaben,,211,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,42401,11,Zuführung an die Versorgungsrücklage,ja,9,1079,,,Allgemeine Dienste,Politische Führung und zentrale Verwaltung,Politische Führung,Personalausgaben,Bezüge und Nebenleistungen,Zuführung an die Versorgungsrücklage,2017
2,Deutscher Bundestag,Ausgaben,,211,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,44101,840,Beihilfen aufgrund der Beihilfevorschriften,ja,9,3000,,,Finanzwirtschaft,"Beihilfen, Unterstützungen u.ä.","Beihilfen, Unterstützungen u.ä.",Personalausgaben,"Beihilfen, Unterstützungen und dgl.","Beihilfen, soweit nicht für Versorgungsempfänger und dgl.",2017
2,Deutscher Bundestag,Ausgaben,,211,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,44301,840,Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften,ja,9,145,,,Finanzwirtschaft,"Beihilfen, Unterstützungen u.ä.","Beihilfen, Unterstützungen u.ä.",Personalausgaben,"Beihilfen, Unterstützungen und dgl.",Fürsorgeleistungen und Unterstützungen,2017
2,Deutscher Bundestag,Ausgaben,,211,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,45202,223,Unfallversicherung Bund und Bahn,ja,9,195,,,"Soziale Sicherung, Familie und Jugend, Arbeitsmarktpolitik",Sozialversicherung einschl. Arbeitslosenversicherung,Unfallversicherung,Personalausgaben,Sonstige personalbezogene Ausgaben,Personalbezogene Zahlungen an die Sozialversicherungsträger (soweit nicht unter Obergruppen 41 bis 44 erfasst),2017
