Nr;Gruppe;Bezeichnung;Jahr;Richtung;Status;Betrag
7810;Öffentliche Einrichtungen, Wirtschaftsförderung;Förderung der Landwirtschaft und des Weinbaus;2016;Einnahmen;Rechnungsergebnis;4854
7820;Öffentliche Einrichtungen, Wirtschaftsförderung;Förderung der Kleintierzucht;2016;Einnahmen;Rechnungsergebnis;0
7830;Öffentliche Einrichtungen, Wirtschaftsförderung;Wirtschaftswege;2016;Einnahmen;Rechnungsergebnis;0
7900;Öffentliche Einrichtungen, Wirtschaftsförderung;Fremdenverkehr. sonst. Förd. v. Wirtschaft/Verkehr;2016;Einnahmen;Rechnungsergebnis;480
7920;Öffentliche Einrichtungen, Wirtschaftsförderung;Förderung des öffentlichen Personennahverkehrs;2016;Einnahmen;Rechnungsergebnis;35795
8100;Wirtschaftliche Unternehmen, allgem. Grund- und Sondervermögen;Elektrizitätsversorgung;2016;Einnahmen;Rechnungsergebnis;265058
8130;Wirtschaftliche Unternehmen, allgem. Grund- und Sondervermögen;Gasversorgung;2016;Einnahmen;Rechnungsergebnis;21931
8550;Wirtschaftliche Unternehmen, allgem. Grund- und Sondervermögen;Forstwirtschaftliche Unternehmen;2016;Einnahmen;Rechnungsergebnis;128957
8810;Wirtschaftliche Unternehmen, allgem. Grund- und Sondervermögen;Wohn- und Geschäftsgebäude;2016;Einnahmen;Rechnungsergebnis;88689
8811;Wirtschaftliche Unternehmen, allgem. Grund- und Sondervermögen;Sport-Center, Hüttenfelder Straße;2016;Einnahmen;Rechnungsergebnis;29322
8830;Wirtschaftliche Unternehmen, allgem. Grund- und Sondervermögen;Sonstiges Grundvermögen;2016;Einnahmen;Rechnungsergebnis;65263
9000;Allgemeine Finanzwirtschaft;Steuern, allg. Zuweisungen und allg. Umlagen;2016;Einnahmen;Rechnungsergebnis;17238874
9100;Allgemeine Finanzwirtschaft;Sonstige allgemeine Finanzwirtschaft;2016;Einnahmen;Rechnungsergebnis;1447060
10;Allgemeine Verwaltung;Gemeindeorgane;2016;Ausgaben;Rechnungsergebnis;480421
200;Allgemeine Verwaltung;Hauptverwaltung;2016;Ausgaben;Rechnungsergebnis;169136
240;Allgemeine Verwaltung;Öffentlichkeitsarbeit;2016;Ausgaben;Rechnungsergebnis;85602
300;Allgemeine Verwaltung;Finanzverwaltung (Kämmerei, Liegenschaften, Steuern);2016;Ausgaben;Rechnungsergebnis;296591
310;Allgemeine Verwaltung;Stadtkasse;2016;Ausgaben;Rechnungsergebnis;116547
500;Allgemeine Verwaltung;Standesamt;2016;Ausgaben;Rechnungsergebnis;74953
520;Allgemeine Verwaltung;Wahlen;2016;Ausgaben;Rechnungsergebnis;10798
600;Allgemeine Verwaltung;Einrichtungen für die gesamte Verwaltung;2016;Ausgaben;Rechnungsergebnis;632050
610;Allgemeine Verwaltung;Bürokommunikation / Datenbearbeitungsstelle;2016;Ausgaben;Rechnungsergebnis;119149
800;Allgemeine Verwaltung;Einrichtungen für Verwaltungsangehörige;2016;Ausgaben;Rechnungsergebnis;47729
1100;Öffentliche Sicherheit und Ordnung;Öffentliche Ordnung;2016;Ausgaben;Rechnungsergebnis;551367
1110;Öffentliche Sicherheit und Ordnung;Meldewesen/Einwohnerwesen;2016;Ausgaben;Rechnungsergebnis;117066
1220;Öffentliche Sicherheit und Ordnung;Umweltamt;2016;Ausgaben;Rechnungsergebnis;33101
1310;Öffentliche Sicherheit und Ordnung;Feuerwehr und andere Aufgaben des Brandschutzes;2016;Ausgaben;Rechnungsergebnis;146580
2111;Schulen;Goetheschule;2016;Ausgaben;Rechnungsergebnis;114040
2112;Schulen;Hebelschule;2016;Ausgaben;Rechnungsergebnis;177903
2113;Schulen;Uhlandschule;2016;Ausgaben;Rechnungsergebnis;129445
2910;Schulen;Betreuungsangebote an Schulen;2016;Ausgaben;Rechnungsergebnis;229008
2920;Schulen;Randzeitenbetreuung Ganztagsschule;2016;Ausgaben;Rechnungsergebnis;33149
2950;Schulen;Sonstige schulische Aufgaben;2016;Ausgaben;Rechnungsergebnis;348295
2951;Schulen;Schulsozialarbeit;2016;Ausgaben;Rechnungsergebnis;37575
3000;Wissenschaft, Forschung und Kulturpflege;Verwaltung kultureller Angelegenheiten;2016;Ausgaben;Rechnungsergebnis;153570
3320;Wissenschaft, Forschung und Kulturpflege;Musikpflege;2016;Ausgaben;Rechnungsergebnis;1984
3330;Wissenschaft, Forschung und Kulturpflege;Musikschulen;2016;Ausgaben;Rechnungsergebnis;57719
3400;Wissenschaft, Forschung und Kulturpflege;Heimat- u . sonstige Kulturpflege;2016;Ausgaben;Rechnungsergebnis;66005
3500;Wissenschaft, Forschung und Kulturpflege;Volkshochschulen;2016;Ausgaben;Rechnungsergebnis;25351
3520;Wissenschaft, Forschung und Kulturpflege;Mediathek;2016;Ausgaben;Rechnungsergebnis;34118
3600;Wissenschaft, Forschung und Kulturpflege;Natur- und Landschaftspflege;2016;Ausgaben;Rechnungsergebnis;8012
3661;Wissenschaft, Forschung und Kulturpflege;Ehemalige Synagoge;2016;Ausgaben;Rechnungsergebnis;24228
3700;Wissenschaft, Forschung und Kulturpflege;Kirchliche Angelegenheiten;2016;Ausgaben;Rechnungsergebnis;1029
4000;Soziale Sicherung;Verwaltung der sozialen Angelegenheiten;2016;Ausgaben;Rechnungsergebnis;89375
4310;Soziale Sicherung;Seniorenbetreuung;2016;Ausgaben;Rechnungsergebnis;14638
4350;Soziale Sicherung;Soziale Einrichtungen für Wohnungslose;2016;Ausgaben;Rechnungsergebnis;42793
4360;Soziale Sicherung;Allgemeine Sozialhilfe/Asyl;2016;Ausgaben;Rechnungsergebnis;277349
4510;Soziale Sicherung;Jugendarbeit;2016;Ausgaben;Rechnungsergebnis;39464
4600;Soziale Sicherung;Jugendzentrum;2016;Ausgaben;Rechnungsergebnis;119503
4640;Soziale Sicherung;Regenbogenland;2016;Ausgaben;Rechnungsergebnis;1317592
4641;Soziale Sicherung;Kastanienkindergarten;2016;Ausgaben;Rechnungsergebnis;11479
4642;Soziale Sicherung;Förderung von Kindergärten;2016;Ausgaben;Rechnungsergebnis;1342558
4700;Soziale Sicherung;Förderung anderer Träger der Wohlfahrtspflege;2016;Ausgaben;Rechnungsergebnis;1913
4980;Soziale Sicherung;Kriegsopferfürsorge und ähnliche Maßnahmen;2016;Ausgaben;Rechnungsergebnis;4587
5480;Gesundheit, Sport, Erholung;Sonstige Einrichtungen der Gesundheitspflege (DRK);2016;Ausgaben;Rechnungsergebnis;8636
5510;Gesundheit, Sport, Erholung;Förderung des Sports;2016;Ausgaben;Rechnungsergebnis;240313
5610;Gesundheit, Sport, Erholung;Sporthallen (Hans-Michel-Halle);2016;Ausgaben;Rechnungsergebnis;156832
5611;Gesundheit, Sport, Erholung;Sporthallen (Sporth. an der Schillerschule;2016;Ausgaben;Rechnungsergebnis;88155
5620;Gesundheit, Sport, Erholung;Stadien und Sportplätze;2016;Ausgaben;Rechnungsergebnis;467209
5630;Gesundheit, Sport, Erholung;Reithalle;2016;Ausgaben;Rechnungsergebnis;14342
5640;Gesundheit, Sport, Erholung;Kegelbahnen;2016;Ausgaben;Rechnungsergebnis;80230
5650;Gesundheit, Sport, Erholung;Tennisplätze - TC 65;2016;Ausgaben;Rechnungsergebnis;839
5710;Gesundheit, Sport, Erholung;Freibad Wiesensee;2016;Ausgaben;Rechnungsergebnis;301388
5820;Gesundheit, Sport, Erholung;Parkanlagen und öffentliche Grünflächen;2016;Ausgaben;Rechnungsergebnis;363745
5830;Gesundheit, Sport, Erholung;Öffentliche Kinderspielplätze;2016;Ausgaben;Rechnungsergebnis;82786
5910;Gesundheit, Sport, Erholung;Campingplatz;2016;Ausgaben;Rechnungsergebnis;28564
5940;Gesundheit, Sport, Erholung;Erholungsgebiet Wiesensee;2016;Ausgaben;Rechnungsergebnis;46663
5950;Gesundheit, Sport, Erholung;Kleingärtnerwesen;2016;Ausgaben;Rechnungsergebnis;1430
5960;Gesundheit, Sport, Erholung;Förster-Braun-Hütte;2016;Ausgaben;Rechnungsergebnis;59534
6000;Bau- und Wohnungswesen, Verkehr;Bauverwaltung;2016;Ausgaben;Rechnungsergebnis;516475
6100;Bau- und Wohnungswesen, Verkehr;Stadtentwicklung;2016;Ausgaben;Rechnungsergebnis;181914
6101;Bau- und Wohnungswesen, Verkehr;Stadtplanung;2016;Ausgaben;Rechnungsergebnis;88123
6120;Bau- und Wohnungswesen, Verkehr;Vermessung;2016;Ausgaben;Rechnungsergebnis;1473
6130;Bau- und Wohnungswesen, Verkehr;Untere Baurechtsbehörde;2016;Ausgaben;Rechnungsergebnis;158698
6160;Bau- und Wohnungswesen, Verkehr;Straßenraumgestaltung, Lärmschutzwälle;2016;Ausgaben;Rechnungsergebnis;13698
6300;Bau- und Wohnungswesen, Verkehr;Gemeindestraßen;2016;Ausgaben;Rechnungsergebnis;551864
6330;Bau- und Wohnungswesen, Verkehr;Verkehrssicherungsanlagen;2016;Ausgaben;Rechnungsergebnis;9966
6700;Bau- und Wohnungswesen, Verkehr;Straßenbeleuchtung;2016;Ausgaben;Rechnungsergebnis;104510
6750;Bau- und Wohnungswesen, Verkehr;Straßenreinigung;2016;Ausgaben;Rechnungsergebnis;141615
6800;Bau- und Wohnungswesen, Verkehr;Tiefgarage Grabenstraße;2016;Ausgaben;Rechnungsergebnis;2285
6900;Bau- und Wohnungswesen, Verkehr;Wassertäufe,Wasserbau;2016;Ausgaben;Rechnungsergebnis;9041
7000;Öffentliche Einrichtungen, Wirtschaftsförderung;Abwasserbeseitigung;2016;Ausgaben;Rechnungsergebnis;1270267
7200;Öffentliche Einrichtungen, Wirtschaftsförderung;Abfallbeseitigung;2016;Ausgaben;Rechnungsergebnis;3840
7500;Öffentliche Einrichtungen, Wirtschaftsförderung;Bestattungswesen;2016;Ausgaben;Rechnungsergebnis;396943
7510;Öffentliche Einrichtungen, Wirtschaftsförderung;Jüdischer Friedhof;2016;Ausgaben;Rechnungsergebnis;13821
7630;Öffentliche Einrichtungen, Wirtschaftsförderung;Anschlagsäulen, Plakattafeln, Werbeeinrichtungen;2016;Ausgaben;Rechnungsergebnis;0
7710;Öffentliche Einrichtungen, Wirtschaftsförderung;Bauhof;2016;Ausgaben;Rechnungsergebnis;1610340
7810;Öffentliche Einrichtungen, Wirtschaftsförderung;Förderung der Landwirtschaft und des Weinbaus;2016;Ausgaben;Rechnungsergebnis;3495
7820;Öffentliche Einrichtungen, Wirtschaftsförderung;Förderung der Kleintierzucht;2016;Ausgaben;Rechnungsergebnis;8762
7830;Öffentliche Einrichtungen, Wirtschaftsförderung;Wirtschaftswege;2016;Ausgaben;Rechnungsergebnis;44554
7900;Öffentliche Einrichtungen, Wirtschaftsförderung;Fremdenverkehr. sonst. Förd. v. Wirtschaft/Verkehr;2016;Ausgaben;Rechnungsergebnis;29595
7920;Öffentliche Einrichtungen, Wirtschaftsförderung;Förderung des öffentlichen Personennahverkehrs;2016;Ausgaben;Rechnungsergebnis;90305
8100;Wirtschaftliche Unternehmen, allgem. Grund- und Sondervermögen;Elektrizitätsversorgung;2016;Ausgaben;Rechnungsergebnis;0
8130;Wirtschaftliche Unternehmen, allgem. Grund- und Sondervermögen;Gasversorgung;2016;Ausgaben;Rechnungsergebnis;0
8550;Wirtschaftliche Unternehmen, allgem. Grund- und Sondervermögen;Forstwirtschaftliche Unternehmen;2016;Ausgaben;Rechnungsergebnis;179112
8810;Wirtschaftliche Unternehmen, allgem. Grund- und Sondervermögen;Wohn- und Geschäftsgebäude;2016;Ausgaben;Rechnungsergebnis;242153
8811;Wirtschaftliche Unternehmen, allgem. Grund- und Sondervermögen;Sport-Center, Hüttenfelder Straße;2016;Ausgaben;Rechnungsergebnis;278470
8830;Wirtschaftliche Unternehmen, allgem. Grund- und Sondervermögen;Sonstiges Grundvermögen;2016;Ausgaben;Rechnungsergebnis;27157
9000;Allgemeine Finanzwirtschaft;Steuern, allg. Zuweisungen und allg. Umlagen;2016;Ausgaben;Rechnungsergebnis;7673148
9100;Allgemeine Finanzwirtschaft;Sonstige allgemeine Finanzwirtschaft;2016;Ausgaben;Rechnungsergebnis;2876515
10;Allgemeine Verwaltung;Gemeindeorgane;2017;Einnahmen;Haushaltsansatz;68100
200;Allgemeine Verwaltung;Hauptverwaltung;2017;Einnahmen;Haushaltsansatz;41800
240;Allgemeine Verwaltung;Öffentlichkeitsarbeit;2017;Einnahmen;Haushaltsansatz;0
300;Allgemeine Verwaltung;Finanzverwaltung (Kämmerei, Liegenschaften, Steuern);2017;Einnahmen;Haushaltsansatz;154000
310;Allgemeine Verwaltung;Stadtkasse;2017;Einnahmen;Haushaltsansatz;12500
500;Allgemeine Verwaltung;Standesamt;2017;Einnahmen;Haushaltsansatz;14000
520;Allgemeine Verwaltung;Wahlen;2017;Einnahmen;Haushaltsansatz;7000
600;Allgemeine Verwaltung;Einrichtungen für die gesamte Verwaltung;2017;Einnahmen;Haushaltsansatz;8800
610;Allgemeine Verwaltung;Bürokommunikation / Datenbearbeitungsstelle;2017;Einnahmen;Haushaltsansatz;500
800;Allgemeine Verwaltung;Einrichtungen für Verwaltungsangehörige;2017;Einnahmen;Haushaltsansatz;0
1100;Öffentliche Sicherheit und Ordnung;Öffentliche Ordnung;2017;Einnahmen;Haushaltsansatz;239700
1110;Öffentliche Sicherheit und Ordnung;Meldewesen/Einwohnerwesen;2017;Einnahmen;Haushaltsansatz;10000
1220;Öffentliche Sicherheit und Ordnung;Umweltamt;2017;Einnahmen;Haushaltsansatz;0
1310;Öffentliche Sicherheit und Ordnung;Feuerwehr und andere Aufgaben des Brandschutzes;2017;Einnahmen;Haushaltsansatz;26000
2111;Schulen;Goetheschule;2017;Einnahmen;Haushaltsansatz;0
2112;Schulen;Hebelschule;2017;Einnahmen;Haushaltsansatz;14900
2113;Schulen;Uhlandschule;2017;Einnahmen;Haushaltsansatz;7100
2910;Schulen;Betreuungsangebote an Schulen;2017;Einnahmen;Haushaltsansatz;144000
2920;Schulen;Randzeitenbetreuung Ganztagsschule;2017;Einnahmen;Haushaltsansatz;80000
2950;Schulen;Sonstige schulische Aufgaben;2017;Einnahmen;Haushaltsansatz;20000
2951;Schulen;Schulsozialarbeit;2017;Einnahmen;Haushaltsansatz;25000
3000;Wissenschaft, Forschung und Kulturpflege;Verwaltung kultureller Angelegenheiten;2017;Einnahmen;Haushaltsansatz;70000
3320;Wissenschaft, Forschung und Kulturpflege;Musikpflege;2017;Einnahmen;Haushaltsansatz;0
3330;Wissenschaft, Forschung und Kulturpflege;Musikschulen;2017;Einnahmen;Haushaltsansatz;0
3400;Wissenschaft, Forschung und Kulturpflege;Heimat- u . sonstige Kulturpflege;2017;Einnahmen;Haushaltsansatz;13000
3500;Wissenschaft, Forschung und Kulturpflege;Volkshochschulen;2017;Einnahmen;Haushaltsansatz;0
3520;Wissenschaft, Forschung und Kulturpflege;Mediathek;2017;Einnahmen;Haushaltsansatz;7700
3600;Wissenschaft, Forschung und Kulturpflege;Natur- und Landschaftspflege;2017;Einnahmen;Haushaltsansatz;0
3661;Wissenschaft, Forschung und Kulturpflege;Ehemalige Synagoge;2017;Einnahmen;Haushaltsansatz;900
3700;Wissenschaft, Forschung und Kulturpflege;Kirchliche Angelegenheiten;2017;Einnahmen;Haushaltsansatz;0
4000;Soziale Sicherung;Verwaltung der sozialen Angelegenheiten;2017;Einnahmen;Haushaltsansatz;11800
4310;Soziale Sicherung;Seniorenbetreuung;2017;Einnahmen;Haushaltsansatz;1500
4350;Soziale Sicherung;Soziale Einrichtungen für Wohnungslose;2017;Einnahmen;Haushaltsansatz;24500
4360;Soziale Sicherung;Allgemeine Sozialhilfe/Asyl;2017;Einnahmen;Haushaltsansatz;78000
4510;Soziale Sicherung;Jugendarbeit;2017;Einnahmen;Haushaltsansatz;10050
4600;Soziale Sicherung;Jugendzentrum;2017;Einnahmen;Haushaltsansatz;12900
4640;Soziale Sicherung;Regenbogenland;2017;Einnahmen;Haushaltsansatz;248000
4641;Soziale Sicherung;Kastanienkindergarten;2017;Einnahmen;Haushaltsansatz;63000
4642;Soziale Sicherung;Förderung von Kindergärten;2017;Einnahmen;Haushaltsansatz;1137000
4700;Soziale Sicherung;Förderung anderer Träger der Wohlfahrtspflege;2017;Einnahmen;Haushaltsansatz;0
4980;Soziale Sicherung;Kriegsopferfürsorge und ähnliche Maßnahmen;2017;Einnahmen;Haushaltsansatz;0
5480;Gesundheit, Sport, Erholung;Sonstige Einrichtungen der Gesundheitspflege (DRK);2017;Einnahmen;Haushaltsansatz;8800
5510;Gesundheit, Sport, Erholung;Förderung des Sports;2017;Einnahmen;Haushaltsansatz;10000
5610;Gesundheit, Sport, Erholung;Sporthallen (Hans-Michel-Halle);2017;Einnahmen;Haushaltsansatz;49000
5611;Gesundheit, Sport, Erholung;Sporthallen (Sporth. an der Schillerschule;2017;Einnahmen;Haushaltsansatz;38300
5620;Gesundheit, Sport, Erholung;Stadien und Sportplätze;2017;Einnahmen;Haushaltsansatz;26800
5630;Gesundheit, Sport, Erholung;Reithalle;2017;Einnahmen;Haushaltsansatz;15200
5640;Gesundheit, Sport, Erholung;Kegelbahnen;2017;Einnahmen;Haushaltsansatz;48500
5650;Gesundheit, Sport, Erholung;Tennisplätze - TC 65;2017;Einnahmen;Haushaltsansatz;1500
5710;Gesundheit, Sport, Erholung;Freibad Wiesensee;2017;Einnahmen;Haushaltsansatz;163000
5820;Gesundheit, Sport, Erholung;Parkanlagen und öffentliche Grünflächen;2017;Einnahmen;Haushaltsansatz;0
5830;Gesundheit, Sport, Erholung;Öffentliche Kinderspielplätze;2017;Einnahmen;Haushaltsansatz;0
5910;Gesundheit, Sport, Erholung;Campingplatz;2017;Einnahmen;Haushaltsansatz;15300
5940;Gesundheit, Sport, Erholung;Erholungsgebiet Wiesensee;2017;Einnahmen;Haushaltsansatz;72800
5950;Gesundheit, Sport, Erholung;Kleingärtnerwesen;2017;Einnahmen;Haushaltsansatz;1000
5960;Gesundheit, Sport, Erholung;Förster-Braun-Hütte;2017;Einnahmen;Haushaltsansatz;10000
6000;Bau- und Wohnungswesen, Verkehr;Bauverwaltung;2017;Einnahmen;Haushaltsansatz;291300
6100;Bau- und Wohnungswesen, Verkehr;Stadtentwicklung;2017;Einnahmen;Haushaltsansatz;0
6101;Bau- und Wohnungswesen, Verkehr;Stadtplanung;2017;Einnahmen;Haushaltsansatz;0
6120;Bau- und Wohnungswesen, Verkehr;Vermessung;2017;Einnahmen;Haushaltsansatz;0
6130;Bau- und Wohnungswesen, Verkehr;Untere Baurechtsbehörde;2017;Einnahmen;Haushaltsansatz;62000
6160;Bau- und Wohnungswesen, Verkehr;Straßenraumgestaltung, Lärmschutzwälle;2017;Einnahmen;Haushaltsansatz;0
6300;Bau- und Wohnungswesen, Verkehr;Gemeindestraßen;2017;Einnahmen;Haushaltsansatz;13000
6330;Bau- und Wohnungswesen, Verkehr;Verkehrssicherungsanlagen;2017;Einnahmen;Haushaltsansatz;0
6700;Bau- und Wohnungswesen, Verkehr;Straßenbeleuchtung;2017;Einnahmen;Haushaltsansatz;0
6750;Bau- und Wohnungswesen, Verkehr;Straßenreinigung;2017;Einnahmen;Haushaltsansatz;0
6800;Bau- und Wohnungswesen, Verkehr;Tiefgarage Grabenstraße;2017;Einnahmen;Haushaltsansatz;6000
6900;Bau- und Wohnungswesen, Verkehr;Wassertäufe,Wasserbau;2017;Einnahmen;Haushaltsansatz;0
7000;Öffentliche Einrichtungen, Wirtschaftsförderung;Abwasserbeseitigung;2017;Einnahmen;Haushaltsansatz;1364000
7200;Öffentliche Einrichtungen, Wirtschaftsförderung;Abfallbeseitigung;2017;Einnahmen;Haushaltsansatz;0
7500;Öffentliche Einrichtungen, Wirtschaftsförderung;Bestattungswesen;2017;Einnahmen;Haushaltsansatz;122000
7510;Öffentliche Einrichtungen, Wirtschaftsförderung;Jüdischer Friedhof;2017;Einnahmen;Haushaltsansatz;13000
7630;Öffentliche Einrichtungen, Wirtschaftsförderung;Anschlagsäulen, Plakattafeln, Werbeeinrichtungen;2017;Einnahmen;Haushaltsansatz;1500
7710;Öffentliche Einrichtungen, Wirtschaftsförderung;Bauhof;2017;Einnahmen;Haushaltsansatz;1536600
7810;Öffentliche Einrichtungen, Wirtschaftsförderung;Förderung der Landwirtschaft und des Weinbaus;2017;Einnahmen;Haushaltsansatz;4800
7820;Öffentliche Einrichtungen, Wirtschaftsförderung;Förderung der Kleintierzucht;2017;Einnahmen;Haushaltsansatz;0
7830;Öffentliche Einrichtungen, Wirtschaftsförderung;Wirtschaftswege;2017;Einnahmen;Haushaltsansatz;0
7900;Öffentliche Einrichtungen, Wirtschaftsförderung;Fremdenverkehr. sonst. Förd. v. Wirtschaft/Verkehr;2017;Einnahmen;Haushaltsansatz;500
7920;Öffentliche Einrichtungen, Wirtschaftsförderung;Förderung des öffentlichen Personennahverkehrs;2017;Einnahmen;Haushaltsansatz;37000
8100;Wirtschaftliche Unternehmen, allgem. Grund- und Sondervermögen;Elektrizitätsversorgung;2017;Einnahmen;Haushaltsansatz;270000
8130;Wirtschaftliche Unternehmen, allgem. Grund- und Sondervermögen;Gasversorgung;2017;Einnahmen;Haushaltsansatz;20000
8550;Wirtschaftliche Unternehmen, allgem. Grund- und Sondervermögen;Forstwirtschaftliche Unternehmen;2017;Einnahmen;Haushaltsansatz;57600
8810;Wirtschaftliche Unternehmen, allgem. Grund- und Sondervermögen;Wohn- und Geschäftsgebäude;2017;Einnahmen;Haushaltsansatz;104000
8811;Wirtschaftliche Unternehmen, allgem. Grund- und Sondervermögen;Sport-Center, Hüttenfelder Straße;2017;Einnahmen;Haushaltsansatz;33500
8830;Wirtschaftliche Unternehmen, allgem. Grund- und Sondervermögen;Sonstiges Grundvermögen;2017;Einnahmen;Haushaltsansatz;61200
9000;Allgemeine Finanzwirtschaft;Steuern, allg. Zuweisungen und allg. Umlagen;2017;Einnahmen;Haushaltsansatz;17415000
9100;Allgemeine Finanzwirtschaft;Sonstige allgemeine Finanzwirtschaft;2017;Einnahmen;Haushaltsansatz;952600
10;Allgemeine Verwaltung;Gemeindeorgane;2017;Ausgaben;Haushaltsansatz;460339
200;Allgemeine Verwaltung;Hauptverwaltung;2017;Ausgaben;Haushaltsansatz;157370
240;Allgemeine Verwaltung;Öffentlichkeitsarbeit;2017;Ausgaben;Haushaltsansatz;92212
300;Allgemeine Verwaltung;Finanzverwaltung (Kämmerei, Liegenschaften, Steuern);2017;Ausgaben;Haushaltsansatz;275574
310;Allgemeine Verwaltung;Stadtkasse;2017;Ausgaben;Haushaltsansatz;116995
500;Allgemeine Verwaltung;Standesamt;2017;Ausgaben;Haushaltsansatz;91945
520;Allgemeine Verwaltung;Wahlen;2017;Ausgaben;Haushaltsansatz;33500
600;Allgemeine Verwaltung;Einrichtungen für die gesamte Verwaltung;2017;Ausgaben;Haushaltsansatz;586474
610;Allgemeine Verwaltung;Bürokommunikation / Datenbearbeitungsstelle;2017;Ausgaben;Haushaltsansatz;122922
800;Allgemeine Verwaltung;Einrichtungen für Verwaltungsangehörige;2017;Ausgaben;Haushaltsansatz;48000
1100;Öffentliche Sicherheit und Ordnung;Öffentliche Ordnung;2017;Ausgaben;Haushaltsansatz;578235
1110;Öffentliche Sicherheit und Ordnung;Meldewesen/Einwohnerwesen;2017;Ausgaben;Haushaltsansatz;111119
1220;Öffentliche Sicherheit und Ordnung;Umweltamt;2017;Ausgaben;Haushaltsansatz;31850
1310;Öffentliche Sicherheit und Ordnung;Feuerwehr und andere Aufgaben des Brandschutzes;2017;Ausgaben;Haushaltsansatz;192362
2111;Schulen;Goetheschule;2017;Ausgaben;Haushaltsansatz;117316
2112;Schulen;Hebelschule;2017;Ausgaben;Haushaltsansatz;176641
2113;Schulen;Uhlandschule;2017;Ausgaben;Haushaltsansatz;104516
2910;Schulen;Betreuungsangebote an Schulen;2017;Ausgaben;Haushaltsansatz;203459
2920;Schulen;Randzeitenbetreuung Ganztagsschule;2017;Ausgaben;Haushaltsansatz;79607
2950;Schulen;Sonstige schulische Aufgaben;2017;Ausgaben;Haushaltsansatz;442800
2951;Schulen;Schulsozialarbeit;2017;Ausgaben;Haushaltsansatz;40875
3000;Wissenschaft, Forschung und Kulturpflege;Verwaltung kultureller Angelegenheiten;2017;Ausgaben;Haushaltsansatz;126873
3320;Wissenschaft, Forschung und Kulturpflege;Musikpflege;2017;Ausgaben;Haushaltsansatz;2000
3330;Wissenschaft, Forschung und Kulturpflege;Musikschulen;2017;Ausgaben;Haushaltsansatz;50000
3400;Wissenschaft, Forschung und Kulturpflege;Heimat- u . sonstige Kulturpflege;2017;Ausgaben;Haushaltsansatz;57050
3500;Wissenschaft, Forschung und Kulturpflege;Volkshochschulen;2017;Ausgaben;Haushaltsansatz;18500
3520;Wissenschaft, Forschung und Kulturpflege;Mediathek;2017;Ausgaben;Haushaltsansatz;34500
3600;Wissenschaft, Forschung und Kulturpflege;Natur- und Landschaftspflege;2017;Ausgaben;Haushaltsansatz;8000
3661;Wissenschaft, Forschung und Kulturpflege;Ehemalige Synagoge;2017;Ausgaben;Haushaltsansatz;26770
3700;Wissenschaft, Forschung und Kulturpflege;Kirchliche Angelegenheiten;2017;Ausgaben;Haushaltsansatz;3700
4000;Soziale Sicherung;Verwaltung der sozialen Angelegenheiten;2017;Ausgaben;Haushaltsansatz;90682
4310;Soziale Sicherung;Seniorenbetreuung;2017;Ausgaben;Haushaltsansatz;17400
4350;Soziale Sicherung;Soziale Einrichtungen für Wohnungslose;2017;Ausgaben;Haushaltsansatz;58900
4360;Soziale Sicherung;Allgemeine Sozialhilfe/Asyl;2017;Ausgaben;Haushaltsansatz;171584
4510;Soziale Sicherung;Jugendarbeit;2017;Ausgaben;Haushaltsansatz;44388
4600;Soziale Sicherung;Jugendzentrum;2017;Ausgaben;Haushaltsansatz;169673
4640;Soziale Sicherung;Regenbogenland;2017;Ausgaben;Haushaltsansatz;1543033
4641;Soziale Sicherung;Kastanienkindergarten;2017;Ausgaben;Haushaltsansatz;5500
4642;Soziale Sicherung;Förderung von Kindergärten;2017;Ausgaben;Haushaltsansatz;1770000
4700;Soziale Sicherung;Förderung anderer Träger der Wohlfahrtspflege;2017;Ausgaben;Haushaltsansatz;1150
4980;Soziale Sicherung;Kriegsopferfürsorge und ähnliche Maßnahmen;2017;Ausgaben;Haushaltsansatz;6500
5480;Gesundheit, Sport, Erholung;Sonstige Einrichtungen der Gesundheitspflege (DRK);2017;Ausgaben;Haushaltsansatz;13100
5510;Gesundheit, Sport, Erholung;Förderung des Sports;2017;Ausgaben;Haushaltsansatz;262200
5610;Gesundheit, Sport, Erholung;Sporthallen (Hans-Michel-Halle);2017;Ausgaben;Haushaltsansatz;220893
5611;Gesundheit, Sport, Erholung;Sporthallen (Sporth. an der Schillerschule;2017;Ausgaben;Haushaltsansatz;70167
5620;Gesundheit, Sport, Erholung;Stadien und Sportplätze;2017;Ausgaben;Haushaltsansatz;312429
5630;Gesundheit, Sport, Erholung;Reithalle;2017;Ausgaben;Haushaltsansatz;14600
5640;Gesundheit, Sport, Erholung;Kegelbahnen;2017;Ausgaben;Haushaltsansatz;43500
5650;Gesundheit, Sport, Erholung;Tennisplätze - TC 65;2017;Ausgaben;Haushaltsansatz;900
5710;Gesundheit, Sport, Erholung;Freibad Wiesensee;2017;Ausgaben;Haushaltsansatz;292080
5820;Gesundheit, Sport, Erholung;Parkanlagen und öffentliche Grünflächen;2017;Ausgaben;Haushaltsansatz;306467
5830;Gesundheit, Sport, Erholung;Öffentliche Kinderspielplätze;2017;Ausgaben;Haushaltsansatz;105050
5910;Gesundheit, Sport, Erholung;Campingplatz;2017;Ausgaben;Haushaltsansatz;29400
