"ID";"Jahr";"Bereich";"Bereichbezeichnung";"Gruppe";"Gruppen-Bezeichnung";"Produkt";"Produkt-Bezeichnung";"FIBU-Konto";"Konto-Bezeichnung";"Art";"Ansatz"
558;2015;"05";"Soziale Leistungen";"05313";"Leistungen für Asylbewerber";"0531301";"Leistungen für Asylbewerber";5331006;"Ambulante Krankenhilfe analog SGB XII, õ 2";"Ausgaben";2000
559;2015;"15";"Wirtschaft und Tourismus";"15571";"Wirtschaftsförderung";"1557101";"Wirtschaftsförderung";4591000;"vermischte Einnahmen";"Einnahmen";0
560;2015;"02";"Sicherheit und Ordnung";"02121";"Statistik und Wahlen";"0212102";"Wahlen";4481008;"Erstatt. Wahlk. Landtagswahl  ";"Einnahmen";0
561;2015;"05";"Soziale Leistungen";"05315";"Soziale Einrichtungen";"0531502";"Soziale Einrichtungen für Wohnungslose, Aussiedler und Asylbewerber";5039000;"Beitr. ges. Soz.-Vers. s.Besch";"Ausgaben";0
562;2015;"06";"Kinder-, Jugend- und Familienhilfe";"06362";"Jugendarbeit";"0636201";"Kinder- und Jugendarbeit";5039000;"Beitr. ges. Soz.-Vers. s.Besch";"Ausgaben";0
563;2015;"17";"Stiftungen";"17700";"Stiftungen";"1770002";"Stiftung Rixen";4617007;"Zinsen Sondrl. Stiftung Rixen ";"Einnahmen";120
564;2015;"17";"Stiftungen";"17700";"Stiftungen";"1770001";"Stiftung v. d. Driesch";4617002;"Zs.Übersch.guth. Stift.Driesch";"Einnahmen";500
565;2015;"11";"Ver- und Entsorgung";"11537";"Abfallwirtschaft";"1153701";"Abfallwirtschaft";4617010;"Zinsen Sonderrückl. Bioabfälle";"Einnahmen";220
566;2015;"11";"Ver- und Entsorgung";"11537";"Abfallwirtschaft";"1153701";"Abfallwirtschaft";4617006;"Zs.Sondrl.Rückst.Abfallbeseit.";"Einnahmen";430
567;2015;"16";"Allgemeine Finanzwirtschaft";"16612";"Sonstige allgemeine Finanzwirtschaft";"1661201";"Sonstige allgemeine Finanzwirtschaft";4617003;"Zinsen Allgemeine Rücklage    ";"Einnahmen";10000
568;2015;"11";"Ver- und Entsorgung";"11538";"Abwasserbeseitigung";"1153801";"Abwasserbeseitigung";4617009;"Zs.Sondrl.Rückst.Abwasserbesei";"Einnahmen";650
569;2015;"17";"Stiftungen";"17700";"Stiftungen";"1770003";"ÖÖÖCollas-MittelÖÖÖ";4617000;"Zinserträge Kreditinstitute";"Einnahmen";120
570;2015;"03";"Schulträgeraufgaben";"03221";"Sonderschulen";"0322101";"Zweckverband Sonderschule";4483000;"Erträge aus Ko-erst. Zweckverb";"Einnahmen";19000
571;2015;"05";"Soziale Leistungen";"05313";"Leistungen für Asylbewerber";"0531301";"Leistungen für Asylbewerber";5331017;"Aufwandsentschädigung nach  õ 5";"Ausgaben";2000
572;2015;"05";"Soziale Leistungen";"05313";"Leistungen für Asylbewerber";"0531301";"Leistungen für Asylbewerber";5331010;"Kosten Unterkunft u.  Heizung,  õ 3";"Ausgaben";301000
573;2015;"16";"Allgemeine Finanzwirtschaft";"16612";"Sonstige allgemeine Finanzwirtschaft";"1661201";"Sonstige allgemeine Finanzwirtschaft";4583000;"So. nicht zw. ord. erträge";"Einnahmen";0
574;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111108";"Finanz- und Rechnungswesen";5291021;"Prüfungskosten GPA NRW        ";"Ausgaben";0
575;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111101";"Politische Gremien";5291033;"Städtepartnerschaft";"Ausgaben";0
576;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111101";"Politische Gremien";5421008;"Verdienstausfallentschädigung Ratsmitglieder";"Ausgaben";10303
577;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111102";"Verwaltungsführung";4591000;"vermischte Einnahmen";"Einnahmen";5
578;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111102";"Verwaltungsführung";5039000;"Beitr. ges. Soz.-Vers. s.Besch";"Ausgaben";0
579;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111102";"Verwaltungsführung";5499001;"Vermischte Ausgaben           ";"Ausgaben";5
580;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111104";"Zentrale Dienste, Recht, Informationsverarbeitung";4161000;"Ertr. Aufl. SoPo aus Zuwendung";"Einnahmen";6000
581;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111104";"Zentrale Dienste, Recht, Informationsverarbeitung";4482002;"Sachkostenpauschale  SGBII Kreis";"Einnahmen";12500
582;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111104";"Zentrale Dienste, Recht, Informationsverarbeitung";4488001;"Erstatt. Bekanntmachungskosten";"Einnahmen";100
583;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111104";"Zentrale Dienste, Recht, Informationsverarbeitung";4488004;"Erstattung Telefonentgelte    ";"Einnahmen";10
584;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111104";"Zentrale Dienste, Recht, Informationsverarbeitung";4591000;"vermischte Einnahmen";"Einnahmen";500
585;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111104";"Zentrale Dienste, Recht, Informationsverarbeitung";4591001;"Rückzahlung Gehaltsvorschüsse ";"Einnahmen";1006
586;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111104";"Zentrale Dienste, Recht, Informationsverarbeitung";4591018;"Erstatt. Versorgungskassenbeit";"Einnahmen";10
587;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111104";"Zentrale Dienste, Recht, Informationsverarbeitung";4811000;"Erträge aus internen Leistungs";"Einnahmen";0
588;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111104";"Zentrale Dienste, Recht, Informationsverarbeitung";4811003;"Verw.kostenbeitr. kost.Einrich";"Einnahmen";41517
589;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111104";"Zentrale Dienste, Recht, Informationsverarbeitung";5012001;"Tarifliche Leistungszulage";"Ausgaben";36226
590;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111104";"Zentrale Dienste, Recht, Informationsverarbeitung";5039000;"Beitr. ges. Soz.-Vers. s.Besch";"Ausgaben";0
591;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111104";"Zentrale Dienste, Recht, Informationsverarbeitung";5121000;"Beitr. zu Versorg.kasse Beamte";"Ausgaben";10926
592;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111104";"Zentrale Dienste, Recht, Informationsverarbeitung";5211001;"Beseitigung von Glasschäden";"Ausgaben";337
593;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111104";"Zentrale Dienste, Recht, Informationsverarbeitung";5499006;"Angel.d.Gleichstellungsbeauftr";"Ausgaben";206
594;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111104";"Zentrale Dienste, Recht, Informationsverarbeitung";5711000;"Abschreibung auf Sachanlagevermögen";"Ausgaben";43000
595;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111105";"Bauhof";5039000;"Beitr. ges. Soz.-Vers. s.Besch";"Ausgaben";0
596;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111105";"Bauhof";5211001;"Beseitigung von Glasschäden";"Ausgaben";158
597;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111105";"Bauhof";5711000;"Abschreibung auf Sachanlagevermögen";"Ausgaben";39200
598;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111107";"Personalwesen";5012001;"Tarifliche Leistungszulage";"Ausgaben";0
599;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111107";"Personalwesen";5039000;"Beitr. ges. Soz.-Vers. s.Besch";"Ausgaben";0
600;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111108";"Finanz- und Rechnungswesen";5039000;"Beitr. ges. Soz.-Vers. s.Besch";"Ausgaben";0
601;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111108";"Finanz- und Rechnungswesen";5121000;"Beitr. zu Versorg.kasse Beamte";"Ausgaben";45786
602;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111108";"Finanz- und Rechnungswesen";5411000;"Personalnebenkosten";"Ausgaben";259
603;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111108";"Finanz- und Rechnungswesen";5499001;"Vermischte Ausgaben           ";"Ausgaben";5
604;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111109";"zentrale Gebäudewirtschaft";4161000;"Ertr. Aufl. SoPo aus Zuwendung";"Einnahmen";91100
605;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111109";"zentrale Gebäudewirtschaft";4487001;"Schadenersatzleistungen       ";"Einnahmen";1750
606;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111109";"zentrale Gebäudewirtschaft";5019000;"Dienstbezüge sonst. Beschäft.";"Ausgaben";1310
607;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111109";"zentrale Gebäudewirtschaft";5029000;"Beitr. Versorg.-kasse so Besch";"Ausgaben";101
608;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111109";"zentrale Gebäudewirtschaft";5121000;"Beitr. zu Versorg.kasse Beamte";"Ausgaben";6244
609;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111109";"zentrale Gebäudewirtschaft";5211001;"Beseitigung von Glasschäden";"Ausgaben";150
610;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111109";"zentrale Gebäudewirtschaft";5499012;"Erstatt. Vers.l. an TV Kitas  ";"Ausgaben";721
611;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111109";"zentrale Gebäudewirtschaft";5711000;"Abschreibung auf Sachanlagevermögen";"Ausgaben";137570
612;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111110";"Liegenschaftsverwaltung";4487000;"Erstattung Beihilfekosten";"Einnahmen";500
613;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111110";"Liegenschaftsverwaltung";4541002;"Ertr. Veräußerg Grundstücke G1 und C22";"Einnahmen";420271
614;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111110";"Liegenschaftsverwaltung";5039000;"Beitr. ges. Soz.-Vers. s.Besch";"Ausgaben";0
615;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111110";"Liegenschaftsverwaltung";5121000;"Beitr. zu Versorg.kasse Beamte";"Ausgaben";11446
616;2015;"02";"Sicherheit und Ordnung";"02121";"Statistik und Wahlen";"0212102";"Wahlen";5012000;"Dienstbezüge tarifl. Beschäft.";"Ausgaben";0
617;2015;"02";"Sicherheit und Ordnung";"02121";"Statistik und Wahlen";"0212102";"Wahlen";5022000;"Beitr. Versorg.-kasse t. Besch";"Ausgaben";0
618;2015;"02";"Sicherheit und Ordnung";"02121";"Statistik und Wahlen";"0212102";"Wahlen";5032000;"Beitr. ges. Soz.-Vers. t Besch";"Ausgaben";0
619;2015;"02";"Sicherheit und Ordnung";"02121";"Statistik und Wahlen";"0212102";"Wahlen";5039000;"Beitr. ges. Soz.-Vers. s.Besch";"Ausgaben";0
620;2015;"02";"Sicherheit und Ordnung";"02122";"Ordnungsangelegenheiten";"0212201";"Gefahrenabwehr und Verkehr";4311000;"Verwaltungsgebühren";"Einnahmen";100
621;2015;"02";"Sicherheit und Ordnung";"02122";"Ordnungsangelegenheiten";"0212201";"Gefahrenabwehr und Verkehr";4487001;"Schadenersatzleistungen       ";"Einnahmen";50
622;2015;"02";"Sicherheit und Ordnung";"02122";"Ordnungsangelegenheiten";"0212201";"Gefahrenabwehr und Verkehr";4561001;"Verwarn.gelder o.ruh.Verkehr  ";"Einnahmen";500
623;2015;"02";"Sicherheit und Ordnung";"02122";"Ordnungsangelegenheiten";"0212201";"Gefahrenabwehr und Verkehr";4591000;"vermischte Einnahmen";"Einnahmen";100
624;2015;"02";"Sicherheit und Ordnung";"02122";"Ordnungsangelegenheiten";"0212201";"Gefahrenabwehr und Verkehr";5039000;"Beitr. ges. Soz.-Vers. s.Besch";"Ausgaben";0
625;2015;"02";"Sicherheit und Ordnung";"02122";"Ordnungsangelegenheiten";"0212201";"Gefahrenabwehr und Verkehr";5041000;"Beihilfen für Beamte";"Ausgaben";10
626;2015;"02";"Sicherheit und Ordnung";"02122";"Ordnungsangelegenheiten";"0212201";"Gefahrenabwehr und Verkehr";5121000;"Beitr. zu Versorg.kasse Beamte";"Ausgaben";16650
627;2015;"02";"Sicherheit und Ordnung";"02122";"Ordnungsangelegenheiten";"0212201";"Gefahrenabwehr und Verkehr";5431026;"Abschleppk.wid.abgest.Fahrzg. ";"Ausgaben";515
628;2015;"02";"Sicherheit und Ordnung";"02122";"Ordnungsangelegenheiten";"0212201";"Gefahrenabwehr und Verkehr";5499020;"Kosten Einfangen herrenl.Hunde";"Ausgaben";156
629;2015;"02";"Sicherheit und Ordnung";"02122";"Ordnungsangelegenheiten";"0212201";"Gefahrenabwehr und Verkehr";5499023;"Kosten Beseitigung v. Ölspuren";"Ausgaben";2060
630;2015;"02";"Sicherheit und Ordnung";"02122";"Ordnungsangelegenheiten";"0212202";"Gewerbe und Gaststätten";5039000;"Beitr. ges. Soz.-Vers. s.Besch";"Ausgaben";0
631;2015;"02";"Sicherheit und Ordnung";"02122";"Ordnungsangelegenheiten";"0212203";"Einwohnermeldewesen";5039000;"Beitr. ges. Soz.-Vers. s.Besch";"Ausgaben";0
632;2015;"02";"Sicherheit und Ordnung";"02122";"Ordnungsangelegenheiten";"0212204";"Personenstandswesen";4591000;"vermischte Einnahmen";"Einnahmen";5
633;2015;"02";"Sicherheit und Ordnung";"02122";"Ordnungsangelegenheiten";"0212204";"Personenstandswesen";5039000;"Beitr. ges. Soz.-Vers. s.Besch";"Ausgaben";0
634;2015;"02";"Sicherheit und Ordnung";"02126";"Brandschutz";"0212601";"Brandschutz";4161000;"Ertr. Aufl. SoPo aus Zuwendung";"Einnahmen";19200
635;2015;"02";"Sicherheit und Ordnung";"02126";"Brandschutz";"0212601";"Brandschutz";5039000;"Beitr. ges. Soz.-Vers. s.Besch";"Ausgaben";0
636;2015;"02";"Sicherheit und Ordnung";"02126";"Brandschutz";"0212601";"Brandschutz";5121000;"Beitr. zu Versorg.kasse Beamte";"Ausgaben";5516
637;2015;"02";"Sicherheit und Ordnung";"02126";"Brandschutz";"0212601";"Brandschutz";5211001;"Beseitigung von Glasschäden";"Ausgaben";162
638;2015;"02";"Sicherheit und Ordnung";"02126";"Brandschutz";"0212601";"Brandschutz";5711000;"Abschreibung auf Sachanlagevermögen";"Ausgaben";57510
639;2015;"02";"Sicherheit und Ordnung";"02128";"Abwehr von Großschadensereignissen, Katastrophenschutz";"0212801";"Katastrophenschutz";5499001;"Vermischte Ausgaben           ";"Ausgaben";5
640;2015;"03";"Schulträgeraufgaben";"03211";"Grundschulen";"0321101";"Bereitstellung und Betrieb von Grundschulen";4161000;"Ertr. Aufl. SoPo aus Zuwendung";"Einnahmen";92100
641;2015;"03";"Schulträgeraufgaben";"03211";"Grundschulen";"0321101";"Bereitstellung und Betrieb von Grundschulen";5121000;"Beitr. zu Versorg.kasse Beamte";"Ausgaben";5516
642;2015;"03";"Schulträgeraufgaben";"03211";"Grundschulen";"0321101";"Bereitstellung und Betrieb von Grundschulen";5499001;"Vermischte Ausgaben           ";"Ausgaben";113
643;2015;"03";"Schulträgeraufgaben";"03211";"Grundschulen";"0321101";"Bereitstellung und Betrieb von Grundschulen";5499018;"Zuschuss f.zusätz.Betreuungsm.";"Ausgaben";8243
644;2015;"03";"Schulträgeraufgaben";"03211";"Grundschulen";"0321101";"Bereitstellung und Betrieb von Grundschulen";5711000;"Abschreibung auf Sachanlagevermögen";"Ausgaben";123400
645;2015;"03";"Schulträgeraufgaben";"03218";"Gesamtschulen";"0321801";"Zweckverband Gesamtschule";4483001;"Erstatt.Personalkosten Bauhof ";"Einnahmen";3000
646;2015;"03";"Schulträgeraufgaben";"03218";"Gesamtschulen";"0321801";"Zweckverband Gesamtschule";4571001;"Ertr. Aufl. SoPo Schulpausch. ";"Einnahmen";200000
647;2015;"03";"Schulträgeraufgaben";"03218";"Gesamtschulen";"0321801";"Zweckverband Gesamtschule";5039000;"Beitr. ges. Soz.-Vers. s.Besch";"Ausgaben";0
648;2015;"03";"Schulträgeraufgaben";"03218";"Gesamtschulen";"0321801";"Zweckverband Gesamtschule";5313004;"Verw.k.zusch. an Gem.N.für SV ";"Ausgaben";7670
649;2015;"03";"Schulträgeraufgaben";"03241";"Schülerbeförderung";"0324101";"Schülerbeförderung";5039000;"Beitr. ges. Soz.-Vers. s.Besch";"Ausgaben";0
650;2015;"03";"Schulträgeraufgaben";"03243";"Offene Ganztagsschule";"0324301";"Offene Ganztagsschule";5012000;"Dienstbezüge tarifl. Beschäft.";"Ausgaben";13182
651;2015;"03";"Schulträgeraufgaben";"03243";"Offene Ganztagsschule";"0324301";"Offene Ganztagsschule";5032000;"Beitr. ges. Soz.-Vers. t Besch";"Ausgaben";2685
652;2015;"03";"Schulträgeraufgaben";"03243";"Offene Ganztagsschule";"0324301";"Offene Ganztagsschule";5039000;"Beitr. ges. Soz.-Vers. s.Besch";"Ausgaben";0
653;2015;"04";"Kultur und Wissenschaft";"04263";"Musikschulen";"0426301";"Musikschule ";4591000;"vermischte Einnahmen";"Einnahmen";5
654;2015;"04";"Kultur und Wissenschaft";"04263";"Musikschulen";"0426301";"Musikschule ";5039000;"Beitr. ges. Soz.-Vers. s.Besch";"Ausgaben";0
655;2015;"04";"Kultur und Wissenschaft";"04281";"Heimat- und sonstige Kunstpflege";"0428101";"Kulturveranstaltungen und Kulturförderung";4487013;"Schadenersatzl. Heimatmuseum  ";"Einnahmen";1
656;2015;"04";"Kultur und Wissenschaft";"04281";"Heimat- und sonstige Kunstpflege";"0428101";"Kulturveranstaltungen und Kulturförderung";4488009;"Erstattung Ausstellungsvers.  ";"Einnahmen";100
657;2015;"04";"Kultur und Wissenschaft";"04281";"Heimat- und sonstige Kunstpflege";"0428101";"Kulturveranstaltungen und Kulturförderung";4591000;"vermischte Einnahmen";"Einnahmen";5
658;2015;"04";"Kultur und Wissenschaft";"04281";"Heimat- und sonstige Kunstpflege";"0428101";"Kulturveranstaltungen und Kulturförderung";5012000;"Dienstbezüge tarifl. Beschäft.";"Ausgaben";0
659;2015;"04";"Kultur und Wissenschaft";"04281";"Heimat- und sonstige Kunstpflege";"0428101";"Kulturveranstaltungen und Kulturförderung";5022000;"Beitr. Versorg.-kasse t. Besch";"Ausgaben";0
660;2015;"04";"Kultur und Wissenschaft";"04281";"Heimat- und sonstige Kunstpflege";"0428101";"Kulturveranstaltungen und Kulturförderung";5032000;"Beitr. ges. Soz.-Vers. t Besch";"Ausgaben";0
661;2015;"04";"Kultur und Wissenschaft";"04281";"Heimat- und sonstige Kunstpflege";"0428101";"Kulturveranstaltungen und Kulturförderung";5039000;"Beitr. ges. Soz.-Vers. s.Besch";"Ausgaben";0
662;2015;"05";"Soziale Leistungen";"05311";"Grundversorgung und Leistungen nach dem Zwölften Buch Sozialgesetzbuch";"0531101";"Grundversorgung und Leistungen nach dem Zwölften Buch Sozialgesetzbuch";4211030;"Erstattungen ÖalteÖ BSHG-Fälle";"Einnahmen";1000
663;2015;"05";"Soziale Leistungen";"05311";"Grundversorgung und Leistungen nach dem Zwölften Buch Sozialgesetzbuch";"0531101";"Grundversorgung und Leistungen nach dem Zwölften Buch Sozialgesetzbuch";4487000;"Erstattung Beihilfekosten";"Einnahmen";1000
664;2015;"05";"Soziale Leistungen";"05311";"Grundversorgung und Leistungen nach dem Zwölften Buch Sozialgesetzbuch";"0531101";"Grundversorgung und Leistungen nach dem Zwölften Buch Sozialgesetzbuch";5039000;"Beitr. ges. Soz.-Vers. s.Besch";"Ausgaben";0
665;2015;"05";"Soziale Leistungen";"05312";"Grundsicherungsleistungen nach dem Zweiten Buch Sozialgesetzbuch";"0531201";"Grundsicherungsleistungen nach dem Zweiten Buch Sozialgesetzbuch";4487000;"Erstattung Beihilfekosten";"Einnahmen";0
666;2015;"05";"Soziale Leistungen";"05313";"Leistungen für Asylbewerber";"0531301";"Leistungen für Asylbewerber";4211001;"Kosteners.-außerh.v.Einr.- õ 2";"Einnahmen";0
667;2015;"05";"Soziale Leistungen";"05313";"Leistungen für Asylbewerber";"0531301";"Leistungen für Asylbewerber";4211002;"Beitr.Unterh.pfl.-auß.Einr.õ 2";"Einnahmen";0
668;2015;"05";"Soziale Leistungen";"05313";"Leistungen für Asylbewerber";"0531301";"Leistungen für Asylbewerber";4211003;"Erst.Soz.träg.-auß.v.Einr.õ 2 ";"Einnahmen";0
669;2015;"05";"Soziale Leistungen";"05313";"Leistungen für Asylbewerber";"0531301";"Leistungen für Asylbewerber";4211004;"Ersatzl.so.Dritt.-auß.v.Ein õ2";"Einnahmen";0
670;2015;"05";"Soziale Leistungen";"05313";"Leistungen für Asylbewerber";"0531301";"Leistungen für Asylbewerber";4211005;"Ersatzl.Arbgeb.+Sch.ers.pfl õ2";"Einnahmen";0
671;2015;"05";"Soziale Leistungen";"05313";"Leistungen für Asylbewerber";"0531301";"Leistungen für Asylbewerber";4211006;"Kostenbeitr/Aufwend.ersatz õ 2";"Einnahmen";0
672;2015;"05";"Soziale Leistungen";"05313";"Leistungen für Asylbewerber";"0531301";"Leistungen für Asylbewerber";4211007;"Beiträge Unterhaltspflicht.õ 3";"Einnahmen";0
673;2015;"05";"Soziale Leistungen";"05313";"Leistungen für Asylbewerber";"0531301";"Leistungen für Asylbewerber";4211008;"Erst.v.Soz.leist.trägern õ 3  ";"Einnahmen";0
674;2015;"05";"Soziale Leistungen";"05313";"Leistungen für Asylbewerber";"0531301";"Leistungen für Asylbewerber";4211010;"Ers.l.Arbgeb.+Schad.ers.pfl õ3";"Einnahmen";0
675;2015;"05";"Soziale Leistungen";"05313";"Leistungen für Asylbewerber";"0531301";"Leistungen für Asylbewerber";4211011;"Ers.Soz.l.Träger-auß.v.Einr õ4";"Einnahmen";0
676;2015;"05";"Soziale Leistungen";"05313";"Leistungen für Asylbewerber";"0531301";"Leistungen für Asylbewerber";4211012;"Ers.l.sonst.Dritt.auß.v.Ein õ4";"Einnahmen";0
677;2015;"05";"Soziale Leistungen";"05313";"Leistungen für Asylbewerber";"0531301";"Leistungen für Asylbewerber";4221000;"Ersatz soz. Leist. in Einricht";"Einnahmen";0
678;2015;"05";"Soziale Leistungen";"05313";"Leistungen für Asylbewerber";"0531301";"Leistungen für Asylbewerber";4221001;"Kostenb./Aufw.ers.-inn.Ein õ 2";"Einnahmen";0
679;2015;"05";"Soziale Leistungen";"05313";"Leistungen für Asylbewerber";"0531301";"Leistungen für Asylbewerber";4221002;"Kostenersatz -inn.v.Einr.- õ 2";"Einnahmen";0
680;2015;"05";"Soziale Leistungen";"05313";"Leistungen für Asylbewerber";"0531301";"Leistungen für Asylbewerber";4221003;"Erst.Soz.träg.-inn.v.Einr.-õ 2";"Einnahmen";0
681;2015;"05";"Soziale Leistungen";"05313";"Leistungen für Asylbewerber";"0531301";"Leistungen für Asylbewerber";4221004;"Ers.l.sonst.Dritt.-inn.Einr.õ2";"Einnahmen";0
682;2015;"05";"Soziale Leistungen";"05313";"Leistungen für Asylbewerber";"0531301";"Leistungen für Asylbewerber";4221005;"Zs.+ Ti.Darl.-inn.v.Einr.-õ 2 ";"Einnahmen";0
683;2015;"05";"Soziale Leistungen";"05313";"Leistungen für Asylbewerber";"0531301";"Leistungen für Asylbewerber";4221006;"Zins u. Tilg. v. Darlehen õ 3 ";"Einnahmen";0
684;2015;"05";"Soziale Leistungen";"05313";"Leistungen für Asylbewerber";"0531301";"Leistungen für Asylbewerber";4221007;"Erst.Soz.träg.-inn.v.Ein. õ 4 ";"Einnahmen";0
685;2015;"05";"Soziale Leistungen";"05313";"Leistungen für Asylbewerber";"0531301";"Leistungen für Asylbewerber";4221008;"Ers.l.sonst.Dritt.inn.Einr.õ 4";"Einnahmen";0
686;2015;"05";"Soziale Leistungen";"05313";"Leistungen für Asylbewerber";"0531301";"Leistungen für Asylbewerber";4481001;"Betreuungspausch. d.Landes õ 2";"Einnahmen";0
687;2015;"05";"Soziale Leistungen";"05313";"Leistungen für Asylbewerber";"0531301";"Leistungen für Asylbewerber";4481007;"Kostenpausch.d.Landes õ 2     ";"Einnahmen";0
688;2015;"05";"Soziale Leistungen";"05313";"Leistungen für Asylbewerber";"0531301";"Leistungen für Asylbewerber";5039000;"Beitr. ges. Soz.-Vers. s.Besch";"Ausgaben";0
689;2015;"05";"Soziale Leistungen";"05313";"Leistungen für Asylbewerber";"0531301";"Leistungen für Asylbewerber";5121000;"Beitr. zu Versorg.kasse Beamte";"Ausgaben";1991
690;2015;"05";"Soziale Leistungen";"05313";"Leistungen für Asylbewerber";"0531301";"Leistungen für Asylbewerber";5232002;"Erstatt.an and. Träger õ 2    ";"Ausgaben";0
691;2015;"05";"Soziale Leistungen";"05313";"Leistungen für Asylbewerber";"0531301";"Leistungen für Asylbewerber";5331001;"einmalige Leistungen analog SGB XII, õ 2";"Ausgaben";250
692;2015;"05";"Soziale Leistungen";"05313";"Leistungen für Asylbewerber";"0531301";"Leistungen für Asylbewerber";5331002;"Vorbeug. Gesundheitshilfe õ 2 ";"Ausgaben";0
693;2015;"05";"Soziale Leistungen";"05313";"Leistungen für Asylbewerber";"0531301";"Leistungen für Asylbewerber";5331003;"Hilfe werd. Mü. u. Wö. analog SGB XII, õ 2";"Ausgaben";1
694;2015;"05";"Soziale Leistungen";"05313";"Leistungen für Asylbewerber";"0531301";"Leistungen für Asylbewerber";5331004;"Pflegekosten analog SGB XII, õ 2";"Ausgaben";1
695;2015;"05";"Soziale Leistungen";"05313";"Leistungen für Asylbewerber";"0531301";"Leistungen für Asylbewerber";5331005;"Weihn.-/Feuerbeihlf, einm. õ 2";"Ausgaben";0
696;2015;"05";"Soziale Leistungen";"05313";"Leistungen für Asylbewerber";"0531301";"Leistungen für Asylbewerber";5331007;"Stationäre Krankenhilfe analog SGB XII, õ 2";"Ausgaben";1000
697;2015;"05";"Soziale Leistungen";"05313";"Leistungen für Asylbewerber";"0531301";"Leistungen für Asylbewerber";5331012;"Ausreisebeihilfe õ 3          ";"Ausgaben";0
698;2015;"05";"Soziale Leistungen";"05313";"Leistungen für Asylbewerber";"0531301";"Leistungen für Asylbewerber";5331014;"Erstatt. an and. Träger õ 3   ";"Ausgaben";0
699;2015;"05";"Soziale Leistungen";"05313";"Leistungen für Asylbewerber";"0531301";"Leistungen für Asylbewerber";5331016;"Hlf w.Mütt./Wöchn.-auß.Ein.õ 4";"Ausgaben";0
700;2015;"05";"Soziale Leistungen";"05313";"Leistungen für Asylbewerber";"0531301";"Leistungen für Asylbewerber";5331018;"Sachleistungen õ 5            ";"Ausgaben";0
701;2015;"05";"Soziale Leistungen";"05313";"Leistungen für Asylbewerber";"0531301";"Leistungen für Asylbewerber";5331020;"Ambulante Krankenhilfe õ 5    ";"Ausgaben";0
