Gruppierung Bezeichnung,Produktbereich,Produktbereich Bezeichnung,Produktgruppe,Produktgruppe Bezeichnung,Haushaltsjahr,Ertrag / Aufwand,Betrag,Haushalt
Abschreibungen,20,Bildung,20.13,Frankfurter Kinderbüro,2015,Aufwendungen,6337.0,Soll
Abschreibungen,20,Bildung,20.13,Frankfurter Kinderbüro,2016,Aufwendungen,6000.0,Soll
Abschreibungen,20,Bildung,20.13,Frankfurter Kinderbüro,2017,Aufwendungen,7000.0,Soll
Abschreibungen,20,Bildung,20.13,Frankfurter Kinderbüro,2018,Aufwendungen,8000.0,Plan
Abschreibungen,20,Bildung,20.13,Frankfurter Kinderbüro,2019,Aufwendungen,9000.0,Plan
Abschreibungen,20,Bildung,20.13,Frankfurter Kinderbüro,2020,Aufwendungen,10000.0,Plan
Abschreibungen,21,"Kultur, Freizeit und Sport",21.01,Kulturelle Dienstleistungen und Projekte,2015,Aufwendungen,2234208.66,Soll
Abschreibungen,21,"Kultur, Freizeit und Sport",21.01,Kulturelle Dienstleistungen und Projekte,2016,Aufwendungen,2946000.0,Soll
Abschreibungen,21,"Kultur, Freizeit und Sport",21.01,Kulturelle Dienstleistungen und Projekte,2017,Aufwendungen,2809000.0,Soll
Abschreibungen,21,"Kultur, Freizeit und Sport",21.01,Kulturelle Dienstleistungen und Projekte,2018,Aufwendungen,3310000.0,Plan
Abschreibungen,21,"Kultur, Freizeit und Sport",21.01,Kulturelle Dienstleistungen und Projekte,2019,Aufwendungen,3373000.0,Plan
Abschreibungen,21,"Kultur, Freizeit und Sport",21.01,Kulturelle Dienstleistungen und Projekte,2020,Aufwendungen,3369000.0,Plan
Abschreibungen,21,"Kultur, Freizeit und Sport",21.05,Zoologischer Garten Frankfurt,2015,Aufwendungen,1572013.18,Soll
Abschreibungen,21,"Kultur, Freizeit und Sport",21.05,Zoologischer Garten Frankfurt,2016,Aufwendungen,1593000.0,Soll
Abschreibungen,21,"Kultur, Freizeit und Sport",21.05,Zoologischer Garten Frankfurt,2017,Aufwendungen,1564000.0,Soll
Abschreibungen,21,"Kultur, Freizeit und Sport",21.05,Zoologischer Garten Frankfurt,2018,Aufwendungen,1770000.0,Plan
Abschreibungen,21,"Kultur, Freizeit und Sport",21.05,Zoologischer Garten Frankfurt,2019,Aufwendungen,1738000.0,Plan
Abschreibungen,21,"Kultur, Freizeit und Sport",21.05,Zoologischer Garten Frankfurt,2020,Aufwendungen,1710000.0,Plan
Abschreibungen,21,"Kultur, Freizeit und Sport",21.12,Städtische Bühnen,2015,Aufwendungen,2096120.74,Soll
Abschreibungen,21,"Kultur, Freizeit und Sport",21.12,Städtische Bühnen,2016,Aufwendungen,2224000.0,Soll
Abschreibungen,21,"Kultur, Freizeit und Sport",21.12,Städtische Bühnen,2017,Aufwendungen,2133000.0,Soll
Abschreibungen,21,"Kultur, Freizeit und Sport",21.12,Städtische Bühnen,2018,Aufwendungen,2412000.0,Plan
Abschreibungen,21,"Kultur, Freizeit und Sport",21.12,Städtische Bühnen,2019,Aufwendungen,2480000.0,Plan
Abschreibungen,21,"Kultur, Freizeit und Sport",21.12,Städtische Bühnen,2020,Aufwendungen,2555000.0,Plan
Abschreibungen,21,"Kultur, Freizeit und Sport",21.14,Sporthallen,2015,Aufwendungen,1758143.82,Soll
Abschreibungen,21,"Kultur, Freizeit und Sport",21.14,Sporthallen,2016,Aufwendungen,1767000.0,Soll
Abschreibungen,21,"Kultur, Freizeit und Sport",21.14,Sporthallen,2017,Aufwendungen,1787000.0,Soll
Abschreibungen,21,"Kultur, Freizeit und Sport",21.14,Sporthallen,2018,Aufwendungen,1895000.0,Plan
Abschreibungen,21,"Kultur, Freizeit und Sport",21.14,Sporthallen,2019,Aufwendungen,1951000.0,Plan
Abschreibungen,21,"Kultur, Freizeit und Sport",21.14,Sporthallen,2020,Aufwendungen,1916000.0,Plan
Abschreibungen,21,"Kultur, Freizeit und Sport",21.15,Sportstätten und Sportstättenvergabe,2015,Aufwendungen,4465305.55,Soll
Abschreibungen,21,"Kultur, Freizeit und Sport",21.15,Sportstätten und Sportstättenvergabe,2016,Aufwendungen,4590000.0,Soll
Abschreibungen,21,"Kultur, Freizeit und Sport",21.15,Sportstätten und Sportstättenvergabe,2017,Aufwendungen,5190000.0,Soll
Abschreibungen,21,"Kultur, Freizeit und Sport",21.15,Sportstätten und Sportstättenvergabe,2018,Aufwendungen,6015000.0,Plan
Abschreibungen,21,"Kultur, Freizeit und Sport",21.15,Sportstätten und Sportstättenvergabe,2019,Aufwendungen,6403000.0,Plan
Abschreibungen,21,"Kultur, Freizeit und Sport",21.15,Sportstätten und Sportstättenvergabe,2020,Aufwendungen,6707000.0,Plan
Abschreibungen,21,"Kultur, Freizeit und Sport",21.16,Sportförderung,2015,Aufwendungen,255919.18,Soll
Abschreibungen,21,"Kultur, Freizeit und Sport",21.16,Sportförderung,2016,Aufwendungen,308000.0,Soll
Abschreibungen,21,"Kultur, Freizeit und Sport",21.16,Sportförderung,2017,Aufwendungen,356000.0,Soll
Abschreibungen,21,"Kultur, Freizeit und Sport",21.16,Sportförderung,2018,Aufwendungen,551000.0,Plan
Abschreibungen,21,"Kultur, Freizeit und Sport",21.16,Sportförderung,2019,Aufwendungen,551000.0,Plan
Abschreibungen,21,"Kultur, Freizeit und Sport",21.16,Sportförderung,2020,Aufwendungen,551000.0,Plan
Abschreibungen,21,"Kultur, Freizeit und Sport",21.18,Archäologisches Museum,2015,Aufwendungen,178238.05,Soll
Abschreibungen,21,"Kultur, Freizeit und Sport",21.18,Archäologisches Museum,2016,Aufwendungen,170000.0,Soll
Abschreibungen,21,"Kultur, Freizeit und Sport",21.18,Archäologisches Museum,2017,Aufwendungen,167000.0,Soll
Abschreibungen,21,"Kultur, Freizeit und Sport",21.18,Archäologisches Museum,2018,Aufwendungen,169000.0,Plan
Abschreibungen,21,"Kultur, Freizeit und Sport",21.18,Archäologisches Museum,2019,Aufwendungen,168000.0,Plan
Abschreibungen,21,"Kultur, Freizeit und Sport",21.18,Archäologisches Museum,2020,Aufwendungen,162000.0,Plan
Abschreibungen,21,"Kultur, Freizeit und Sport",21.21,Historisches Museum,2015,Aufwendungen,593862.83,Soll
Abschreibungen,21,"Kultur, Freizeit und Sport",21.21,Historisches Museum,2016,Aufwendungen,1538000.0,Soll
Abschreibungen,21,"Kultur, Freizeit und Sport",21.21,Historisches Museum,2017,Aufwendungen,1324000.0,Soll
Abschreibungen,21,"Kultur, Freizeit und Sport",21.21,Historisches Museum,2018,Aufwendungen,1962000.0,Plan
Abschreibungen,21,"Kultur, Freizeit und Sport",21.21,Historisches Museum,2019,Aufwendungen,2015000.0,Plan
Abschreibungen,21,"Kultur, Freizeit und Sport",21.21,Historisches Museum,2020,Aufwendungen,2009000.0,Plan
Abschreibungen,21,"Kultur, Freizeit und Sport",21.22,Museum für Angewandte Kunst,2015,Aufwendungen,246074.04,Soll
Abschreibungen,21,"Kultur, Freizeit und Sport",21.22,Museum für Angewandte Kunst,2016,Aufwendungen,236000.0,Soll
Abschreibungen,21,"Kultur, Freizeit und Sport",21.22,Museum für Angewandte Kunst,2017,Aufwendungen,240000.0,Soll
Abschreibungen,21,"Kultur, Freizeit und Sport",21.22,Museum für Angewandte Kunst,2018,Aufwendungen,235000.0,Plan
Abschreibungen,21,"Kultur, Freizeit und Sport",21.22,Museum für Angewandte Kunst,2019,Aufwendungen,229000.0,Plan
Abschreibungen,21,"Kultur, Freizeit und Sport",21.22,Museum für Angewandte Kunst,2020,Aufwendungen,230000.0,Plan
Abschreibungen,21,"Kultur, Freizeit und Sport",21.23,Museum der Weltkulturen,2015,Aufwendungen,104444.48,Soll
Abschreibungen,21,"Kultur, Freizeit und Sport",21.23,Museum der Weltkulturen,2016,Aufwendungen,98000.0,Soll
Abschreibungen,21,"Kultur, Freizeit und Sport",21.23,Museum der Weltkulturen,2017,Aufwendungen,87000.0,Soll
Abschreibungen,21,"Kultur, Freizeit und Sport",21.23,Museum der Weltkulturen,2018,Aufwendungen,86000.0,Plan
Abschreibungen,21,"Kultur, Freizeit und Sport",21.23,Museum der Weltkulturen,2019,Aufwendungen,87000.0,Plan
Abschreibungen,21,"Kultur, Freizeit und Sport",21.23,Museum der Weltkulturen,2020,Aufwendungen,88000.0,Plan
Abschreibungen,21,"Kultur, Freizeit und Sport",21.24,Deutsches Architekturmuseum,2015,Aufwendungen,63741.47,Soll
Abschreibungen,21,"Kultur, Freizeit und Sport",21.24,Deutsches Architekturmuseum,2016,Aufwendungen,64000.0,Soll
Abschreibungen,21,"Kultur, Freizeit und Sport",21.24,Deutsches Architekturmuseum,2017,Aufwendungen,60000.0,Soll
Abschreibungen,21,"Kultur, Freizeit und Sport",21.24,Deutsches Architekturmuseum,2018,Aufwendungen,68000.0,Plan
Abschreibungen,21,"Kultur, Freizeit und Sport",21.24,Deutsches Architekturmuseum,2019,Aufwendungen,70000.0,Plan
Abschreibungen,21,"Kultur, Freizeit und Sport",21.24,Deutsches Architekturmuseum,2020,Aufwendungen,72000.0,Plan
Abschreibungen,21,"Kultur, Freizeit und Sport",21.25,Museum für Moderne Kunst,2015,Aufwendungen,270573.21,Soll
Abschreibungen,21,"Kultur, Freizeit und Sport",21.25,Museum für Moderne Kunst,2016,Aufwendungen,262000.0,Soll
Abschreibungen,21,"Kultur, Freizeit und Sport",21.25,Museum für Moderne Kunst,2017,Aufwendungen,263000.0,Soll
Abschreibungen,21,"Kultur, Freizeit und Sport",21.25,Museum für Moderne Kunst,2018,Aufwendungen,268000.0,Plan
Abschreibungen,21,"Kultur, Freizeit und Sport",21.25,Museum für Moderne Kunst,2019,Aufwendungen,263000.0,Plan
Abschreibungen,21,"Kultur, Freizeit und Sport",21.25,Museum für Moderne Kunst,2020,Aufwendungen,240000.0,Plan
Abschreibungen,21,"Kultur, Freizeit und Sport",21.26,Jüdisches Museum,2015,Aufwendungen,38151.46,Soll
Abschreibungen,21,"Kultur, Freizeit und Sport",21.26,Jüdisches Museum,2016,Aufwendungen,33000.0,Soll
Abschreibungen,21,"Kultur, Freizeit und Sport",21.26,Jüdisches Museum,2017,Aufwendungen,102000.0,Soll
Abschreibungen,21,"Kultur, Freizeit und Sport",21.26,Jüdisches Museum,2018,Aufwendungen,835000.0,Plan
Abschreibungen,21,"Kultur, Freizeit und Sport",21.26,Jüdisches Museum,2019,Aufwendungen,1371000.0,Plan
Abschreibungen,21,"Kultur, Freizeit und Sport",21.26,Jüdisches Museum,2020,Aufwendungen,1778000.0,Plan
Abschreibungen,21,"Kultur, Freizeit und Sport",21.27,Institut für Stadtgeschichte,2015,Aufwendungen,454572.91,Soll
Abschreibungen,21,"Kultur, Freizeit und Sport",21.27,Institut für Stadtgeschichte,2016,Aufwendungen,427000.0,Soll
Abschreibungen,21,"Kultur, Freizeit und Sport",21.27,Institut für Stadtgeschichte,2017,Aufwendungen,447000.0,Soll
Abschreibungen,21,"Kultur, Freizeit und Sport",21.27,Institut für Stadtgeschichte,2018,Aufwendungen,436000.0,Plan
Abschreibungen,21,"Kultur, Freizeit und Sport",21.27,Institut für Stadtgeschichte,2019,Aufwendungen,429000.0,Plan
Abschreibungen,21,"Kultur, Freizeit und Sport",21.27,Institut für Stadtgeschichte,2020,Aufwendungen,415000.0,Plan
Abschreibungen,22,Umwelt,22.01,Umweltplanung und Umweltservice,2015,Aufwendungen,59877.57,Soll
Abschreibungen,22,Umwelt,22.01,Umweltplanung und Umweltservice,2016,Aufwendungen,85000.0,Soll
Abschreibungen,22,Umwelt,22.01,Umweltplanung und Umweltservice,2017,Aufwendungen,214000.0,Soll
Abschreibungen,22,Umwelt,22.01,Umweltplanung und Umweltservice,2018,Aufwendungen,562000.0,Plan
Abschreibungen,22,Umwelt,22.01,Umweltplanung und Umweltservice,2019,Aufwendungen,833000.0,Plan
Abschreibungen,22,Umwelt,22.01,Umweltplanung und Umweltservice,2020,Aufwendungen,1041000.0,Plan
Abschreibungen,22,Umwelt,22.02,Umweltcontrolling,2015,Aufwendungen,182129.93,Soll
Abschreibungen,22,Umwelt,22.02,Umweltcontrolling,2016,Aufwendungen,178000.0,Soll
Abschreibungen,22,Umwelt,22.02,Umweltcontrolling,2017,Aufwendungen,173000.0,Soll
Abschreibungen,22,Umwelt,22.02,Umweltcontrolling,2018,Aufwendungen,196000.0,Plan
Abschreibungen,22,Umwelt,22.02,Umweltcontrolling,2019,Aufwendungen,195000.0,Plan
Abschreibungen,22,Umwelt,22.02,Umweltcontrolling,2020,Aufwendungen,176000.0,Plan
Abschreibungen,22,Umwelt,22.03,Anlagen der Abfallwirtschaft,2015,Aufwendungen,12048.43,Soll
Abschreibungen,22,Umwelt,22.03,Anlagen der Abfallwirtschaft,2016,Aufwendungen,8000.0,Soll
Abschreibungen,22,Umwelt,22.03,Anlagen der Abfallwirtschaft,2017,Aufwendungen,10000.0,Soll
Abschreibungen,22,Umwelt,22.03,Anlagen der Abfallwirtschaft,2018,Aufwendungen,10000.0,Plan
Abschreibungen,22,Umwelt,22.03,Anlagen der Abfallwirtschaft,2019,Aufwendungen,11000.0,Plan
Abschreibungen,22,Umwelt,22.03,Anlagen der Abfallwirtschaft,2020,Aufwendungen,9000.0,Plan
Abschreibungen,22,Umwelt,22.04,Energie und Klimaschutz,2015,Aufwendungen,27713.22,Soll
Abschreibungen,22,Umwelt,22.04,Energie und Klimaschutz,2016,Aufwendungen,11000.0,Soll
Abschreibungen,22,Umwelt,22.04,Energie und Klimaschutz,2017,Aufwendungen,20000.0,Soll
Abschreibungen,22,Umwelt,22.04,Energie und Klimaschutz,2018,Aufwendungen,22000.0,Plan
Abschreibungen,22,Umwelt,22.04,Energie und Klimaschutz,2019,Aufwendungen,24000.0,Plan
Abschreibungen,22,Umwelt,22.04,Energie und Klimaschutz,2020,Aufwendungen,12000.0,Plan
Abschreibungen,22,Umwelt,22.06,Oberirdische Gewässer,2015,Aufwendungen,0.0,Soll
Abschreibungen,22,Umwelt,22.06,Oberirdische Gewässer,2016,Aufwendungen,36000.0,Soll
Abschreibungen,22,Umwelt,22.06,Oberirdische Gewässer,2017,Aufwendungen,9000.0,Soll
Abschreibungen,22,Umwelt,22.06,Oberirdische Gewässer,2018,Aufwendungen,88000.0,Plan
Abschreibungen,22,Umwelt,22.06,Oberirdische Gewässer,2019,Aufwendungen,95000.0,Plan
Abschreibungen,22,Umwelt,22.06,Oberirdische Gewässer,2020,Aufwendungen,100000.0,Plan
Abschreibungen,22,Umwelt,22.07,StadtForst,2015,Aufwendungen,1473924.78,Soll
Abschreibungen,22,Umwelt,22.07,StadtForst,2016,Aufwendungen,371000.0,Soll
Abschreibungen,22,Umwelt,22.07,StadtForst,2017,Aufwendungen,377000.0,Soll
Abschreibungen,22,Umwelt,22.07,StadtForst,2018,Aufwendungen,492000.0,Plan
Abschreibungen,22,Umwelt,22.07,StadtForst,2019,Aufwendungen,467000.0,Plan
Abschreibungen,22,Umwelt,22.07,StadtForst,2020,Aufwendungen,439000.0,Plan
Abschreibungen,22,Umwelt,22.09,Grün- und Freiflächen,2015,Aufwendungen,4787606.29,Soll
Abschreibungen,22,Umwelt,22.09,Grün- und Freiflächen,2016,Aufwendungen,7436000.0,Soll
Abschreibungen,22,Umwelt,22.09,Grün- und Freiflächen,2017,Aufwendungen,7205000.0,Soll
Abschreibungen,22,Umwelt,22.09,Grün- und Freiflächen,2018,Aufwendungen,9109000.0,Plan
Abschreibungen,22,Umwelt,22.09,Grün- und Freiflächen,2019,Aufwendungen,9053000.0,Plan
Abschreibungen,22,Umwelt,22.09,Grün- und Freiflächen,2020,Aufwendungen,9078000.0,Plan
Abschreibungen,22,Umwelt,22.1,"Friedhöfe, Bestattungen und Städt. Pietät",2015,Aufwendungen,1084741.65,Soll
Abschreibungen,22,Umwelt,22.1,"Friedhöfe, Bestattungen und Städt. Pietät",2016,Aufwendungen,1208000.0,Soll
Abschreibungen,22,Umwelt,22.1,"Friedhöfe, Bestattungen und Städt. Pietät",2017,Aufwendungen,1216000.0,Soll
Abschreibungen,22,Umwelt,22.1,"Friedhöfe, Bestattungen und Städt. Pietät",2018,Aufwendungen,1393000.0,Plan
Abschreibungen,22,Umwelt,22.1,"Friedhöfe, Bestattungen und Städt. Pietät",2019,Aufwendungen,1385000.0,Plan
Abschreibungen,22,Umwelt,22.1,"Friedhöfe, Bestattungen und Städt. Pietät",2020,Aufwendungen,1383000.0,Plan
Abschreibungen,22,Umwelt,22.11,Palmengarten,2015,Aufwendungen,1245347.37,Soll
Abschreibungen,22,Umwelt,22.11,Palmengarten,2016,Aufwendungen,1467000.0,Soll
Abschreibungen,22,Umwelt,22.11,Palmengarten,2017,Aufwendungen,1257000.0,Soll
Abschreibungen,22,Umwelt,22.11,Palmengarten,2018,Aufwendungen,2016000.0,Plan
Abschreibungen,22,Umwelt,22.11,Palmengarten,2019,Aufwendungen,2123000.0,Plan
Abschreibungen,22,Umwelt,22.11,Palmengarten,2020,Aufwendungen,2083000.0,Plan
Abschreibungen,22,Umwelt,22.12,Kommunale Abfallwirtschaft,2015,Aufwendungen,3601.57,Soll
Abschreibungen,22,Umwelt,22.12,Kommunale Abfallwirtschaft,2016,Aufwendungen,3000.0,Soll
Abschreibungen,22,Umwelt,22.12,Kommunale Abfallwirtschaft,2017,Aufwendungen,6000.0,Soll
Abschreibungen,22,Umwelt,22.12,Kommunale Abfallwirtschaft,2018,Aufwendungen,7000.0,Plan
Abschreibungen,22,Umwelt,22.12,Kommunale Abfallwirtschaft,2019,Aufwendungen,8000.0,Plan
Abschreibungen,22,Umwelt,22.12,Kommunale Abfallwirtschaft,2020,Aufwendungen,7000.0,Plan
Abschreibungen,22,Umwelt,22.13,Straßenreinigung,2015,Aufwendungen,8962.97,Soll
Abschreibungen,22,Umwelt,22.13,Straßenreinigung,2016,Aufwendungen,3000.0,Soll
Abschreibungen,22,Umwelt,22.13,Straßenreinigung,2017,Aufwendungen,2000.0,Soll
Abschreibungen,22,Umwelt,22.13,Straßenreinigung,2018,Aufwendungen,2000.0,Plan
Abschreibungen,22,Umwelt,22.13,Straßenreinigung,2019,Aufwendungen,2000.0,Plan
Abschreibungen,22,Umwelt,22.13,Straßenreinigung,2020,Aufwendungen,3000.0,Plan
Abschreibungen,30,"Amt OB, Betreuung der Gremien",30.01,Leitung der Stadtverwaltung,2015,Aufwendungen,140552.67,Soll
Abschreibungen,30,"Amt OB, Betreuung der Gremien",30.01,Leitung der Stadtverwaltung,2016,Aufwendungen,125000.0,Soll
Abschreibungen,30,"Amt OB, Betreuung der Gremien",30.01,Leitung der Stadtverwaltung,2017,Aufwendungen,288000.0,Soll
Abschreibungen,30,"Amt OB, Betreuung der Gremien",30.01,Leitung der Stadtverwaltung,2018,Aufwendungen,460000.0,Plan
Abschreibungen,30,"Amt OB, Betreuung der Gremien",30.01,Leitung der Stadtverwaltung,2019,Aufwendungen,482000.0,Plan
Abschreibungen,30,"Amt OB, Betreuung der Gremien",30.01,Leitung der Stadtverwaltung,2020,Aufwendungen,463000.0,Plan
Abschreibungen,30,"Amt OB, Betreuung der Gremien",30.02,Stadtverordnetenversammlung/Ortsbeiräte,2015,Aufwendungen,92588.56,Soll
Abschreibungen,30,"Amt OB, Betreuung der Gremien",30.02,Stadtverordnetenversammlung/Ortsbeiräte,2016,Aufwendungen,62000.0,Soll
Abschreibungen,30,"Amt OB, Betreuung der Gremien",30.02,Stadtverordnetenversammlung/Ortsbeiräte,2017,Aufwendungen,72000.0,Soll
Abschreibungen,30,"Amt OB, Betreuung der Gremien",30.02,Stadtverordnetenversammlung/Ortsbeiräte,2018,Aufwendungen,67000.0,Plan
Abschreibungen,30,"Amt OB, Betreuung der Gremien",30.02,Stadtverordnetenversammlung/Ortsbeiräte,2019,Aufwendungen,60000.0,Plan
Abschreibungen,30,"Amt OB, Betreuung der Gremien",30.02,Stadtverordnetenversammlung/Ortsbeiräte,2020,Aufwendungen,57000.0,Plan
Abschreibungen,30,"Amt OB, Betreuung der Gremien",30.03,Betreuung des Magistrats,2015,Aufwendungen,99613.0,Soll
Abschreibungen,30,"Amt OB, Betreuung der Gremien",30.03,Betreuung des Magistrats,2016,Aufwendungen,107000.0,Soll
Abschreibungen,30,"Amt OB, Betreuung der Gremien",30.03,Betreuung des Magistrats,2017,Aufwendungen,87000.0,Soll
Abschreibungen,30,"Amt OB, Betreuung der Gremien",30.03,Betreuung des Magistrats,2018,Aufwendungen,78000.0,Plan
Abschreibungen,30,"Amt OB, Betreuung der Gremien",30.03,Betreuung des Magistrats,2019,Aufwendungen,67000.0,Plan
Abschreibungen,30,"Amt OB, Betreuung der Gremien",30.03,Betreuung des Magistrats,2020,Aufwendungen,60000.0,Plan
Abschreibungen,31,Finanzen,31.01,Steuerungsunterstützung und Controlling,2015,Aufwendungen,29526.51,Soll
Abschreibungen,31,Finanzen,31.01,Steuerungsunterstützung und Controlling,2016,Aufwendungen,251000.0,Soll
Abschreibungen,31,Finanzen,31.01,Steuerungsunterstützung und Controlling,2017,Aufwendungen,205000.0,Soll
Abschreibungen,31,Finanzen,31.01,Steuerungsunterstützung und Controlling,2018,Aufwendungen,339000.0,Plan
Abschreibungen,31,Finanzen,31.01,Steuerungsunterstützung und Controlling,2019,Aufwendungen,347000.0,Plan
Abschreibungen,31,Finanzen,31.01,Steuerungsunterstützung und Controlling,2020,Aufwendungen,352000.0,Plan
Abschreibungen,31,Finanzen,31.02,Finanzdienstleistungen,2015,Aufwendungen,16705.0,Soll
Abschreibungen,31,Finanzen,31.02,Finanzdienstleistungen,2016,Aufwendungen,24000.0,Soll
Abschreibungen,31,Finanzen,31.02,Finanzdienstleistungen,2017,Aufwendungen,19000.0,Soll
Abschreibungen,31,Finanzen,31.02,Finanzdienstleistungen,2018,Aufwendungen,26000.0,Plan
Abschreibungen,31,Finanzen,31.02,Finanzdienstleistungen,2019,Aufwendungen,27000.0,Plan
Abschreibungen,31,Finanzen,31.02,Finanzdienstleistungen,2020,Aufwendungen,29000.0,Plan
Abschreibungen,31,Finanzen,31.03,Finanzverwaltung,2015,Aufwendungen,258283.03,Soll
Abschreibungen,31,Finanzen,31.03,Finanzverwaltung,2016,Aufwendungen,192000.0,Soll
Abschreibungen,31,Finanzen,31.03,Finanzverwaltung,2017,Aufwendungen,354000.0,Soll
Abschreibungen,31,Finanzen,31.03,Finanzverwaltung,2018,Aufwendungen,598000.0,Plan
Abschreibungen,31,Finanzen,31.03,Finanzverwaltung,2019,Aufwendungen,898000.0,Plan
Abschreibungen,31,Finanzen,31.03,Finanzverwaltung,2020,Aufwendungen,985000.0,Plan
Abschreibungen,31,Finanzen,31.04,Dienstleistungen des Amtes 21,2015,Aufwendungen,133931.29,Soll
Abschreibungen,31,Finanzen,31.04,Dienstleistungen des Amtes 21,2016,Aufwendungen,1000.0,Soll
Abschreibungen,31,Finanzen,31.04,Dienstleistungen des Amtes 21,2017,Aufwendungen,1000.0,Soll
Abschreibungen,31,Finanzen,31.04,Dienstleistungen des Amtes 21,2018,Aufwendungen,1000.0,Plan
Abschreibungen,31,Finanzen,31.04,Dienstleistungen des Amtes 21,2019,Aufwendungen,1000.0,Plan
Abschreibungen,31,Finanzen,31.04,Dienstleistungen des Amtes 21,2020,Aufwendungen,1000.0,Plan
Abschreibungen,31,Finanzen,31.05,Steuern und sonstige Abgaben,2015,Aufwendungen,590.0,Soll
Abschreibungen,31,Finanzen,31.05,Steuern und sonstige Abgaben,2016,Aufwendungen,1000.0,Soll
Abschreibungen,31,Finanzen,31.05,Steuern und sonstige Abgaben,2017,Aufwendungen,1000.0,Soll
Abschreibungen,31,Finanzen,31.05,Steuern und sonstige Abgaben,2018,Aufwendungen,1000.0,Plan
Abschreibungen,31,Finanzen,31.05,Steuern und sonstige Abgaben,2019,Aufwendungen,1000.0,Plan
Abschreibungen,31,Finanzen,31.05,Steuern und sonstige Abgaben,2020,Aufwendungen,1000.0,Plan
Abschreibungen,31,Finanzen,31.06,Beteiligungsmanagement,2015,Aufwendungen,12381.0,Soll
Abschreibungen,31,Finanzen,31.06,Beteiligungsmanagement,2016,Aufwendungen,2000.0,Soll
Abschreibungen,31,Finanzen,31.06,Beteiligungsmanagement,2017,Aufwendungen,2000.0,Soll
Abschreibungen,31,Finanzen,31.06,Beteiligungsmanagement,2018,Aufwendungen,1000.0,Plan
Abschreibungen,31,Finanzen,31.06,Beteiligungsmanagement,2019,Aufwendungen,1000.0,Plan
Abschreibungen,31,Finanzen,31.06,Beteiligungsmanagement,2020,Aufwendungen,1000.0,Plan
Abschreibungen,31,Finanzen,31.08,Abwicklung von Grundstücksgeschäften,2015,Aufwendungen,449064.17,Soll
Abschreibungen,31,Finanzen,31.08,Abwicklung von Grundstücksgeschäften,2016,Aufwendungen,694000.0,Soll
Abschreibungen,31,Finanzen,31.08,Abwicklung von Grundstücksgeschäften,2017,Aufwendungen,1039000.0,Soll
Abschreibungen,31,Finanzen,31.08,Abwicklung von Grundstücksgeschäften,2018,Aufwendungen,1074000.0,Plan
Abschreibungen,31,Finanzen,31.08,Abwicklung von Grundstücksgeschäften,2019,Aufwendungen,1087000.0,Plan
Abschreibungen,31,Finanzen,31.08,Abwicklung von Grundstücksgeschäften,2020,Aufwendungen,1099000.0,Plan
