ID;Jahr;Haushalt Art;Einzelplan (W);Bezeichnung EP (W);Einzelplan|Bezeichnung (F);Gliederung;Bezeichnung Gliederung;Gliederung|Bezeichnung (F);Gruppierung;Bezeichnung;Gruppierung|Bezeichnung (F);Einnahme|Ausgabe;Betrag;Ansatz|Rechnung
107;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;2;Referat II;0002 - Referat II;5280;Sonstige Gebrauchsgegenstände;5280 - Sonstige Gebrauchsgegenstände;Ausgabe;440,00;Ansatz
108;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;2;Referat II;0002 - Referat II;6370;Sachbedarf für EDV-Anlagen (Betrieb Multifunktionsgeräte);6370 - Sachbedarf für EDV-Anlagen (Betrieb Multifunktionsgeräte);Ausgabe;1000,00;Ansatz
109;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;2;Referat II;0002 - Referat II;6500;Allgemeiner Bürobedarf;6500 - Allgemeiner Bürobedarf;Ausgabe;500,00;Ansatz
110;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;2;Referat II;0002 - Referat II;6510;Bücher und Zeitschriften;6510 - Bücher und Zeitschriften;Ausgabe;1400,00;Ansatz
111;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;2;Referat II;0002 - Referat II;6540;Dienstfahrten;6540 - Dienstfahrten;Ausgabe;400,00;Ansatz
112;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;2;Referat II;0002 - Referat II;6589;Sonstige Geschäftsausgaben;6589 - Sonstige Geschäftsausgaben;Ausgabe;700,00;Ansatz
113;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;2;Referat II;0002 - Referat II;6798;Innere Verrechnung innerstädt. Leistungen;6798 - Innere Verrechnung innerstädt. Leistungen;Ausgabe;0,00;Ansatz
114;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;2;Referat II;0002 - Referat II;6799;Innere Verrechnung ITK-Leistungen (Miete Kopierer|Multifunktionsgeräte);6799 - Innere Verrechnung ITK-Leistungen (Miete Kopierer|Multifunktionsgeräte);Ausgabe;1000,00;Ansatz
115;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;2;Referat II;0002 - Referat II;6799;Innere Verrechnung ITK-Leistungen KommunalBIT (Netzbetrieb);6799 - Innere Verrechnung ITK-Leistungen KommunalBIT (Netzbetrieb);Ausgabe;1100,00;Ansatz
116;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;2;Referat II;0002 - Referat II;6799;Innere Verrechnung ITK-Leistungen KommunalBIT (TK-Management);6799 - Innere Verrechnung ITK-Leistungen KommunalBIT (TK-Management);Ausgabe;3000,00;Ansatz
117;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;2;Referat II;0002 - Referat II;6799;Innere Verrechnung ITK-Leistungen KommunalBIT (Arbeitsplatzsysteme);6799 - Innere Verrechnung ITK-Leistungen KommunalBIT (Arbeitsplatzsysteme);Ausgabe;5000,00;Ansatz
118;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;3;Referat III;0003 - Referat III;1692;Innere Verrechnung Verwaltungskostenbeiträge;1692 - Innere Verrechnung Verwaltungskostenbeiträge;Einnahme;9100,00;Ansatz
119;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;3;Referat III;0003 - Referat III;4100;Beamtenbezüge;4100 - Beamtenbezüge;Ausgabe;72700,00;Ansatz
120;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;3;Referat III;0003 - Referat III;4110;Zuführungen zur Versorgungsrücklage Beamte;4110 - Zuführungen zur Versorgungsrücklage Beamte;Ausgabe;400,00;Ansatz
121;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;3;Referat III;0003 - Referat III;4140;Entgelte für tariflich Beschäftigte;4140 - Entgelte für tariflich Beschäftigte;Ausgabe;34700,00;Ansatz
122;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;3;Referat III;0003 - Referat III;4200;Versorgungsbezüge Beamte;4200 - Versorgungsbezüge Beamte;Ausgabe;38500,00;Ansatz
123;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;3;Referat III;0003 - Referat III;4210;Zuführungen zur Versorgungs- rücklage Ruhegehaltsempf.;4210 - Zuführungen zur Versorgungs- rücklage Ruhegehaltsempf.;Ausgabe;1100,00;Ansatz
124;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;3;Referat III;0003 - Referat III;4340;Beiträge zu Versorgungskassen Tariflich Beschäftigte;4340 - Beiträge zu Versorgungskassen Tariflich Beschäftigte;Ausgabe;2700,00;Ansatz
125;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;3;Referat III;0003 - Referat III;4440;Beiträge zur gesetzlichen Sozialversicherung Tariflich Beschäftigte;4440 - Beiträge zur gesetzlichen Sozialversicherung Tariflich Beschäftigte;Ausgabe;6900,00;Ansatz
126;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;3;Referat III;0003 - Referat III;4590;Beihilfen, Unterstützungen und Ähnl.;4590 - Beihilfen, Unterstützungen und Ähnl.;Ausgabe;0,00;Ansatz
127;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;3;Referat III;0003 - Referat III;4590;Beihilfen, Unterstützungen und Ähnl. (Versorgungsempfänger);4590 - Beihilfen, Unterstützungen und Ähnl. (Versorgungsempfänger);Ausgabe;0,00;Ansatz
128;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;3;Referat III;0003 - Referat III;4690;Personalnebenausgaben Sachzuwendungen| Leistungsanreize;4690 - Personalnebenausgaben Sachzuwendungen| Leistungsanreize;Ausgabe;45,00;Ansatz
129;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;3;Referat III;0003 - Referat III;4690;Personalnebenausgaben ZVK-Pauschalsteuer;4690 - Personalnebenausgaben ZVK-Pauschalsteuer;Ausgabe;200,00;Ansatz
130;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;3;Referat III;0003 - Referat III;5200;Verwaltungs- und Zweckaus- stattung;5200 - Verwaltungs- und Zweckaus- stattung;Ausgabe;100,00;Ansatz
131;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;3;Referat III;0003 - Referat III;5280;Sonstige Gebrauchsgegenstände;5280 - Sonstige Gebrauchsgegenstände;Ausgabe;500,00;Ansatz
132;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;3;Referat III;0003 - Referat III;6370;Sachbedarf für EDV-Anlagen (Betrieb Multifunktionsgeräte);6370 - Sachbedarf für EDV-Anlagen (Betrieb Multifunktionsgeräte);Ausgabe;100,00;Ansatz
133;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;3;Referat III;0003 - Referat III;6500;Allgemeiner Bürobedarf;6500 - Allgemeiner Bürobedarf;Ausgabe;200,00;Ansatz
134;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;3;Referat III;0003 - Referat III;6510;Bücher und Zeitschriften;6510 - Bücher und Zeitschriften;Ausgabe;2100,00;Ansatz
135;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;3;Referat III;0003 - Referat III;6540;Dienstfahrten;6540 - Dienstfahrten;Ausgabe;0,00;Ansatz
136;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;3;Referat III;0003 - Referat III;6589;Sonstige Geschäftsausgaben;6589 - Sonstige Geschäftsausgaben;Ausgabe;100,00;Ansatz
137;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;3;Referat III;0003 - Referat III;6798;Innere Verrechnung Bücher und Zeitschriften;6798 - Innere Verrechnung Bücher und Zeitschriften;Ausgabe;400,00;Ansatz
138;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;3;Referat III;0003 - Referat III;6799;Innere Verrechnung ITK-Leistungen (Miete Kopierer|Multifunktionsgeräte);6799 - Innere Verrechnung ITK-Leistungen (Miete Kopierer|Multifunktionsgeräte);Ausgabe;900,00;Ansatz
139;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;3;Referat III;0003 - Referat III;6799;Innere Verrechnung ITK-Leistungen KommunalBIT (Netzbetrieb);6799 - Innere Verrechnung ITK-Leistungen KommunalBIT (Netzbetrieb);Ausgabe;1100,00;Ansatz
140;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;3;Referat III;0003 - Referat III;6799;Innere Verrechnung ITK-Leistungen KommunalBIT (TK-Management);6799 - Innere Verrechnung ITK-Leistungen KommunalBIT (TK-Management);Ausgabe;2200,00;Ansatz
141;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;3;Referat III;0003 - Referat III;6799;Innere Verrechnung ITK-Leistungen KommunalBIT (Arbeitsplatzsysteme);6799 - Innere Verrechnung ITK-Leistungen KommunalBIT (Arbeitsplatzsysteme);Ausgabe;2700,00;Ansatz
142;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;4;Referat IV;0004 - Referat IV;1650;Erstattungen durch kommunale Sonderrechnungen (SAh);1650 - Erstattungen durch kommunale Sonderrechnungen (SAh);Einnahme;26300,00;Ansatz
143;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;4;Referat IV;0004 - Referat IV;1692;Innere Verrechnung Verwaltungskostenbeiträge;1692 - Innere Verrechnung Verwaltungskostenbeiträge;Einnahme;29300,00;Ansatz
144;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;4;Referat IV;0004 - Referat IV;1783;Spenden;1783 - Spenden;Einnahme;0,00;Ansatz
145;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;4;Referat IV;0004 - Referat IV;1783;Spenden (Projekt soz. Zusammenhalt);1783 - Spenden (Projekt soz. Zusammenhalt);Einnahme;0,00;Ansatz
146;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;4;Referat IV;0004 - Referat IV;4100;Beamtenbezüge;4100 - Beamtenbezüge;Ausgabe;108100,00;Ansatz
147;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;4;Referat IV;0004 - Referat IV;4110;Zuführungen zur Versorgungsrücklage Beamte;4110 - Zuführungen zur Versorgungsrücklage Beamte;Ausgabe;600,00;Ansatz
148;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;4;Referat IV;0004 - Referat IV;4140;Entgelte für tariflich Beschäftigte;4140 - Entgelte für tariflich Beschäftigte;Ausgabe;114700,00;Ansatz
149;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;4;Referat IV;0004 - Referat IV;4200;Versorgungsbezüge Beamte;4200 - Versorgungsbezüge Beamte;Ausgabe;57300,00;Ansatz
150;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;4;Referat IV;0004 - Referat IV;4210;Zuführungen zur Versorgungs- rücklage Ruhegehaltsempf.;4210 - Zuführungen zur Versorgungs- rücklage Ruhegehaltsempf.;Ausgabe;1600,00;Ansatz
151;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;4;Referat IV;0004 - Referat IV;4340;Beiträge zu Versorgungskassen Tariflich Beschäftigte;4340 - Beiträge zu Versorgungskassen Tariflich Beschäftigte;Ausgabe;9000,00;Ansatz
152;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;4;Referat IV;0004 - Referat IV;4440;Beiträge zur gesetzlichen Sozialversicherung Tariflich Beschäftigte;4440 - Beiträge zur gesetzlichen Sozialversicherung Tariflich Beschäftigte;Ausgabe;23000,00;Ansatz
153;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;4;Referat IV;0004 - Referat IV;4590;Beihilfen, Unterstützungen und Ähnl.;4590 - Beihilfen, Unterstützungen und Ähnl.;Ausgabe;0,00;Ansatz
154;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;4;Referat IV;0004 - Referat IV;4590;Beihilfen, Unterstützungen und Ähnl. (Versorgungsempfänger);4590 - Beihilfen, Unterstützungen und Ähnl. (Versorgungsempfänger);Ausgabe;0,00;Ansatz
155;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;4;Referat IV;0004 - Referat IV;4690;Personalnebenausgaben;4690 - Personalnebenausgaben;Ausgabe;0,00;Ansatz
156;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;4;Referat IV;0004 - Referat IV;4690;Personalnebenausgaben Sachzuwendungen| Leistungsanreize;4690 - Personalnebenausgaben Sachzuwendungen| Leistungsanreize;Ausgabe;95,00;Ansatz
157;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;4;Referat IV;0004 - Referat IV;4690;Personalnebenausgaben ZVK-Pauschalsteuer;4690 - Personalnebenausgaben ZVK-Pauschalsteuer;Ausgabe;600,00;Ansatz
158;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;4;Referat IV;0004 - Referat IV;5200;Verwaltungs- und Zweckaus- stattung;5200 - Verwaltungs- und Zweckaus- stattung;Ausgabe;200,00;Ansatz
159;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;4;Referat IV;0004 - Referat IV;5280;Sonstige Gebrauchsgegenstände;5280 - Sonstige Gebrauchsgegenstände;Ausgabe;100,00;Ansatz
160;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;4;Referat IV;0004 - Referat IV;5622;Fortbildung und Umschulung;5622 - Fortbildung und Umschulung;Ausgabe;300,00;Ansatz
161;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;4;Referat IV;0004 - Referat IV;6370;Sachbedarf für EDV-Anlagen (Betrieb Multifunktionsgeräte);6370 - Sachbedarf für EDV-Anlagen (Betrieb Multifunktionsgeräte);Ausgabe;800,00;Ansatz
162;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;4;Referat IV;0004 - Referat IV;6500;Allgemeiner Bürobedarf;6500 - Allgemeiner Bürobedarf;Ausgabe;300,00;Ansatz
163;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;4;Referat IV;0004 - Referat IV;6510;Bücher und Zeitschriften;6510 - Bücher und Zeitschriften;Ausgabe;0,00;Ansatz
164;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;4;Referat IV;0004 - Referat IV;6540;Dienstfahrten;6540 - Dienstfahrten;Ausgabe;100,00;Ansatz
165;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;4;Referat IV;0004 - Referat IV;6541;Reise- und Fahrtkosten;6541 - Reise- und Fahrtkosten;Ausgabe;400,00;Ansatz
166;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;4;Referat IV;0004 - Referat IV;6589;Sonstige Geschäftsausgaben;6589 - Sonstige Geschäftsausgaben;Ausgabe;500,00;Ansatz
167;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;4;Referat IV;0004 - Referat IV;6620;Vermischte Ausgaben (Projekt soz. Zusammenhalt);6620 - Vermischte Ausgaben (Projekt soz. Zusammenhalt);Ausgabe;0,00;Ansatz
168;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;4;Referat IV;0004 - Referat IV;6799;Innere Verrechnung ITK-Leistungen KommunalBIT (sonstige Geräte);6799 - Innere Verrechnung ITK-Leistungen KommunalBIT (sonstige Geräte);Ausgabe;0,00;Ansatz
169;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;4;Referat IV;0004 - Referat IV;6799;Innere Verrechnung ITK-Leistungen (Miete Kopierer|Multifunktionsgeräte);6799 - Innere Verrechnung ITK-Leistungen (Miete Kopierer|Multifunktionsgeräte);Ausgabe;600,00;Ansatz
170;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;4;Referat IV;0004 - Referat IV;6799;Innere Verrechnung ITK-Leistungen KommunalBIT (Netzbetrieb);6799 - Innere Verrechnung ITK-Leistungen KommunalBIT (Netzbetrieb);Ausgabe;3200,00;Ansatz
171;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;4;Referat IV;0004 - Referat IV;6799;Innere Verrechnung ITK-Leistungen KommunalBIT (TK-Management);6799 - Innere Verrechnung ITK-Leistungen KommunalBIT (TK-Management);Ausgabe;6000,00;Ansatz
172;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;4;Referat IV;0004 - Referat IV;6799;Innere Verrechnung ITK-Leistungen KommunalBIT (Arbeitsplatzsysteme);6799 - Innere Verrechnung ITK-Leistungen KommunalBIT (Arbeitsplatzsysteme);Ausgabe;11000,00;Ansatz
173;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;4;Referat IV;0004 - Referat IV;7183;Zuschüsse für lfd. Zwecke an die übrigen Bereiche (Projekt soz. Zusammenhalt);7183 - Zuschüsse für lfd. Zwecke an die übrigen Bereiche (Projekt soz. Zusammenhalt);Ausgabe;0,00;Ansatz
174;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;4;Referat IV;0004 - Referat IV;7183;Zuschüsse für lfd. Zwecke an die übrigen Bereiche (Jugend- und Sozialprojekte);7183 - Zuschüsse für lfd. Zwecke an die übrigen Bereiche (Jugend- und Sozialprojekte);Ausgabe;0,00;Ansatz
175;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;4;Referat IV;0004 - Referat IV;8970;Budgetfehlbetrag Vorjahr;8970 - Budgetfehlbetrag Vorjahr;Ausgabe;0,00;Ansatz
176;2018;Vermögen;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;4;Referat IV;0004 - Referat IV;9351;Ersatzbeschaffungen f. bewegl. Sachen des Anlagevermögens;9351 - Ersatzbeschaffungen f. bewegl. Sachen des Anlagevermögens;Ausgabe;0,00;Ansatz
177;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;5;Referat V;0005 - Referat V;1650;Erstattungen durch kommunale Sonderrechnungen (GWF);1650 - Erstattungen durch kommunale Sonderrechnungen (GWF);Einnahme;79200,00;Ansatz
178;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;5;Referat V;0005 - Referat V;1692;Innere Verrechnung Verwaltungskostenbeiträge;1692 - Innere Verrechnung Verwaltungskostenbeiträge;Einnahme;91900,00;Ansatz
179;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;5;Referat V;0005 - Referat V;4100;Beamtenbezüge;4100 - Beamtenbezüge;Ausgabe;155800,00;Ansatz
180;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;5;Referat V;0005 - Referat V;4110;Zuführungen zur Versorgungsrücklage Beamte;4110 - Zuführungen zur Versorgungsrücklage Beamte;Ausgabe;900,00;Ansatz
181;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;5;Referat V;0005 - Referat V;4200;Versorgungsbezüge Beamte;4200 - Versorgungsbezüge Beamte;Ausgabe;82600,00;Ansatz
182;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;5;Referat V;0005 - Referat V;4210;Zuführungen zur Versorgungs- rücklage Ruhegehaltsempf.;4210 - Zuführungen zur Versorgungs- rücklage Ruhegehaltsempf.;Ausgabe;2300,00;Ansatz
183;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;5;Referat V;0005 - Referat V;4590;Beihilfen, Unterstützungen und Ähnl.;4590 - Beihilfen, Unterstützungen und Ähnl.;Ausgabe;0,00;Ansatz
184;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;5;Referat V;0005 - Referat V;4590;Beihilfen, Unterstützungen und Ähnl. (Versorgungsempfänger);4590 - Beihilfen, Unterstützungen und Ähnl. (Versorgungsempfänger);Ausgabe;0,00;Ansatz
185;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;5;Referat V;0005 - Referat V;4690;Personalnebenausgaben Sachzuwendungen| Leistungsanreize;4690 - Personalnebenausgaben Sachzuwendungen| Leistungsanreize;Ausgabe;75,00;Ansatz
186;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;5;Referat V;0005 - Referat V;5200;Verwaltungs- und Zweckaus- stattung;5200 - Verwaltungs- und Zweckaus- stattung;Ausgabe;200,00;Ansatz
187;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;5;Referat V;0005 - Referat V;5280;Sonstige Gebrauchsgegenstände;5280 - Sonstige Gebrauchsgegenstände;Ausgabe;200,00;Ansatz
188;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;5;Referat V;0005 - Referat V;5500;Haltung von Fahrzeugen;5500 - Haltung von Fahrzeugen;Ausgabe;2200,00;Ansatz
189;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;5;Referat V;0005 - Referat V;5622;Fortbildung und Umschulung;5622 - Fortbildung und Umschulung;Ausgabe;800,00;Ansatz
190;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;5;Referat V;0005 - Referat V;6370;Sachbedarf für EDV-Anlagen (Betrieb Multifunktionsgeräte);6370 - Sachbedarf für EDV-Anlagen (Betrieb Multifunktionsgeräte);Ausgabe;100,00;Ansatz
191;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;5;Referat V;0005 - Referat V;6500;Allgemeiner Bürobedarf;6500 - Allgemeiner Bürobedarf;Ausgabe;200,00;Ansatz
192;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;5;Referat V;0005 - Referat V;6510;Bücher und Zeitschriften;6510 - Bücher und Zeitschriften;Ausgabe;800,00;Ansatz
193;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;5;Referat V;0005 - Referat V;6525;Postgebühren;6525 - Postgebühren;Ausgabe;100,00;Ansatz
194;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;5;Referat V;0005 - Referat V;6540;Dienstfahrten;6540 - Dienstfahrten;Ausgabe;300,00;Ansatz
195;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;5;Referat V;0005 - Referat V;6541;Reise- und Fahrtkosten;6541 - Reise- und Fahrtkosten;Ausgabe;200,00;Ansatz
196;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;5;Referat V;0005 - Referat V;6589;Sonstige Geschäftsausgaben;6589 - Sonstige Geschäftsausgaben;Ausgabe;100,00;Ansatz
197;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;5;Referat V;0005 - Referat V;6798;Innere Verrechnung innerstädt. Leistungen;6798 - Innere Verrechnung innerstädt. Leistungen;Ausgabe;0,00;Ansatz
198;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;5;Referat V;0005 - Referat V;6798;Innere Verrechnung Bücher und Zeitschriften;6798 - Innere Verrechnung Bücher und Zeitschriften;Ausgabe;300,00;Ansatz
199;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;5;Referat V;0005 - Referat V;6799;Innere Verrechnung ITK-Leistungen (Miete Kopierer|Multifunktionsgeräte);6799 - Innere Verrechnung ITK-Leistungen (Miete Kopierer|Multifunktionsgeräte);Ausgabe;1000,00;Ansatz
200;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;5;Referat V;0005 - Referat V;6799;Innere Verrechnung ITK-Leistungen KommunalBIT (Netzbetrieb);6799 - Innere Verrechnung ITK-Leistungen KommunalBIT (Netzbetrieb);Ausgabe;1100,00;Ansatz
201;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;5;Referat V;0005 - Referat V;6799;Innere Verrechnung ITK-Leistungen KommunalBIT (TK-Management);6799 - Innere Verrechnung ITK-Leistungen KommunalBIT (TK-Management);Ausgabe;3700,00;Ansatz
202;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;5;Referat V;0005 - Referat V;6799;Innere Verrechnung ITK-Leistungen KommunalBIT (Arbeitsplatzsysteme);6799 - Innere Verrechnung ITK-Leistungen KommunalBIT (Arbeitsplatzsysteme);Ausgabe;4700,00;Ansatz
203;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;6;Referat VI;0006 - Referat VI;1599;Vermischte Einnahmen;1599 - Vermischte Einnahmen;Einnahme;2000,00;Ansatz
204;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;6;Referat VI;0006 - Referat VI;1692;Innere Verrechnung Verwaltungskostenbeiträge;1692 - Innere Verrechnung Verwaltungskostenbeiträge;Einnahme;19100,00;Ansatz
205;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;6;Referat VI;0006 - Referat VI;2971;Projektmittelübertrag;2971 - Projektmittelübertrag;Einnahme;0,00;Ansatz
206;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;6;Referat VI;0006 - Referat VI;4100;Beamtenbezüge;4100 - Beamtenbezüge;Ausgabe;148800,00;Ansatz
207;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;6;Referat VI;0006 - Referat VI;4110;Zuführungen zur Versorgungsrücklage Beamte;4110 - Zuführungen zur Versorgungsrücklage Beamte;Ausgabe;800,00;Ansatz
208;2018;Verwaltung;0;Allgemeine Verwaltung;0 - Allgemeine Verwaltung;6;Referat VI;0006 - Referat VI;4140;Entgelte für tariflich Beschäftigte;4140 - Entgelte für tariflich Beschäftigte;Ausgabe;168500,00;Ansatz
