jahr,bereich,bereichbezeichnung,produkt,produkt_bezeichnung,fibu_konto,konto_bezeichnung,art,ansatz,haushalt
2017,5,Soziale Leistungen,531101,"Hilfe zum Lebensunterhalt nach SGB XII, Hilfen bei Krankheit pp.",504100,Beihilfen u. Unterstützungsleistungen f. Beschäft.,Ausgaben,0,Plan
2017,5,Soziale Leistungen,531101,"Hilfe zum Lebensunterhalt nach SGB XII, Hilfen bei Krankheit pp.",512100,Beiträge zu Versorgungsk. f. Versorgungsem. Beamte,Ausgaben,0,Plan
2017,5,Soziale Leistungen,531101,"Hilfe zum Lebensunterhalt nach SGB XII, Hilfen bei Krankheit pp.",514100,"Beihilfen, Unterstütz.leist. u. dgl. f. Vers.empf.",Ausgaben,0,Plan
2017,5,Soziale Leistungen,531101,"Hilfe zum Lebensunterhalt nach SGB XII, Hilfen bei Krankheit pp.",541230,Aufwendungen für übernommene Reisekosten,Ausgaben,0,Plan
2017,5,Soziale Leistungen,531101,"Hilfe zum Lebensunterhalt nach SGB XII, Hilfen bei Krankheit pp.",543110,Bürobedarf,Ausgaben,0,Plan
2017,5,Soziale Leistungen,531101,"Hilfe zum Lebensunterhalt nach SGB XII, Hilfen bei Krankheit pp.",543120,"Bücher, Zeitschriften (incl. CD/DVD)",Ausgaben,0,Plan
2017,5,Soziale Leistungen,531101,"Hilfe zum Lebensunterhalt nach SGB XII, Hilfen bei Krankheit pp.",543140,Produkte und Leistungen (TUIV) einschl.Lizenzgeb.,Ausgaben,0,Plan
2017,5,Soziale Leistungen,531101,"Hilfe zum Lebensunterhalt nach SGB XII, Hilfen bei Krankheit pp.",543295,Sonstige Geschäftsausgaben,Ausgaben,0,Plan
2017,5,Soziale Leistungen,531301,Leistungen für Asylbewerber,421120,Übergel. UHanspr. gg. bürgerl-rechtl. UHverpflich.,Einnahmen,20,Plan
2017,5,Soziale Leistungen,531301,Leistungen für Asylbewerber,422150,Rückzahlung gewährter Hilfe,Einnahmen,500,Plan
2017,5,Soziale Leistungen,531301,Leistungen für Asylbewerber,422190,Sonstige Ersatzleistungen,Einnahmen,10,Plan
2017,5,Soziale Leistungen,531301,Leistungen für Asylbewerber,481100,Erträge aus internen Leistungsbeziehungen,Einnahmen,1840,Plan
2017,5,Soziale Leistungen,531301,Leistungen für Asylbewerber,504100,Beihilfen u. Unterstützungsleistungen f. Beschäft.,Ausgaben,4330,Plan
2017,5,Soziale Leistungen,531301,Leistungen für Asylbewerber,512100,Beiträge zu Versorgungsk. f. Versorgungsem. Beamte,Ausgaben,82240,Plan
2017,5,Soziale Leistungen,531301,Leistungen für Asylbewerber,514100,"Beihilfen, Unterstütz.leist. u. dgl. f. Vers.empf.",Ausgaben,8660,Plan
2017,5,Soziale Leistungen,531301,Leistungen für Asylbewerber,531700,Aufwend. f. Zuschüsse an private Unternehmen,Ausgaben,10000,Plan
2017,5,Soziale Leistungen,531301,Leistungen für Asylbewerber,533801,Einmalige Leistungen (§ 2 AsylblG),Ausgaben,3000,Plan
2017,5,Soziale Leistungen,531301,Leistungen für Asylbewerber,543295,Sonstige Geschäftsausgaben,Ausgaben,100,Plan
2017,5,Soziale Leistungen,531301,Leistungen für Asylbewerber,581200,Aufwendungen aus ILV - Baubetriebshof,Ausgaben,1000,Plan
2017,5,Soziale Leistungen,531501,Soziale Einrichtungen für Asylbewerber/Wohnungslose,414400,Zuweisungen von gesetzlichen Sozialversicherungen,Einnahmen,8900,Plan
2017,5,Soziale Leistungen,531501,Soziale Einrichtungen für Asylbewerber/Wohnungslose,416100,Erträge a.d.Aufl. v. SoPo aus Zuweisungen,Einnahmen,135,Plan
2017,5,Soziale Leistungen,531501,Soziale Einrichtungen für Asylbewerber/Wohnungslose,438100,Erträge a.d. Auflösung v. SoPo f.d. Gebührenausgl.,Einnahmen,7258,Plan
2017,5,Soziale Leistungen,531501,Soziale Einrichtungen für Asylbewerber/Wohnungslose,458300,Sonstige nicht zahlungswirksame ordentl. Erträge,Einnahmen,28200,Plan
2017,5,Soziale Leistungen,531501,Soziale Einrichtungen für Asylbewerber/Wohnungslose,524117,Sonst. Bewirtschaftungskosten,Ausgaben,50,Plan
2017,5,Soziale Leistungen,531501,Soziale Einrichtungen für Asylbewerber/Wohnungslose,541230,Aufwendungen für übernommene Reisekosten,Ausgaben,500,Plan
2017,5,Soziale Leistungen,531501,Soziale Einrichtungen für Asylbewerber/Wohnungslose,547172,Verl.a.d.Ver.v.techn.Anlagen,Ausgaben,28200,Plan
2017,5,Soziale Leistungen,531501,Soziale Einrichtungen für Asylbewerber/Wohnungslose,571036,Abschreibung a.Aufb.u.Betriebsvorr.b.Wohnbau,Ausgaben,14470,Plan
2017,5,Soziale Leistungen,531501,Soziale Einrichtungen für Asylbewerber/Wohnungslose,571046,Abschreibung a.Sonst.Bauten d.Infrastrukturverm.,Ausgaben,1000,Plan
2017,5,Soziale Leistungen,531501,Soziale Einrichtungen für Asylbewerber/Wohnungslose,571050,Abschreibung a.Bauten a.fremd.Grd.u.Boden,Ausgaben,1030,Plan
2017,5,Soziale Leistungen,531501,Soziale Einrichtungen für Asylbewerber/Wohnungslose,571080,Abschreibung a.BGA,Ausgaben,640,Plan
2017,5,Soziale Leistungen,531501,Soziale Einrichtungen für Asylbewerber/Wohnungslose,581100,Aufwendungen aus ILV - Verwaltung/Zentrale Dienste,Ausgaben,1840,Plan
2017,5,Soziale Leistungen,531501,Soziale Einrichtungen für Asylbewerber/Wohnungslose,581200,Aufwendungen aus ILV - Baubetriebshof,Ausgaben,10500,Plan
2017,5,Soziale Leistungen,533101,Förderung von Trägern der Wohlfahrtspflege,531800,Aufwend. f. Zuschüsse an übrige Bereiche,Ausgaben,150,Plan
2017,6,"Kinder-, Jugend- und Familienhilfe",636601,"Kinderspielplätze, Skateranlagen",416100,Erträge a.d.Aufl. v. SoPo aus Zuweisungen,Einnahmen,450,Plan
2017,6,"Kinder-, Jugend- und Familienhilfe",636601,"Kinderspielplätze, Skateranlagen",528195,"Geringwertige Vermögensgegenstände (AHK>60,-€<410,-€)",Ausgaben,1500,Plan
2017,6,"Kinder-, Jugend- und Familienhilfe",636601,"Kinderspielplätze, Skateranlagen",571022,Abschreibung a.Aufb.u.Betriebsvorr.v.Grünflächen,Ausgaben,3600,Plan
2017,6,"Kinder-, Jugend- und Familienhilfe",636601,"Kinderspielplätze, Skateranlagen",581200,Aufwendungen aus ILV - Baubetriebshof,Ausgaben,25000,Plan
2017,6,"Kinder-, Jugend- und Familienhilfe",636602,Kinder- und Jugendarbeit,531200,Aufwendungen für Zuweisungen an Gemeinden (GV),Ausgaben,500,Plan
2017,7,Gesundheitsdienste,741401,Gesundheitsschutz/-pflege,528190,"Geräte pp.(<60,-€), Vorräte,Verbrauchsmaterial",Ausgaben,100,Plan
2017,7,Gesundheitsdienste,741401,Gesundheitsschutz/-pflege,529100,Aufwendungen für sonstige Dienstleistungen,Ausgaben,100,Plan
2017,8,Sportförderung,842101,Förderung des Sports,531700,Aufwend. f. Zuschüsse an private Unternehmen,Ausgaben,775,Plan
2017,8,Sportförderung,842401,Bereitstellung und Betrieb von Sportanlagen,416100,Erträge a.d.Aufl. v. SoPo aus Zuweisungen,Einnahmen,101950,Plan
2017,8,Sportförderung,842401,Bereitstellung und Betrieb von Sportanlagen,441100,Mieten und Pachten,Einnahmen,720,Plan
2017,8,Sportförderung,842401,Bereitstellung und Betrieb von Sportanlagen,457100,Erträge a.d. Auflösung von sonstigen Sonderposten,Einnahmen,7930,Plan
2017,8,Sportförderung,842401,Bereitstellung und Betrieb von Sportanlagen,524117,Sonst. Bewirtschaftungskosten,Ausgaben,0,Plan
2017,8,Sportförderung,842401,Bereitstellung und Betrieb von Sportanlagen,528195,"Geringwertige Vermögensgegenstände (AHK>60,-€<410,-€)",Ausgaben,1500,Plan
2017,8,Sportförderung,842401,Bereitstellung und Betrieb von Sportanlagen,531710,Aufwend. f. Zuschüsse an private Unternehmen -ARAP,Ausgaben,12800,Plan
2017,8,Sportförderung,842401,Bereitstellung und Betrieb von Sportanlagen,571022,Abschreibung a.Aufb.u.Betriebsvorr.v.Grünflächen,Ausgaben,95800,Plan
2017,8,Sportförderung,842401,Bereitstellung und Betrieb von Sportanlagen,571038,Abschreibung a.Aufb.u.Betriebsvorr.b.sonst.Geb.,Ausgaben,21900,Plan
2017,8,Sportförderung,842401,Bereitstellung und Betrieb von Sportanlagen,571071,Abschreibung a.Maschinen,Ausgaben,0,Plan
2017,8,Sportförderung,842401,Bereitstellung und Betrieb von Sportanlagen,571080,Abschreibung a.BGA,Ausgaben,840,Plan
2017,8,Sportförderung,842401,Bereitstellung und Betrieb von Sportanlagen,581200,Aufwendungen aus ILV - Baubetriebshof,Ausgaben,7500,Plan
2017,9,"Räumliche Planung und Entwicklung, Geoinformation",951101,"Landes-, Regional-, Raumord.- und Stadtumlandplanung, Gebietsentwicklung",448800,Erstattungen von übrigen Bereichen,Einnahmen,42500,Plan
2017,10,Bauen und Wohnen,1052102,Umlegungsverfahren,542100,Aufwendungen für ehrenamtl. und sonstige Tätigkeit,Ausgaben,0,Plan
2017,11,Ver- und Entsorgung,1153101,Elektrizitätsversorgung,523070,Erstattungen an private Unternehmen,Ausgaben,3000,Plan
2017,11,Ver- und Entsorgung,1153301,Wasserversorgung,529100,Aufwendungen für sonstige Dienstleistungen,Ausgaben,,Plan
2017,11,Ver- und Entsorgung,1153701,Beseitigung und Verwertung von Abfällen,438100,Erträge a.d. Auflösung v. SoPo f.d. Gebührenausgl.,Einnahmen,8000,Plan
2017,11,Ver- und Entsorgung,1153701,Beseitigung und Verwertung von Abfällen,537300,Allgemeine Umlagen an Zweckverbände,Ausgaben,0,Plan
2017,11,Ver- und Entsorgung,1153701,Beseitigung und Verwertung von Abfällen,581200,Aufwendungen aus ILV - Baubetriebshof,Ausgaben,20250,Plan
2017,12,Verkehrsflächen und -anlagen ÖPNV,1254101,"Gemeindestraßen, -wege, -plätze, -brücken",416100,Erträge a.d.Aufl. v. SoPo aus Zuweisungen,Einnahmen,36800,Plan
2017,12,Verkehrsflächen und -anlagen ÖPNV,1254101,"Gemeindestraßen, -wege, -plätze, -brücken",437100,Erträge a.d. Auflösung von SoPo für Beiträge,Einnahmen,92600,Plan
2017,12,Verkehrsflächen und -anlagen ÖPNV,1254101,"Gemeindestraßen, -wege, -plätze, -brücken",457100,Erträge a.d. Auflösung von sonstigen Sonderposten,Einnahmen,2700,Plan
2017,12,Verkehrsflächen und -anlagen ÖPNV,1254101,"Gemeindestraßen, -wege, -plätze, -brücken",459100,Andere sonstige ordentliche Erträge,Einnahmen,50,Plan
2017,12,Verkehrsflächen und -anlagen ÖPNV,1254101,"Gemeindestraßen, -wege, -plätze, -brücken",528195,"Geringwertige Vermögensgegenstände (AHK>60,-€<410,-€)",Ausgaben,1000,Plan
2017,12,Verkehrsflächen und -anlagen ÖPNV,1254101,"Gemeindestraßen, -wege, -plätze, -brücken",542200,Mieten und Pachten,Ausgaben,3000,Plan
2017,12,Verkehrsflächen und -anlagen ÖPNV,1254101,"Gemeindestraßen, -wege, -plätze, -brücken",542902,Gutachterkosten,Ausgaben,2000,Plan
2017,12,Verkehrsflächen und -anlagen ÖPNV,1254101,"Gemeindestraßen, -wege, -plätze, -brücken",543140,Produkte und Leistungen (TUIV) einschl.Lizenzgeb.,Ausgaben,0,Plan
2017,12,Verkehrsflächen und -anlagen ÖPNV,1254101,"Gemeindestraßen, -wege, -plätze, -brücken",571013,Abschreibung a. DV-Software,Ausgaben,600,Plan
2017,12,Verkehrsflächen und -anlagen ÖPNV,1254101,"Gemeindestraßen, -wege, -plätze, -brücken",571042,Abschreibung a.Brücken u. Tunnel,Ausgaben,17400,Plan
2017,12,Verkehrsflächen und -anlagen ÖPNV,1254101,"Gemeindestraßen, -wege, -plätze, -brücken",571045,"Abschreibung a.Straßennetz(Wege,Plätze,Verkehrsl.)",Ausgaben,441000,Plan
2017,12,Verkehrsflächen und -anlagen ÖPNV,1254101,"Gemeindestraßen, -wege, -plätze, -brücken",571046,Abschreibung a.Sonst.Bauten d.Infrastrukturverm.,Ausgaben,1800,Plan
2017,12,Verkehrsflächen und -anlagen ÖPNV,1254101,"Gemeindestraßen, -wege, -plätze, -brücken",571080,Abschreibung a.BGA,Ausgaben,400,Plan
2017,12,Verkehrsflächen und -anlagen ÖPNV,1254101,"Gemeindestraßen, -wege, -plätze, -brücken",581200,Aufwendungen aus ILV - Baubetriebshof,Ausgaben,90000,Plan
2017,12,Verkehrsflächen und -anlagen ÖPNV,1254102,Bau und Unterhaltung verkehrsleit. und -lenkender Anlagen,416100,Erträge a.d.Aufl. v. SoPo aus Zuweisungen,Einnahmen,490,Plan
2017,12,Verkehrsflächen und -anlagen ÖPNV,1254102,Bau und Unterhaltung verkehrsleit. und -lenkender Anlagen,448200,Erstattungen von Gemeinden (GV),Einnahmen,3400,Plan
2017,12,Verkehrsflächen und -anlagen ÖPNV,1254102,Bau und Unterhaltung verkehrsleit. und -lenkender Anlagen,529100,Aufwendungen für sonstige Dienstleistungen,Ausgaben,5000,Plan
2017,12,Verkehrsflächen und -anlagen ÖPNV,1254102,Bau und Unterhaltung verkehrsleit. und -lenkender Anlagen,571045,"Abschreibung a.Straßennetz(Wege,Plätze,Verkehrsl.)",Ausgaben,100,Plan
2017,12,Verkehrsflächen und -anlagen ÖPNV,1254102,Bau und Unterhaltung verkehrsleit. und -lenkender Anlagen,571080,Abschreibung a.BGA,Ausgaben,700,Plan
2017,12,Verkehrsflächen und -anlagen ÖPNV,1254102,Bau und Unterhaltung verkehrsleit. und -lenkender Anlagen,581200,Aufwendungen aus ILV - Baubetriebshof,Ausgaben,29000,Plan
2017,12,Verkehrsflächen und -anlagen ÖPNV,1254501,Straßenreinigung und Winterdienst,416100,Erträge a.d.Aufl. v. SoPo aus Zuweisungen,Einnahmen,245,Plan
2017,12,Verkehrsflächen und -anlagen ÖPNV,1254501,Straßenreinigung und Winterdienst,438100,Erträge a.d. Auflösung v. SoPo f.d. Gebührenausgl.,Einnahmen,25844,Plan
2017,12,Verkehrsflächen und -anlagen ÖPNV,1254501,Straßenreinigung und Winterdienst,524120,Unterhaltung der Grundstücke u. bauliche Anlagen,Ausgaben,1000,Plan
2017,12,Verkehrsflächen und -anlagen ÖPNV,1254501,Straßenreinigung und Winterdienst,571046,Abschreibung a.Sonst.Bauten d.Infrastrukturverm.,Ausgaben,2500,Plan
2017,12,Verkehrsflächen und -anlagen ÖPNV,1254501,Straßenreinigung und Winterdienst,571080,Abschreibung a.BGA,Ausgaben,720,Plan
2017,12,Verkehrsflächen und -anlagen ÖPNV,1254501,Straßenreinigung und Winterdienst,581200,Aufwendungen aus ILV - Baubetriebshof,Ausgaben,11925,Plan
2017,12,Verkehrsflächen und -anlagen ÖPNV,1254601,Park- und Stellplätze,581200,Aufwendungen aus ILV - Baubetriebshof,Ausgaben,5000,Plan
2017,12,Verkehrsflächen und -anlagen ÖPNV,1254701,Einrichtungen des ÖPNV,416100,Erträge a.d.Aufl. v. SoPo aus Zuweisungen,Einnahmen,6750,Plan
2017,12,Verkehrsflächen und -anlagen ÖPNV,1254701,Einrichtungen des ÖPNV,524113,"Reinigung (Fremdreinigung), Reinigungsmittel",Ausgaben,1500,Plan
2017,12,Verkehrsflächen und -anlagen ÖPNV,1254701,Einrichtungen des ÖPNV,571046,Abschreibung a.Sonst.Bauten d.Infrastrukturverm.,Ausgaben,6800,Plan
2017,12,Verkehrsflächen und -anlagen ÖPNV,1254701,Einrichtungen des ÖPNV,571050,Abschreibung a.Bauten a.fremd.Grd.u.Boden,Ausgaben,3400,Plan
2017,12,Verkehrsflächen und -anlagen ÖPNV,1254701,Einrichtungen des ÖPNV,581200,Aufwendungen aus ILV - Baubetriebshof,Ausgaben,8000,Plan
2017,13,Natur- und Landschaftspflege,1355101,"Öffentliche Parkanlagen, Grünflächen",448700,Erstattungen von privaten Unternehmen,Einnahmen,100,Plan
2017,13,Natur- und Landschaftspflege,1355101,"Öffentliche Parkanlagen, Grünflächen",448800,Erstattungen von übrigen Bereichen,Einnahmen,1000,Plan
2017,13,Natur- und Landschaftspflege,1355101,"Öffentliche Parkanlagen, Grünflächen",581100,Aufwendungen aus ILV - Verwaltung/Zentrale Dienste,Ausgaben,44741,Plan
2017,13,Natur- und Landschaftspflege,1355101,"Öffentliche Parkanlagen, Grünflächen",581200,Aufwendungen aus ILV - Baubetriebshof,Ausgaben,40000,Plan
2017,13,Natur- und Landschaftspflege,1355201,Gewässergestaltung und -unterhaltung,432300,Gebühren f. Beiträge/Umlagen Wasserverbände,Einnahmen,0,Plan
2017,13,Natur- und Landschaftspflege,1355201,Gewässergestaltung und -unterhaltung,529100,Aufwendungen für sonstige Dienstleistungen,Ausgaben,40000,Plan
2017,13,Natur- und Landschaftspflege,1355201,Gewässergestaltung und -unterhaltung,537300,Allgemeine Umlagen an Zweckverbände,Ausgaben,0,Plan
2017,13,Natur- und Landschaftspflege,1355201,Gewässergestaltung und -unterhaltung,581200,Aufwendungen aus ILV - Baubetriebshof,Ausgaben,9500,Plan
2017,13,Natur- und Landschaftspflege,1355301,Friedhöfe und Friedhofskapellen,416100,Erträge a.d.Aufl. v. SoPo aus Zuweisungen,Einnahmen,4060,Plan
2017,13,Natur- und Landschaftspflege,1355301,Friedhöfe und Friedhofskapellen,438100,Erträge a.d. Auflösung v. SoPo f.d. Gebührenausgl.,Einnahmen,4037,Plan
2017,13,Natur- und Landschaftspflege,1355301,Friedhöfe und Friedhofskapellen,448500,"Erstattungen von verb. Untern., Beteilig. u. SV",Einnahmen,100,Plan
2017,13,Natur- und Landschaftspflege,1355301,Friedhöfe und Friedhofskapellen,481100,Erträge aus internen Leistungsbeziehungen,Einnahmen,44741,Plan
2017,13,Natur- und Landschaftspflege,1355301,Friedhöfe und Friedhofskapellen,524120,Unterhaltung der Grundstücke u. bauliche Anlagen,Ausgaben,1200,Plan
2017,13,Natur- und Landschaftspflege,1355301,Friedhöfe und Friedhofskapellen,525500,Unterhaltung des sonstigen bewegl. Vermögens,Ausgaben,300,Plan
2017,13,Natur- und Landschaftspflege,1355301,Friedhöfe und Friedhofskapellen,528195,"Geringwertige Vermögensgegenstände (AHK>60,-€<410,-€)",Ausgaben,400,Plan
2017,13,Natur- und Landschaftspflege,1355301,Friedhöfe und Friedhofskapellen,571022,Abschreibung a.Aufb.u.Betriebsvorr.v.Grünflächen,Ausgaben,15200,Plan
2017,13,Natur- und Landschaftspflege,1355301,Friedhöfe und Friedhofskapellen,571080,Abschreibung a.BGA,Ausgaben,1800,Plan
2017,13,Natur- und Landschaftspflege,1355301,Friedhöfe und Friedhofskapellen,581100,Aufwendungen aus ILV - Verwaltung/Zentrale Dienste,Ausgaben,25464,Plan
2017,13,Natur- und Landschaftspflege,1355301,Friedhöfe und Friedhofskapellen,581200,Aufwendungen aus ILV - Baubetriebshof,Ausgaben,20700,Plan
2017,13,Natur- und Landschaftspflege,1355302,Kriegsgräberstätten,414100,Zuweisungen vom Land,Einnahmen,55,Plan
2017,13,Natur- und Landschaftspflege,1355302,Kriegsgräberstätten,522100,Unterhaltung des sonstigen unbewegl. Vermögens,Ausgaben,0,Plan
2017,13,Natur- und Landschaftspflege,1355302,Kriegsgräberstätten,524200,Unterhaltung/Bewirtsch. des Infrastrukturvermögens,Ausgaben,100,Plan
2017,13,Natur- und Landschaftspflege,1355302,Kriegsgräberstätten,581200,Aufwendungen aus ILV - Baubetriebshof,Ausgaben,500,Plan
2017,13,Natur- und Landschaftspflege,1355501,Bau und Unterhaltung der landwirtschaftl. Wege und Anlagen,581200,Aufwendungen aus ILV - Baubetriebshof,Ausgaben,5000,Plan
2017,13,Natur- und Landschaftspflege,1355502,Gemeindewald,416100,Erträge a.d.Aufl. v. SoPo aus Zuweisungen,Einnahmen,5200,Plan
2017,13,Natur- und Landschaftspflege,1355502,Gemeindewald,448700,Erstattungen von privaten Unternehmen,Einnahmen,2500,Plan
2017,13,Natur- und Landschaftspflege,1355502,Gemeindewald,457100,Erträge a.d. Auflösung von sonstigen Sonderposten,Einnahmen,1000,Plan
2017,13,Natur- und Landschaftspflege,1355502,Gemeindewald,459100,Andere sonstige ordentliche Erträge,Einnahmen,300,Plan
2017,13,Natur- und Landschaftspflege,1355502,Gemeindewald,481100,Erträge aus internen Leistungsbeziehungen,Einnahmen,35500,Plan
2017,13,Natur- und Landschaftspflege,1355502,Gemeindewald,504100,Beihilfen u. Unterstützungsleistungen f. Beschäft.,Ausgaben,3300,Plan
2017,13,Natur- und Landschaftspflege,1355502,Gemeindewald,512100,Beiträge zu Versorgungsk. f. Versorgungsem. Beamte,Ausgaben,62710,Plan
2017,13,Natur- und Landschaftspflege,1355502,Gemeindewald,514100,"Beihilfen, Unterstütz.leist. u. dgl. f. Vers.empf.",Ausgaben,6600,Plan
2017,13,Natur- und Landschaftspflege,1355502,Gemeindewald,543110,Bürobedarf,Ausgaben,100,Plan
2017,13,Natur- und Landschaftspflege,1355502,Gemeindewald,571026,Abschreibung a.Aufb.u.Betriebsvorr.v.Wald u.Forst,Ausgaben,17050,Plan
2017,13,Natur- und Landschaftspflege,1355502,Gemeindewald,571071,Abschreibung a.Maschinen,Ausgaben,150,Plan
2017,13,Natur- und Landschaftspflege,1355502,Gemeindewald,571075,Abschreibung a.Fahrzeugen,Ausgaben,4550,Plan
2017,13,Natur- und Landschaftspflege,1355502,Gemeindewald,571080,Abschreibung a.BGA,Ausgaben,4050,Plan
2017,13,Natur- und Landschaftspflege,1355502,Gemeindewald,581200,Aufwendungen aus ILV - Baubetriebshof,Ausgaben,4000,Plan
2017,13,Natur- und Landschaftspflege,1355503,Schwarzwildpark,529100,Aufwendungen für sonstige Dienstleistungen,Ausgaben,100,Plan
2017,13,Natur- und Landschaftspflege,1355503,Schwarzwildpark,581200,Aufwendungen aus ILV - Baubetriebshof,Ausgaben,1000,Plan
2017,13,Natur- und Landschaftspflege,1355503,Schwarzwildpark,581400,Aufwendungen aus ILV - Forst,Ausgaben,10000,Plan
2017,14,Umweltschutz,1456101,Umweltinformation und -koordination,523020,Erstattungen an Gemeinden (GV),Ausgaben,0,Plan
2017,14,Umweltschutz,1456101,Umweltinformation und -koordination,529100,Aufwendungen für sonstige Dienstleistungen,Ausgaben,0,Plan
2017,15,Wirtschaft und Tourismus,1557101,Wirtschaftsförderung,414100,Zuweisungen vom Land,Einnahmen,162500,Plan
2017,15,Wirtschaft und Tourismus,1557101,Wirtschaftsförderung,414700,Zuschüsse von privaten Unternehmen,Einnahmen,250,Plan
2017,15,Wirtschaft und Tourismus,1557101,Wirtschaftsförderung,448200,Erstattungen von Gemeinden (GV),Einnahmen,780,Plan
2017,15,Wirtschaft und Tourismus,1557101,Wirtschaftsförderung,571080,Abschreibung a.BGA,Ausgaben,600,Plan
2017,15,Wirtschaft und Tourismus,1557101,Wirtschaftsförderung,581200,Aufwendungen aus ILV - Baubetriebshof,Ausgaben,2000,Plan
2017,15,Wirtschaft und Tourismus,1557301,"Wirtschaftl. Betätigungen der Gemeinde, Eigengesellschaften",448500,"Erstattungen von verb. Untern., Beteilig. u. SV",Einnahmen,1000,Plan
2017,15,Wirtschaft und Tourismus,1557302,Marktwesen,581200,Aufwendungen aus ILV - Baubetriebshof,Ausgaben,1500,Plan
2017,15,Wirtschaft und Tourismus,1557501,"Tourist. Öffentlichkeitsarb., Tourismusförderung, Tourist. Einrichtungen",416100,Erträge a.d.Aufl. v. SoPo aus Zuweisungen,Einnahmen,8250,Plan
2017,15,Wirtschaft und Tourismus,1557501,"Tourist. Öffentlichkeitsarb., Tourismusförderung, Tourist. Einrichtungen",457100,Erträge a.d. Auflösung von sonstigen Sonderposten,Einnahmen,170,Plan
2017,15,Wirtschaft und Tourismus,1557501,"Tourist. Öffentlichkeitsarb., Tourismusförderung, Tourist. Einrichtungen",459100,Andere sonstige ordentliche Erträge,Einnahmen,0,Plan
2017,15,Wirtschaft und Tourismus,1557501,"Tourist. Öffentlichkeitsarb., Tourismusförderung, Tourist. Einrichtungen",525500,Unterhaltung des sonstigen bewegl. Vermögens,Ausgaben,0,Plan
2017,15,Wirtschaft und Tourismus,1557501,"Tourist. Öffentlichkeitsarb., Tourismusförderung, Tourist. Einrichtungen",543120,"Bücher, Zeitschriften (incl. CD/DVD)",Ausgaben,200,Plan
2017,15,Wirtschaft und Tourismus,1557501,"Tourist. Öffentlichkeitsarb., Tourismusförderung, Tourist. Einrichtungen",543310,"Öffentlichkeitsarbeit, Printmedien, Internet",Ausgaben,1400,Plan
2017,15,Wirtschaft und Tourismus,1557501,"Tourist. Öffentlichkeitsarb., Tourismusförderung, Tourist. Einrichtungen",549900,Übrige weitere sonst. Aufwend. aus lfd Verw.tätigk,Ausgaben,0,Plan
2017,15,Wirtschaft und Tourismus,1557501,"Tourist. Öffentlichkeitsarb., Tourismusförderung, Tourist. Einrichtungen",571026,Abschreibung a.Aufb.u.Betriebsvorr.v.Wald u.Forst,Ausgaben,1800,Plan
2017,15,Wirtschaft und Tourismus,1557501,"Tourist. Öffentlichkeitsarb., Tourismusförderung, Tourist. Einrichtungen",571038,Abschreibung a.Aufb.u.Betriebsvorr.b.sonst.Geb.,Ausgaben,4500,Plan
2017,15,Wirtschaft und Tourismus,1557501,"Tourist. Öffentlichkeitsarb., Tourismusförderung, Tourist. Einrichtungen",571046,Abschreibung a.Sonst.Bauten d.Infrastrukturverm.,Ausgaben,650,Plan
2017,15,Wirtschaft und Tourismus,1557501,"Tourist. Öffentlichkeitsarb., Tourismusförderung, Tourist. Einrichtungen",571050,Abschreibung a.Bauten a.fremd.Grd.u.Boden,Ausgaben,1550,Plan
2017,15,Wirtschaft und Tourismus,1557501,"Tourist. Öffentlichkeitsarb., Tourismusförderung, Tourist. Einrichtungen",571072,Abschreibung a.techn.Anlagen,Ausgaben,600,Plan
2017,15,Wirtschaft und Tourismus,1557501,"Tourist. Öffentlichkeitsarb., Tourismusförderung, Tourist. Einrichtungen",571080,Abschreibung a.BGA,Ausgaben,3600,Plan
2017,15,Wirtschaft und Tourismus,1557501,"Tourist. Öffentlichkeitsarb., Tourismusförderung, Tourist. Einrichtungen",581200,Aufwendungen aus ILV - Baubetriebshof,Ausgaben,20000,Plan
2017,15,Wirtschaft und Tourismus,1557501,"Tourist. Öffentlichkeitsarb., Tourismusförderung, Tourist. Einrichtungen",581400,Aufwendungen aus ILV - Forst,Ausgaben,23000,Plan
2017,16,Allgemeine Finanzwirtschaft,1661101,"Steuern, allgemeine Finanzzuweisungen und allgemeine Umlagen",537100,Allgemeine Umlagen an das Land,Ausgaben,40000,Plan
2017,16,Allgemeine Finanzwirtschaft,1661101,"Steuern, allgemeine Finanzzuweisungen und allgemeine Umlagen",537200,Allg.Umlagen an Gemeinden (GV)-Bedarfsumlage,Ausgaben,0,Plan
2017,16,Allgemeine Finanzwirtschaft,1661101,"Steuern, allgemeine Finanzzuweisungen und allgemeine Umlagen",537210,Allgemeine Regionsumlage,Ausgaben,0,Plan
2017,16,Allgemeine Finanzwirtschaft,1661101,"Steuern, allgemeine Finanzzuweisungen und allgemeine Umlagen",537220,Regionsumlage-Mehrbelastung f.Kosten d.Jugendhilfe,Ausgaben,0,Plan
2017,16,Allgemeine Finanzwirtschaft,1661101,"Steuern, allgemeine Finanzzuweisungen und allgemeine Umlagen",537230,Regionsumlage-Mehrbelastung f. Kosten d. ÖPNV,Ausgaben,0,Plan
2017,16,Allgemeine Finanzwirtschaft,1661201,Sonstige allgemeine Finanzwirtschaft,469100,Sonstige Finanzerträge,Einnahmen,50,Plan
2017,16,Allgemeine Finanzwirtschaft,1661201,Sonstige allgemeine Finanzwirtschaft,548200,Säumniszuschläge,Ausgaben,250,Plan
