ID,Produktbereich 1,Produkt 1,Bezeichnung 1,Jahr,Betrag,Richtung,HH-Art
236,Sicherheit und Ordnung,Personenstandsangelegenheiten,Bilanzielle Abschreibungen,2018,17600,Aufwand,Plan
237,Sicherheit und Ordnung,Personenstandsangelegenheiten,Sonstige ordentliche Aufwendungen,2018,110729,Aufwand,Plan
238,Sicherheit und Ordnung,Allgemeine Gefahrenabwehr,Zuwendungen und allgemeine Umlagen,2018,5000,Ertrag,Plan
239,Sicherheit und Ordnung,Allgemeine Gefahrenabwehr,Öffentlich-rechtliche Leistungsentgelte,2018,188200,Ertrag,Plan
240,Sicherheit und Ordnung,Allgemeine Gefahrenabwehr,Privatrechtliche Leistungsentgelte,2018,90000,Ertrag,Plan
241,Sicherheit und Ordnung,Allgemeine Gefahrenabwehr,Kostenerstattungen und Kostenumlagen,2018,1700,Ertrag,Plan
242,Sicherheit und Ordnung,Allgemeine Gefahrenabwehr,Sonstige ordentliche Erträge,2018,475700,Ertrag,Plan
243,Sicherheit und Ordnung,Allgemeine Gefahrenabwehr,Personalaufwendungen,2018,1415946,Aufwand,Plan
244,Sicherheit und Ordnung,Allgemeine Gefahrenabwehr,Versorgungsaufwendungen,2018,375600,Aufwand,Plan
245,Sicherheit und Ordnung,Allgemeine Gefahrenabwehr,Aufwendungen für Sach- und Dienstleistungen,2018,1261717,Aufwand,Plan
246,Sicherheit und Ordnung,Allgemeine Gefahrenabwehr,Bilanzielle Abschreibungen,2018,5357,Aufwand,Plan
247,Sicherheit und Ordnung,Allgemeine Gefahrenabwehr,Transferaufwendungen,2018,8988,Aufwand,Plan
248,Sicherheit und Ordnung,Allgemeine Gefahrenabwehr,Sonstige ordentliche Aufwendungen,2018,287396,Aufwand,Plan
249,Sicherheit und Ordnung,Verkehrsüberwachung,Zuwendungen und allgemeine Umlagen,2018,151,Ertrag,Plan
250,Sicherheit und Ordnung,Verkehrsüberwachung,Öffentlich-rechtliche Leistungsentgelte,2018,575000,Ertrag,Plan
251,Sicherheit und Ordnung,Verkehrsüberwachung,Privatrechtliche Leistungsentgelte,2018,130500,Ertrag,Plan
252,Sicherheit und Ordnung,Verkehrsüberwachung,Kostenerstattungen und Kostenumlagen,2018,1500,Ertrag,Plan
253,Sicherheit und Ordnung,Verkehrsüberwachung,Sonstige ordentliche Erträge,2018,16095000,Ertrag,Plan
254,Sicherheit und Ordnung,Verkehrsüberwachung,Personalaufwendungen,2018,8264211,Aufwand,Plan
255,Sicherheit und Ordnung,Verkehrsüberwachung,Versorgungsaufwendungen,2018,59200,Aufwand,Plan
256,Sicherheit und Ordnung,Verkehrsüberwachung,Aufwendungen für Sach- und Dienstleistungen,2018,281579,Aufwand,Plan
257,Sicherheit und Ordnung,Verkehrsüberwachung,Bilanzielle Abschreibungen,2018,141856,Aufwand,Plan
258,Sicherheit und Ordnung,Verkehrsüberwachung,Sonstige ordentliche Aufwendungen,2018,978624,Aufwand,Plan
259,Sicherheit und Ordnung,Gewerbeangelegenheiten,Öffentlich-rechtliche Leistungsentgelte,2018,2700000,Ertrag,Plan
260,Sicherheit und Ordnung,Gewerbeangelegenheiten,Sonstige ordentliche Erträge,2018,4000,Ertrag,Plan
261,Sicherheit und Ordnung,Gewerbeangelegenheiten,Personalaufwendungen,2018,1683691,Aufwand,Plan
262,Sicherheit und Ordnung,Gewerbeangelegenheiten,Versorgungsaufwendungen,2018,230900,Aufwand,Plan
263,Sicherheit und Ordnung,Gewerbeangelegenheiten,Aufwendungen für Sach- und Dienstleistungen,2018,5388,Aufwand,Plan
264,Sicherheit und Ordnung,Gewerbeangelegenheiten,Bilanzielle Abschreibungen,2018,5385,Aufwand,Plan
265,Sicherheit und Ordnung,Gewerbeangelegenheiten,Sonstige ordentliche Aufwendungen,2018,333503,Aufwand,Plan
266,Sicherheit und Ordnung,Verwarnungs- und Bußgeldverfahren,Kostenerstattungen und Kostenumlagen,2018,8200,Ertrag,Plan
267,Sicherheit und Ordnung,Verwarnungs- und Bußgeldverfahren,Sonstige ordentliche Erträge,2018,4000500,Ertrag,Plan
268,Sicherheit und Ordnung,Verwarnungs- und Bußgeldverfahren,Personalaufwendungen,2018,3377082,Aufwand,Plan
269,Sicherheit und Ordnung,Verwarnungs- und Bußgeldverfahren,Versorgungsaufwendungen,2018,346300,Aufwand,Plan
270,Sicherheit und Ordnung,Verwarnungs- und Bußgeldverfahren,Aufwendungen für Sach- und Dienstleistungen,2018,92359,Aufwand,Plan
271,Sicherheit und Ordnung,Verwarnungs- und Bußgeldverfahren,Bilanzielle Abschreibungen,2018,4661,Aufwand,Plan
272,Sicherheit und Ordnung,Verwarnungs- und Bußgeldverfahren,Sonstige ordentliche Aufwendungen,2018,805465,Aufwand,Plan
273,Sicherheit und Ordnung,Ermittlungs- und Vollzugsaufgaben,Sonstige ordentliche Erträge,2018,58000,Ertrag,Plan
274,Sicherheit und Ordnung,Ermittlungs- und Vollzugsaufgaben,Personalaufwendungen,2018,8326165,Aufwand,Plan
275,Sicherheit und Ordnung,Ermittlungs- und Vollzugsaufgaben,Versorgungsaufwendungen,2018,157400,Aufwand,Plan
276,Sicherheit und Ordnung,Ermittlungs- und Vollzugsaufgaben,Aufwendungen für Sach- und Dienstleistungen,2018,179006,Aufwand,Plan
277,Sicherheit und Ordnung,Ermittlungs- und Vollzugsaufgaben,Bilanzielle Abschreibungen,2018,38908,Aufwand,Plan
278,Sicherheit und Ordnung,Ermittlungs- und Vollzugsaufgaben,Sonstige ordentliche Aufwendungen,2018,626427,Aufwand,Plan
279,Sicherheit und Ordnung,"Veterinärwesen, Lebensmittelüberwachung",Öffentlich-rechtliche Leistungsentgelte,2018,425520,Ertrag,Plan
280,Sicherheit und Ordnung,"Veterinärwesen, Lebensmittelüberwachung",Sonstige ordentliche Erträge,2018,174500,Ertrag,Plan
281,Sicherheit und Ordnung,"Veterinärwesen, Lebensmittelüberwachung",Personalaufwendungen,2018,2134473,Aufwand,Plan
282,Sicherheit und Ordnung,"Veterinärwesen, Lebensmittelüberwachung",Versorgungsaufwendungen,2018,182700,Aufwand,Plan
283,Sicherheit und Ordnung,"Veterinärwesen, Lebensmittelüberwachung",Aufwendungen für Sach- und Dienstleistungen,2018,207136,Aufwand,Plan
284,Sicherheit und Ordnung,"Veterinärwesen, Lebensmittelüberwachung",Bilanzielle Abschreibungen,2018,8350,Aufwand,Plan
285,Sicherheit und Ordnung,"Veterinärwesen, Lebensmittelüberwachung",Transferaufwendungen,2018,7000,Aufwand,Plan
286,Sicherheit und Ordnung,"Veterinärwesen, Lebensmittelüberwachung",Sonstige ordentliche Aufwendungen,2018,76485,Aufwand,Plan
287,Sicherheit und Ordnung,Chemische und Lebensmitteluntersuchung,Öffentlich-rechtliche Leistungsentgelte,2018,47000,Ertrag,Plan
288,Sicherheit und Ordnung,Chemische und Lebensmitteluntersuchung,Privatrechtliche Leistungsentgelte,2018,1200000,Ertrag,Plan
289,Sicherheit und Ordnung,Chemische und Lebensmitteluntersuchung,Sonstige ordentliche Erträge,2018,100,Ertrag,Plan
290,Sicherheit und Ordnung,Chemische und Lebensmitteluntersuchung,Personalaufwendungen,2018,1895319,Aufwand,Plan
291,Sicherheit und Ordnung,Chemische und Lebensmitteluntersuchung,Versorgungsaufwendungen,2018,144200,Aufwand,Plan
292,Sicherheit und Ordnung,Chemische und Lebensmitteluntersuchung,Aufwendungen für Sach- und Dienstleistungen,2018,124974,Aufwand,Plan
293,Sicherheit und Ordnung,Chemische und Lebensmitteluntersuchung,Bilanzielle Abschreibungen,2018,74600,Aufwand,Plan
294,Sicherheit und Ordnung,Chemische und Lebensmitteluntersuchung,Sonstige ordentliche Aufwendungen,2018,65851,Aufwand,Plan
295,Sicherheit und Ordnung,Gefahrenabwehr,Zuwendungen und allgemeine Umlagen,2018,874234,Ertrag,Plan
296,Sicherheit und Ordnung,Gefahrenabwehr,Öffentlich-rechtliche Leistungsentgelte,2018,1373300,Ertrag,Plan
297,Sicherheit und Ordnung,Gefahrenabwehr,Privatrechtliche Leistungsentgelte,2018,1253000,Ertrag,Plan
298,Sicherheit und Ordnung,Gefahrenabwehr,Kostenerstattungen und Kostenumlagen,2018,25500,Ertrag,Plan
299,Sicherheit und Ordnung,Gefahrenabwehr,Sonstige ordentliche Erträge,2018,13000,Ertrag,Plan
300,Sicherheit und Ordnung,Gefahrenabwehr,Personalaufwendungen,2018,47690576,Aufwand,Plan
301,Sicherheit und Ordnung,Gefahrenabwehr,Versorgungsaufwendungen,2018,12326200,Aufwand,Plan
302,Sicherheit und Ordnung,Gefahrenabwehr,Aufwendungen für Sach- und Dienstleistungen,2018,2298715,Aufwand,Plan
303,Sicherheit und Ordnung,Gefahrenabwehr,Bilanzielle Abschreibungen,2018,4083911,Aufwand,Plan
304,Sicherheit und Ordnung,Gefahrenabwehr,Transferaufwendungen,2018,30000,Aufwand,Plan
305,Sicherheit und Ordnung,Gefahrenabwehr,Sonstige ordentliche Aufwendungen,2018,1712175,Aufwand,Plan
306,Sicherheit und Ordnung,Gefahrenabwehr,Aufwendungen aus internen Leistungsbeziehungen,2018,5562200,Aufwand,Plan
307,Sicherheit und Ordnung,Gefahrenvorbeugung,Öffentlich-rechtliche Leistungsentgelte,2018,190000,Ertrag,Plan
308,Sicherheit und Ordnung,Gefahrenvorbeugung,Privatrechtliche Leistungsentgelte,2018,941400,Ertrag,Plan
309,Sicherheit und Ordnung,Gefahrenvorbeugung,Personalaufwendungen,2018,1095673,Aufwand,Plan
310,Sicherheit und Ordnung,Gefahrenvorbeugung,Versorgungsaufwendungen,2018,203700,Aufwand,Plan
311,Sicherheit und Ordnung,Gefahrenvorbeugung,Aufwendungen für Sach- und Dienstleistungen,2018,8194,Aufwand,Plan
312,Sicherheit und Ordnung,Gefahrenvorbeugung,Bilanzielle Abschreibungen,2018,14779,Aufwand,Plan
313,Sicherheit und Ordnung,Gefahrenvorbeugung,Sonstige ordentliche Aufwendungen,2018,34891,Aufwand,Plan
314,Sicherheit und Ordnung,Rettungsdienst,Zuwendungen und allgemeine Umlagen,2018,470,Ertrag,Plan
315,Sicherheit und Ordnung,Rettungsdienst,Öffentlich-rechtliche Leistungsentgelte,2018,37679647,Ertrag,Plan
316,Sicherheit und Ordnung,Rettungsdienst,Privatrechtliche Leistungsentgelte,2018,150000,Ertrag,Plan
317,Sicherheit und Ordnung,Rettungsdienst,Sonstige ordentliche Erträge,2018,16000,Ertrag,Plan
318,Sicherheit und Ordnung,Rettungsdienst,Personalaufwendungen,2018,17799136,Aufwand,Plan
319,Sicherheit und Ordnung,Rettungsdienst,Versorgungsaufwendungen,2018,2684800,Aufwand,Plan
320,Sicherheit und Ordnung,Rettungsdienst,Aufwendungen für Sach- und Dienstleistungen,2018,15753000,Aufwand,Plan
321,Sicherheit und Ordnung,Rettungsdienst,Bilanzielle Abschreibungen,2018,2730924,Aufwand,Plan
322,Sicherheit und Ordnung,Rettungsdienst,Sonstige ordentliche Aufwendungen,2018,1072833,Aufwand,Plan
323,Sicherheit und Ordnung,Rettungsdienst,Aufwendungen aus internen Leistungsbeziehungen,2018,6530816,Aufwand,Plan
324,Sicherheit und Ordnung,Bevölkerungsschutz,Zuwendungen und allgemeine Umlagen,2018,99497,Ertrag,Plan
325,Sicherheit und Ordnung,Bevölkerungsschutz,Kostenerstattungen und Kostenumlagen,2018,22000,Ertrag,Plan
326,Sicherheit und Ordnung,Bevölkerungsschutz,Personalaufwendungen,2018,526418,Aufwand,Plan
327,Sicherheit und Ordnung,Bevölkerungsschutz,Versorgungsaufwendungen,2018,86100,Aufwand,Plan
328,Sicherheit und Ordnung,Bevölkerungsschutz,Aufwendungen für Sach- und Dienstleistungen,2018,216286,Aufwand,Plan
329,Sicherheit und Ordnung,Bevölkerungsschutz,Bilanzielle Abschreibungen,2018,637275,Aufwand,Plan
330,Sicherheit und Ordnung,Bevölkerungsschutz,Sonstige ordentliche Aufwendungen,2018,14346,Aufwand,Plan
331,Schulträgeraufgaben,Grundschule,Zuwendungen und allgemeine Umlagen,2018,20609842,Ertrag,Plan
332,Schulträgeraufgaben,Grundschule,Sonstige Transfererträge,2018,250000,Ertrag,Plan
333,Schulträgeraufgaben,Grundschule,Öffentlich-rechtliche Leistungsentgelte,2018,300,Ertrag,Plan
334,Schulträgeraufgaben,Grundschule,Privatrechtliche Leistungsentgelte,2018,1658829,Ertrag,Plan
335,Schulträgeraufgaben,Grundschule,Sonstige ordentliche Erträge,2018,101,Ertrag,Plan
336,Schulträgeraufgaben,Grundschule,Aktivierte Eigenleistungen,2018,405500,Ertrag,Plan
337,Schulträgeraufgaben,Grundschule,Personalaufwendungen,2018,8449640,Aufwand,Plan
338,Schulträgeraufgaben,Grundschule,Versorgungsaufwendungen,2018,383100,Aufwand,Plan
339,Schulträgeraufgaben,Grundschule,Aufwendungen für Sach- und Dienstleistungen,2018,30266594,Aufwand,Plan
340,Schulträgeraufgaben,Grundschule,Bilanzielle Abschreibungen,2018,9945466,Aufwand,Plan
341,Schulträgeraufgaben,Grundschule,Sonstige ordentliche Aufwendungen,2018,2574828,Aufwand,Plan
342,Schulträgeraufgaben,Hauptschule,Zuwendungen und allgemeine Umlagen,2018,105627,Ertrag,Plan
343,Schulträgeraufgaben,Hauptschule,Privatrechtliche Leistungsentgelte,2018,202089,Ertrag,Plan
344,Schulträgeraufgaben,Hauptschule,Personalaufwendungen,2018,2220340,Aufwand,Plan
345,Schulträgeraufgaben,Hauptschule,Versorgungsaufwendungen,2018,95400,Aufwand,Plan
346,Schulträgeraufgaben,Hauptschule,Aufwendungen für Sach- und Dienstleistungen,2018,692677,Aufwand,Plan
347,Schulträgeraufgaben,Hauptschule,Bilanzielle Abschreibungen,2018,1413569,Aufwand,Plan
348,Schulträgeraufgaben,Hauptschule,Sonstige ordentliche Aufwendungen,2018,665573,Aufwand,Plan
349,Schulträgeraufgaben,Realschule,Zuwendungen und allgemeine Umlagen,2018,265535,Ertrag,Plan
350,Schulträgeraufgaben,Realschule,Privatrechtliche Leistungsentgelte,2018,174649,Ertrag,Plan
351,Schulträgeraufgaben,Realschule,Personalaufwendungen,2018,2126270,Aufwand,Plan
352,Schulträgeraufgaben,Realschule,Versorgungsaufwendungen,2018,93300,Aufwand,Plan
353,Schulträgeraufgaben,Realschule,Aufwendungen für Sach- und Dienstleistungen,2018,900100,Aufwand,Plan
354,Schulträgeraufgaben,Realschule,Bilanzielle Abschreibungen,2018,2433318,Aufwand,Plan
355,Schulträgeraufgaben,Realschule,Sonstige ordentliche Aufwendungen,2018,529686,Aufwand,Plan
356,Schulträgeraufgaben,Gymnasium,Zuwendungen und allgemeine Umlagen,2018,527575,Ertrag,Plan
357,Schulträgeraufgaben,Gymnasium,Privatrechtliche Leistungsentgelte,2018,256079,Ertrag,Plan
358,Schulträgeraufgaben,Gymnasium,Personalaufwendungen,2018,4232290,Aufwand,Plan
359,Schulträgeraufgaben,Gymnasium,Versorgungsaufwendungen,2018,203300,Aufwand,Plan
360,Schulträgeraufgaben,Gymnasium,Aufwendungen für Sach- und Dienstleistungen,2018,1787463,Aufwand,Plan
361,Schulträgeraufgaben,Gymnasium,Bilanzielle Abschreibungen,2018,6486935,Aufwand,Plan
362,Schulträgeraufgaben,Gymnasium,Sonstige ordentliche Aufwendungen,2018,1769762,Aufwand,Plan
363,Schulträgeraufgaben,Gesamtschule,Zuwendungen und allgemeine Umlagen,2018,185675,Ertrag,Plan
364,Schulträgeraufgaben,Gesamtschule,Privatrechtliche Leistungsentgelte,2018,149268,Ertrag,Plan
365,Schulträgeraufgaben,Gesamtschule,Sonstige ordentliche Erträge,2018,101,Ertrag,Plan
366,Schulträgeraufgaben,Gesamtschule,Personalaufwendungen,2018,1540420,Aufwand,Plan
367,Schulträgeraufgaben,Gesamtschule,Versorgungsaufwendungen,2018,63700,Aufwand,Plan
368,Schulträgeraufgaben,Gesamtschule,Aufwendungen für Sach- und Dienstleistungen,2018,938746,Aufwand,Plan
369,Schulträgeraufgaben,Gesamtschule,Bilanzielle Abschreibungen,2018,2409603,Aufwand,Plan
370,Schulträgeraufgaben,Gesamtschule,Sonstige ordentliche Aufwendungen,2018,852816,Aufwand,Plan
371,Schulträgeraufgaben,Förderschule,Zuwendungen und allgemeine Umlagen,2018,125648,Ertrag,Plan
372,Schulträgeraufgaben,Förderschule,Privatrechtliche Leistungsentgelte,2018,122788,Ertrag,Plan
373,Schulträgeraufgaben,Förderschule,Sonstige ordentliche Erträge,2018,101,Ertrag,Plan
374,Schulträgeraufgaben,Förderschule,Personalaufwendungen,2018,1898380,Aufwand,Plan
375,Schulträgeraufgaben,Förderschule,Versorgungsaufwendungen,2018,45600,Aufwand,Plan
376,Schulträgeraufgaben,Förderschule,Aufwendungen für Sach- und Dienstleistungen,2018,463184,Aufwand,Plan
377,Schulträgeraufgaben,Förderschule,Bilanzielle Abschreibungen,2018,1096760,Aufwand,Plan
378,Schulträgeraufgaben,Förderschule,Transferaufwendungen,2018,22547,Aufwand,Plan
379,Schulträgeraufgaben,Förderschule,Sonstige ordentliche Aufwendungen,2018,289635,Aufwand,Plan
380,Schulträgeraufgaben,Berufskolleg,Zuwendungen und allgemeine Umlagen,2018,164898,Ertrag,Plan
381,Schulträgeraufgaben,Berufskolleg,Sonstige Transfererträge,2018,6000000,Ertrag,Plan
382,Schulträgeraufgaben,Berufskolleg,Privatrechtliche Leistungsentgelte,2018,864198,Ertrag,Plan
383,Schulträgeraufgaben,Berufskolleg,Sonstige ordentliche Erträge,2018,1701,Ertrag,Plan
384,Schulträgeraufgaben,Berufskolleg,Personalaufwendungen,2018,3616710,Aufwand,Plan
385,Schulträgeraufgaben,Berufskolleg,Versorgungsaufwendungen,2018,185900,Aufwand,Plan
386,Schulträgeraufgaben,Berufskolleg,Aufwendungen für Sach- und Dienstleistungen,2018,8126606,Aufwand,Plan
387,Schulträgeraufgaben,Berufskolleg,Bilanzielle Abschreibungen,2018,5881045,Aufwand,Plan
388,Schulträgeraufgaben,Berufskolleg,Sonstige ordentliche Aufwendungen,2018,3272934,Aufwand,Plan
389,Schulträgeraufgaben,Schülerbeförderung,Zuwendungen und allgemeine Umlagen,2018,186164,Ertrag,Plan
390,Schulträgeraufgaben,Schülerbeförderung,Privatrechtliche Leistungsentgelte,2018,1200,Ertrag,Plan
391,Schulträgeraufgaben,Schülerbeförderung,Kostenerstattungen und Kostenumlagen,2018,7000,Ertrag,Plan
392,Schulträgeraufgaben,Schülerbeförderung,Sonstige ordentliche Erträge,2018,32100,Ertrag,Plan
393,Schulträgeraufgaben,Schülerbeförderung,Personalaufwendungen,2018,837120,Aufwand,Plan
394,Schulträgeraufgaben,Schülerbeförderung,Versorgungsaufwendungen,2018,113400,Aufwand,Plan
395,Schulträgeraufgaben,Schülerbeförderung,Aufwendungen für Sach- und Dienstleistungen,2018,10729666,Aufwand,Plan
396,Schulträgeraufgaben,Schülerbeförderung,Bilanzielle Abschreibungen,2018,400,Aufwand,Plan
397,Schulträgeraufgaben,Schülerbeförderung,Sonstige ordentliche Aufwendungen,2018,5180,Aufwand,Plan
398,Schulträgeraufgaben,Besondere Schulträgerangelegenheiten,Privatrechtliche Leistungsentgelte,2018,28500,Ertrag,Plan
399,Schulträgeraufgaben,Besondere Schulträgerangelegenheiten,Kostenerstattungen und Kostenumlagen,2018,46100,Ertrag,Plan
400,Schulträgeraufgaben,Besondere Schulträgerangelegenheiten,Personalaufwendungen,2018,540480,Aufwand,Plan
401,Schulträgeraufgaben,Besondere Schulträgerangelegenheiten,Versorgungsaufwendungen,2018,99700,Aufwand,Plan
402,Schulträgeraufgaben,Besondere Schulträgerangelegenheiten,Aufwendungen für Sach- und Dienstleistungen,2018,35788,Aufwand,Plan
403,Schulträgeraufgaben,Besondere Schulträgerangelegenheiten,Bilanzielle Abschreibungen,2018,528288,Aufwand,Plan
404,Schulträgeraufgaben,Besondere Schulträgerangelegenheiten,Transferaufwendungen,2018,436353,Aufwand,Plan
405,Schulträgeraufgaben,Besondere Schulträgerangelegenheiten,Sonstige ordentliche Aufwendungen,2018,6921,Aufwand,Plan
406,Schulträgeraufgaben,Besondere Schulträgerangelegenheiten,Finanzerträge,2018,19006,Ertrag,Plan
407,Schulträgeraufgaben,Beratungsangebote,Zuwendungen und allgemeine Umlagen,2018,235200,Ertrag,Plan
408,Schulträgeraufgaben,Beratungsangebote,Personalaufwendungen,2018,487700,Aufwand,Plan
409,Schulträgeraufgaben,Beratungsangebote,Versorgungsaufwendungen,2018,61800,Aufwand,Plan
410,Schulträgeraufgaben,Beratungsangebote,Aufwendungen für Sach- und Dienstleistungen,2018,180103,Aufwand,Plan
411,Schulträgeraufgaben,Beratungsangebote,Bilanzielle Abschreibungen,2018,1118,Aufwand,Plan
412,Schulträgeraufgaben,Beratungsangebote,Transferaufwendungen,2018,143960,Aufwand,Plan
413,Schulträgeraufgaben,Beratungsangebote,Sonstige ordentliche Aufwendungen,2018,671,Aufwand,Plan
414,Schulträgeraufgaben,Ganztagsangebote,Zuwendungen und allgemeine Umlagen,2018,13913034,Ertrag,Plan
415,Schulträgeraufgaben,Ganztagsangebote,Öffentlich-rechtliche Leistungsentgelte,2018,9205691,Ertrag,Plan
416,Schulträgeraufgaben,Ganztagsangebote,Privatrechtliche Leistungsentgelte,2018,309095,Ertrag,Plan
417,Schulträgeraufgaben,Ganztagsangebote,Personalaufwendungen,2018,1519411,Aufwand,Plan
418,Schulträgeraufgaben,Ganztagsangebote,Versorgungsaufwendungen,2018,185300,Aufwand,Plan
419,Schulträgeraufgaben,Ganztagsangebote,Aufwendungen für Sach- und Dienstleistungen,2018,39080510,Aufwand,Plan
420,Schulträgeraufgaben,Ganztagsangebote,Bilanzielle Abschreibungen,2018,235,Aufwand,Plan
421,Schulträgeraufgaben,Ganztagsangebote,Sonstige ordentliche Aufwendungen,2018,20089,Aufwand,Plan
422,Schulträgeraufgaben,Bafög,Kostenerstattungen und Kostenumlagen,2018,10000,Ertrag,Plan
423,Schulträgeraufgaben,Bafög,Sonstige ordentliche Erträge,2018,10000,Ertrag,Plan
424,Schulträgeraufgaben,Bafög,Personalaufwendungen,2018,631500,Aufwand,Plan
425,Schulträgeraufgaben,Bafög,Versorgungsaufwendungen,2018,135900,Aufwand,Plan
426,Schulträgeraufgaben,Bafög,Aufwendungen für Sach- und Dienstleistungen,2018,1449,Aufwand,Plan
427,Schulträgeraufgaben,Bafög,Bilanzielle Abschreibungen,2018,1763,Aufwand,Plan
428,Schulträgeraufgaben,Bafög,Transferaufwendungen,2018,10000,Aufwand,Plan
429,Schulträgeraufgaben,Schulamt  -Verwaltungsfachl. Aufgaben-,Sonstige ordentliche Erträge,2018,85000,Ertrag,Plan
430,Schulträgeraufgaben,Schulamt  -Verwaltungsfachl. Aufgaben-,Personalaufwendungen,2018,822460,Aufwand,Plan
431,Schulträgeraufgaben,Schulamt  -Verwaltungsfachl. Aufgaben-,Versorgungsaufwendungen,2018,124000,Aufwand,Plan
432,Schulträgeraufgaben,Schulamt  -Verwaltungsfachl. Aufgaben-,Aufwendungen für Sach- und Dienstleistungen,2018,817,Aufwand,Plan
