"ID";"EPL";"AB";"PG";"Betrag";"Berichtsjahr";"Werttyp";"Erlöse_Kosten"
20515;"Bezirksamt Hamburg-Mitte";"Soziales, Jugend und Gesundheit (BA Mitte)";"Sozialraummanangement (SR)";253368,00;"2019";"Plan";"Erlöse"
20516;"Bezirksamt Hamburg-Mitte";"Soziales, Jugend und Gesundheit (BA Mitte)";"Sozialraummanangement (SR)";6801775,00;"2019";"Plan";"Kosten"
20517;"Bezirksamt Hamburg-Mitte";"Soziales, Jugend und Gesundheit (BA Mitte)";"Sozialraummanangement (SR)";252726,00;"2020";"Plan";"Erlöse"
20518;"Bezirksamt Hamburg-Mitte";"Soziales, Jugend und Gesundheit (BA Mitte)";"Sozialraummanangement (SR)";6868323,00;"2020";"Plan";"Kosten"
20519;"Bezirksamt Hamburg-Mitte";"Soziales, Jugend und Gesundheit (BA Mitte)";"Sozialraummanangement (SR)";245651,00;"2021";"Plan";"Erlöse"
20520;"Bezirksamt Hamburg-Mitte";"Soziales, Jugend und Gesundheit (BA Mitte)";"Sozialraummanangement (SR)";6848918,00;"2021";"Plan";"Kosten"
20521;"Bezirksamt Hamburg-Mitte";"Soziales, Jugend und Gesundheit (BA Mitte)";"Sozialraummanangement (SR)";245649,00;"2022";"Plan";"Erlöse"
20522;"Bezirksamt Hamburg-Mitte";"Soziales, Jugend und Gesundheit (BA Mitte)";"Sozialraummanangement (SR)";6888558,00;"2022";"Plan";"Kosten"
20523;"Bezirksamt Hamburg-Mitte";"Soziales, Jugend und Gesundheit (BA Mitte)";"Jugend-, Familienhilfe (JA)";748318,00;"2016";"Ist";"Erlöse"
20524;"Bezirksamt Hamburg-Mitte";"Soziales, Jugend und Gesundheit (BA Mitte)";"Jugend-, Familienhilfe (JA)";22946588,00;"2016";"Ist";"Kosten"
20525;"Bezirksamt Hamburg-Mitte";"Soziales, Jugend und Gesundheit (BA Mitte)";"Jugend-, Familienhilfe (JA)";433904,00;"2017";"Ist";"Erlöse"
20526;"Bezirksamt Hamburg-Mitte";"Soziales, Jugend und Gesundheit (BA Mitte)";"Jugend-, Familienhilfe (JA)";25070918,00;"2017";"Ist";"Kosten"
20527;"Bezirksamt Hamburg-Mitte";"Soziales, Jugend und Gesundheit (BA Mitte)";"Jugend-, Familienhilfe (JA)";81648,00;"2018";"Fortgeschriebener Plan";"Erlöse"
20528;"Bezirksamt Hamburg-Mitte";"Soziales, Jugend und Gesundheit (BA Mitte)";"Jugend-, Familienhilfe (JA)";16260702,00;"2018";"Fortgeschriebener Plan";"Kosten"
20529;"Bezirksamt Hamburg-Mitte";"Soziales, Jugend und Gesundheit (BA Mitte)";"Jugend-, Familienhilfe (JA)";79090,00;"2019";"Plan";"Erlöse"
20530;"Bezirksamt Hamburg-Mitte";"Soziales, Jugend und Gesundheit (BA Mitte)";"Jugend-, Familienhilfe (JA)";15838730,00;"2019";"Plan";"Kosten"
20531;"Bezirksamt Hamburg-Mitte";"Soziales, Jugend und Gesundheit (BA Mitte)";"Jugend-, Familienhilfe (JA)";79090,00;"2020";"Plan";"Erlöse"
20532;"Bezirksamt Hamburg-Mitte";"Soziales, Jugend und Gesundheit (BA Mitte)";"Jugend-, Familienhilfe (JA)";16181208,00;"2020";"Plan";"Kosten"
20533;"Bezirksamt Hamburg-Mitte";"Soziales, Jugend und Gesundheit (BA Mitte)";"Jugend-, Familienhilfe (JA)";79090,00;"2021";"Plan";"Erlöse"
20534;"Bezirksamt Hamburg-Mitte";"Soziales, Jugend und Gesundheit (BA Mitte)";"Jugend-, Familienhilfe (JA)";16526019,00;"2021";"Plan";"Kosten"
20535;"Bezirksamt Hamburg-Mitte";"Soziales, Jugend und Gesundheit (BA Mitte)";"Jugend-, Familienhilfe (JA)";79090,00;"2022";"Plan";"Erlöse"
20536;"Bezirksamt Hamburg-Mitte";"Soziales, Jugend und Gesundheit (BA Mitte)";"Jugend-, Familienhilfe (JA)";16785528,00;"2022";"Plan";"Kosten"
20537;"Bezirksamt Hamburg-Mitte";"Soziales, Jugend und Gesundheit (BA Mitte)";"Gesundheit (GA)";230500,00;"2016";"Ist";"Erlöse"
20538;"Bezirksamt Hamburg-Mitte";"Soziales, Jugend und Gesundheit (BA Mitte)";"Gesundheit (GA)";5890387,00;"2016";"Ist";"Kosten"
20539;"Bezirksamt Hamburg-Mitte";"Soziales, Jugend und Gesundheit (BA Mitte)";"Gesundheit (GA)";244815,00;"2017";"Ist";"Erlöse"
20540;"Bezirksamt Hamburg-Mitte";"Soziales, Jugend und Gesundheit (BA Mitte)";"Gesundheit (GA)";6522636,00;"2017";"Ist";"Kosten"
20541;"Bezirksamt Hamburg-Mitte";"Soziales, Jugend und Gesundheit (BA Mitte)";"Gesundheit (GA)";16000,00;"2018";"Fortgeschriebener Plan";"Erlöse"
20542;"Bezirksamt Hamburg-Mitte";"Soziales, Jugend und Gesundheit (BA Mitte)";"Gesundheit (GA)";5048829,00;"2018";"Fortgeschriebener Plan";"Kosten"
20543;"Bezirksamt Hamburg-Mitte";"Soziales, Jugend und Gesundheit (BA Mitte)";"Gesundheit (GA)";21000,00;"2019";"Plan";"Erlöse"
20544;"Bezirksamt Hamburg-Mitte";"Soziales, Jugend und Gesundheit (BA Mitte)";"Gesundheit (GA)";5021226,00;"2019";"Plan";"Kosten"
20545;"Bezirksamt Hamburg-Mitte";"Soziales, Jugend und Gesundheit (BA Mitte)";"Gesundheit (GA)";21000,00;"2020";"Plan";"Erlöse"
20546;"Bezirksamt Hamburg-Mitte";"Soziales, Jugend und Gesundheit (BA Mitte)";"Gesundheit (GA)";5135581,00;"2020";"Plan";"Kosten"
20547;"Bezirksamt Hamburg-Mitte";"Soziales, Jugend und Gesundheit (BA Mitte)";"Gesundheit (GA)";21000,00;"2021";"Plan";"Erlöse"
20548;"Bezirksamt Hamburg-Mitte";"Soziales, Jugend und Gesundheit (BA Mitte)";"Gesundheit (GA)";5229519,00;"2021";"Plan";"Kosten"
20549;"Bezirksamt Hamburg-Mitte";"Soziales, Jugend und Gesundheit (BA Mitte)";"Gesundheit (GA)";21000,00;"2022";"Plan";"Erlöse"
20550;"Bezirksamt Hamburg-Mitte";"Soziales, Jugend und Gesundheit (BA Mitte)";"Gesundheit (GA)";5307079,00;"2022";"Plan";"Kosten"
20551;"Bezirksamt Hamburg-Mitte";"Wirtschaft, Bauen und Umwelt (BA Mitte)";"Stadt- und Landschaftsplanung (SL)";84500,00;"2016";"Ist";"Erlöse"
20552;"Bezirksamt Hamburg-Mitte";"Wirtschaft, Bauen und Umwelt (BA Mitte)";"Stadt- und Landschaftsplanung (SL)";1560798,00;"2016";"Ist";"Kosten"
20553;"Bezirksamt Hamburg-Mitte";"Wirtschaft, Bauen und Umwelt (BA Mitte)";"Stadt- und Landschaftsplanung (SL)";21011,00;"2017";"Ist";"Erlöse"
20554;"Bezirksamt Hamburg-Mitte";"Wirtschaft, Bauen und Umwelt (BA Mitte)";"Stadt- und Landschaftsplanung (SL)";1698233,00;"2017";"Ist";"Kosten"
20555;"Bezirksamt Hamburg-Mitte";"Wirtschaft, Bauen und Umwelt (BA Mitte)";"Stadt- und Landschaftsplanung (SL)";1250974,00;"2018";"Fortgeschriebener Plan";"Kosten"
20556;"Bezirksamt Hamburg-Mitte";"Wirtschaft, Bauen und Umwelt (BA Mitte)";"Stadt- und Landschaftsplanung (SL)";1249646,00;"2019";"Plan";"Kosten"
20557;"Bezirksamt Hamburg-Mitte";"Wirtschaft, Bauen und Umwelt (BA Mitte)";"Stadt- und Landschaftsplanung (SL)";1277500,00;"2020";"Plan";"Kosten"
20558;"Bezirksamt Hamburg-Mitte";"Wirtschaft, Bauen und Umwelt (BA Mitte)";"Stadt- und Landschaftsplanung (SL)";1301766,00;"2021";"Plan";"Kosten"
20559;"Bezirksamt Hamburg-Mitte";"Wirtschaft, Bauen und Umwelt (BA Mitte)";"Stadt- und Landschaftsplanung (SL)";1320689,00;"2022";"Plan";"Kosten"
20560;"Bezirksamt Hamburg-Mitte";"Wirtschaft, Bauen und Umwelt (BA Mitte)";"Bauaufsicht (WBZ)";6432489,00;"2016";"Ist";"Erlöse"
20561;"Bezirksamt Hamburg-Mitte";"Wirtschaft, Bauen und Umwelt (BA Mitte)";"Bauaufsicht (WBZ)";3945693,00;"2016";"Ist";"Kosten"
20562;"Bezirksamt Hamburg-Mitte";"Wirtschaft, Bauen und Umwelt (BA Mitte)";"Bauaufsicht (WBZ)";10092142,00;"2017";"Ist";"Erlöse"
20563;"Bezirksamt Hamburg-Mitte";"Wirtschaft, Bauen und Umwelt (BA Mitte)";"Bauaufsicht (WBZ)";4302092,00;"2017";"Ist";"Kosten"
20564;"Bezirksamt Hamburg-Mitte";"Wirtschaft, Bauen und Umwelt (BA Mitte)";"Bauaufsicht (WBZ)";7551000,00;"2018";"Fortgeschriebener Plan";"Erlöse"
20565;"Bezirksamt Hamburg-Mitte";"Wirtschaft, Bauen und Umwelt (BA Mitte)";"Bauaufsicht (WBZ)";4290331,00;"2018";"Fortgeschriebener Plan";"Kosten"
20566;"Bezirksamt Hamburg-Mitte";"Wirtschaft, Bauen und Umwelt (BA Mitte)";"Bauaufsicht (WBZ)";7596758,00;"2019";"Plan";"Erlöse"
20567;"Bezirksamt Hamburg-Mitte";"Wirtschaft, Bauen und Umwelt (BA Mitte)";"Bauaufsicht (WBZ)";4307801,00;"2019";"Plan";"Kosten"
20568;"Bezirksamt Hamburg-Mitte";"Wirtschaft, Bauen und Umwelt (BA Mitte)";"Bauaufsicht (WBZ)";7609758,00;"2020";"Plan";"Erlöse"
20569;"Bezirksamt Hamburg-Mitte";"Wirtschaft, Bauen und Umwelt (BA Mitte)";"Bauaufsicht (WBZ)";4397562,00;"2020";"Plan";"Kosten"
20570;"Bezirksamt Hamburg-Mitte";"Wirtschaft, Bauen und Umwelt (BA Mitte)";"Bauaufsicht (WBZ)";7622758,00;"2021";"Plan";"Erlöse"
20571;"Bezirksamt Hamburg-Mitte";"Wirtschaft, Bauen und Umwelt (BA Mitte)";"Bauaufsicht (WBZ)";4476611,00;"2021";"Plan";"Kosten"
20572;"Bezirksamt Hamburg-Mitte";"Wirtschaft, Bauen und Umwelt (BA Mitte)";"Bauaufsicht (WBZ)";7622758,00;"2022";"Plan";"Erlöse"
20573;"Bezirksamt Hamburg-Mitte";"Wirtschaft, Bauen und Umwelt (BA Mitte)";"Bauaufsicht (WBZ)";4543732,00;"2022";"Plan";"Kosten"
20574;"Bezirksamt Hamburg-Mitte";"Wirtschaft, Bauen und Umwelt (BA Mitte)";"Management des öffentl. Raumes (MR)";19786818,00;"2016";"Ist";"Erlöse"
20575;"Bezirksamt Hamburg-Mitte";"Wirtschaft, Bauen und Umwelt (BA Mitte)";"Management des öffentl. Raumes (MR)";61333031,00;"2016";"Ist";"Kosten"
20576;"Bezirksamt Hamburg-Mitte";"Wirtschaft, Bauen und Umwelt (BA Mitte)";"Management des öffentl. Raumes (MR)";22692047,00;"2017";"Ist";"Erlöse"
20577;"Bezirksamt Hamburg-Mitte";"Wirtschaft, Bauen und Umwelt (BA Mitte)";"Management des öffentl. Raumes (MR)";48077501,00;"2017";"Ist";"Kosten"
20578;"Bezirksamt Hamburg-Mitte";"Wirtschaft, Bauen und Umwelt (BA Mitte)";"Management des öffentl. Raumes (MR)";11311921,00;"2018";"Fortgeschriebener Plan";"Erlöse"
20579;"Bezirksamt Hamburg-Mitte";"Wirtschaft, Bauen und Umwelt (BA Mitte)";"Management des öffentl. Raumes (MR)";18491047,00;"2018";"Fortgeschriebener Plan";"Kosten"
20580;"Bezirksamt Hamburg-Mitte";"Wirtschaft, Bauen und Umwelt (BA Mitte)";"Management des öffentl. Raumes (MR)";10991929,00;"2019";"Plan";"Erlöse"
20581;"Bezirksamt Hamburg-Mitte";"Wirtschaft, Bauen und Umwelt (BA Mitte)";"Management des öffentl. Raumes (MR)";20498288,00;"2019";"Plan";"Kosten"
20582;"Bezirksamt Hamburg-Mitte";"Wirtschaft, Bauen und Umwelt (BA Mitte)";"Management des öffentl. Raumes (MR)";10991926,00;"2020";"Plan";"Erlöse"
20583;"Bezirksamt Hamburg-Mitte";"Wirtschaft, Bauen und Umwelt (BA Mitte)";"Management des öffentl. Raumes (MR)";20177278,00;"2020";"Plan";"Kosten"
20584;"Bezirksamt Hamburg-Mitte";"Wirtschaft, Bauen und Umwelt (BA Mitte)";"Management des öffentl. Raumes (MR)";10991930,00;"2021";"Plan";"Erlöse"
20585;"Bezirksamt Hamburg-Mitte";"Wirtschaft, Bauen und Umwelt (BA Mitte)";"Management des öffentl. Raumes (MR)";20977977,00;"2021";"Plan";"Kosten"
20586;"Bezirksamt Hamburg-Mitte";"Wirtschaft, Bauen und Umwelt (BA Mitte)";"Management des öffentl. Raumes (MR)";10991928,00;"2022";"Plan";"Erlöse"
20587;"Bezirksamt Hamburg-Mitte";"Wirtschaft, Bauen und Umwelt (BA Mitte)";"Management des öffentl. Raumes (MR)";20051117,00;"2022";"Plan";"Kosten"
20588;"Bezirksamt Hamburg-Mitte";"Wirtschaft, Bauen und Umwelt (BA Mitte)";"Verbrauchersch., Gewerbe, Umwelt (VS)";1894162,00;"2016";"Ist";"Erlöse"
20589;"Bezirksamt Hamburg-Mitte";"Wirtschaft, Bauen und Umwelt (BA Mitte)";"Verbrauchersch., Gewerbe, Umwelt (VS)";5340389,00;"2016";"Ist";"Kosten"
20590;"Bezirksamt Hamburg-Mitte";"Wirtschaft, Bauen und Umwelt (BA Mitte)";"Verbrauchersch., Gewerbe, Umwelt (VS)";1677069,00;"2017";"Ist";"Erlöse"
20591;"Bezirksamt Hamburg-Mitte";"Wirtschaft, Bauen und Umwelt (BA Mitte)";"Verbrauchersch., Gewerbe, Umwelt (VS)";6199896,00;"2017";"Ist";"Kosten"
20592;"Bezirksamt Hamburg-Mitte";"Wirtschaft, Bauen und Umwelt (BA Mitte)";"Verbrauchersch., Gewerbe, Umwelt (VS)";1571150,00;"2018";"Fortgeschriebener Plan";"Erlöse"
20593;"Bezirksamt Hamburg-Mitte";"Wirtschaft, Bauen und Umwelt (BA Mitte)";"Verbrauchersch., Gewerbe, Umwelt (VS)";5799828,00;"2018";"Fortgeschriebener Plan";"Kosten"
20594;"Bezirksamt Hamburg-Mitte";"Wirtschaft, Bauen und Umwelt (BA Mitte)";"Verbrauchersch., Gewerbe, Umwelt (VS)";1571150,00;"2019";"Plan";"Erlöse"
20595;"Bezirksamt Hamburg-Mitte";"Wirtschaft, Bauen und Umwelt (BA Mitte)";"Verbrauchersch., Gewerbe, Umwelt (VS)";6041806,00;"2019";"Plan";"Kosten"
20596;"Bezirksamt Hamburg-Mitte";"Wirtschaft, Bauen und Umwelt (BA Mitte)";"Verbrauchersch., Gewerbe, Umwelt (VS)";1571150,00;"2020";"Plan";"Erlöse"
20597;"Bezirksamt Hamburg-Mitte";"Wirtschaft, Bauen und Umwelt (BA Mitte)";"Verbrauchersch., Gewerbe, Umwelt (VS)";6158426,00;"2020";"Plan";"Kosten"
20598;"Bezirksamt Hamburg-Mitte";"Wirtschaft, Bauen und Umwelt (BA Mitte)";"Verbrauchersch., Gewerbe, Umwelt (VS)";1571150,00;"2021";"Plan";"Erlöse"
20599;"Bezirksamt Hamburg-Mitte";"Wirtschaft, Bauen und Umwelt (BA Mitte)";"Verbrauchersch., Gewerbe, Umwelt (VS)";6231080,00;"2021";"Plan";"Kosten"
20600;"Bezirksamt Hamburg-Mitte";"Wirtschaft, Bauen und Umwelt (BA Mitte)";"Verbrauchersch., Gewerbe, Umwelt (VS)";1571150,00;"2022";"Plan";"Erlöse"
20601;"Bezirksamt Hamburg-Mitte";"Wirtschaft, Bauen und Umwelt (BA Mitte)";"Verbrauchersch., Gewerbe, Umwelt (VS)";6322426,00;"2022";"Plan";"Kosten"
20602;"Bezirksamt Hamburg-Mitte";"Wirtschaft, Bauen und Umwelt (BA Mitte)";"Zentr. Programm bez. Sportstättenbau";0,00;"2016";"Ist";"Kosten"
20603;"Bezirksamt Hamburg-Mitte";"Wirtschaft, Bauen und Umwelt (BA Mitte)";"Zentr. Programm bez. Sportstättenbau";2185879,00;"2018";"Fortgeschriebener Plan";"Kosten"
20604;"Bezirksamt Hamburg-Mitte";"Wirtschaft, Bauen und Umwelt (BA Mitte)";"Zentr. Programm bez. Sportstättenbau";2727543,00;"2019";"Plan";"Kosten"
20605;"Bezirksamt Hamburg-Mitte";"Wirtschaft, Bauen und Umwelt (BA Mitte)";"Zentr. Programm bez. Sportstättenbau";2951086,00;"2020";"Plan";"Kosten"
20606;"Bezirksamt Hamburg-Mitte";"Wirtschaft, Bauen und Umwelt (BA Mitte)";"Zentr. Programm bez. Sportstättenbau";2632128,00;"2021";"Plan";"Kosten"
20607;"Bezirksamt Hamburg-Mitte";"Wirtschaft, Bauen und Umwelt (BA Mitte)";"Zentr. Programm bez. Sportstättenbau";3278171,00;"2022";"Plan";"Kosten"
20608;"Bezirksamt Altona";"Steuerung und Service (BA Altona)";"Steuerung und Service (D1)";4195103,00;"2016";"Ist";"Erlöse"
20609;"Bezirksamt Altona";"Steuerung und Service (BA Altona)";"Steuerung und Service (D1)";21026727,00;"2016";"Ist";"Kosten"
20610;"Bezirksamt Altona";"Steuerung und Service (BA Altona)";"Steuerung und Service (D1)";1081014,00;"2017";"Ist";"Erlöse"
20611;"Bezirksamt Altona";"Steuerung und Service (BA Altona)";"Steuerung und Service (D1)";21725606,00;"2017";"Ist";"Kosten"
20612;"Bezirksamt Altona";"Steuerung und Service (BA Altona)";"Steuerung und Service (D1)";250862,00;"2018";"Fortgeschriebener Plan";"Erlöse"
20613;"Bezirksamt Altona";"Steuerung und Service (BA Altona)";"Steuerung und Service (D1)";20254073,00;"2018";"Fortgeschriebener Plan";"Kosten"
20614;"Bezirksamt Altona";"Steuerung und Service (BA Altona)";"Steuerung und Service (D1)";545862,00;"2019";"Plan";"Erlöse"
20615;"Bezirksamt Altona";"Steuerung und Service (BA Altona)";"Steuerung und Service (D1)";21854139,00;"2019";"Plan";"Kosten"
20616;"Bezirksamt Altona";"Steuerung und Service (BA Altona)";"Steuerung und Service (D1)";545862,00;"2020";"Plan";"Erlöse"
20617;"Bezirksamt Altona";"Steuerung und Service (BA Altona)";"Steuerung und Service (D1)";21393661,00;"2020";"Plan";"Kosten"
20618;"Bezirksamt Altona";"Steuerung und Service (BA Altona)";"Steuerung und Service (D1)";571862,00;"2021";"Plan";"Erlöse"
20619;"Bezirksamt Altona";"Steuerung und Service (BA Altona)";"Steuerung und Service (D1)";21697669,00;"2021";"Plan";"Kosten"
20620;"Bezirksamt Altona";"Steuerung und Service (BA Altona)";"Steuerung und Service (D1)";571277,00;"2022";"Plan";"Erlöse"
20621;"Bezirksamt Altona";"Steuerung und Service (BA Altona)";"Steuerung und Service (D1)";21824690,00;"2022";"Plan";"Kosten"
20622;"Bezirksamt Altona";"Steuerung und Service (BA Altona)";"Zentraler Ansatz Bezirksamt";2463933,00;"2018";"Fortgeschriebener Plan";"Kosten"
20623;"Bezirksamt Altona";"Steuerung und Service (BA Altona)";"Zentraler Ansatz Bezirksamt";4625512,00;"2019";"Plan";"Kosten"
20624;"Bezirksamt Altona";"Steuerung und Service (BA Altona)";"Zentraler Ansatz Bezirksamt";4554192,00;"2020";"Plan";"Kosten"
20625;"Bezirksamt Altona";"Steuerung und Service (BA Altona)";"Zentraler Ansatz Bezirksamt";4542633,00;"2021";"Plan";"Kosten"
20626;"Bezirksamt Altona";"Steuerung und Service (BA Altona)";"Zentraler Ansatz Bezirksamt";4518873,00;"2022";"Plan";"Kosten"
20627;"Bezirksamt Altona";"Steuerung und Service (BA Altona)";"Zentraler Ansatz Bezirksversammlung";126389,00;"2018";"Fortgeschriebener Plan";"Kosten"
20628;"Bezirksamt Altona";"Steuerung und Service (BA Altona)";"Zentraler Ansatz Bezirksversammlung";100389,00;"2019";"Plan";"Kosten"
20629;"Bezirksamt Altona";"Steuerung und Service (BA Altona)";"Zentraler Ansatz Bezirksversammlung";120056,00;"2020";"Plan";"Kosten"
20630;"Bezirksamt Altona";"Steuerung und Service (BA Altona)";"Zentraler Ansatz Bezirksversammlung";139722,00;"2021";"Plan";"Kosten"
20631;"Bezirksamt Altona";"Steuerung und Service (BA Altona)";"Zentraler Ansatz Bezirksversammlung";159389,00;"2022";"Plan";"Kosten"
20632;"Bezirksamt Altona";"Bürgerservice (BA Altona)";"Einwohner-/Personenst.wesen (EA, ST)";3489830,00;"2016";"Ist";"Erlöse"
20633;"Bezirksamt Altona";"Bürgerservice (BA Altona)";"Einwohner-/Personenst.wesen (EA, ST)";5711761,00;"2016";"Ist";"Kosten"
20634;"Bezirksamt Altona";"Bürgerservice (BA Altona)";"Einwohner-/Personenst.wesen (EA, ST)";3608247,00;"2017";"Ist";"Erlöse"
20635;"Bezirksamt Altona";"Bürgerservice (BA Altona)";"Einwohner-/Personenst.wesen (EA, ST)";6695782,00;"2017";"Ist";"Kosten"
20636;"Bezirksamt Altona";"Bürgerservice (BA Altona)";"Einwohner-/Personenst.wesen (EA, ST)";2434000,00;"2018";"Fortgeschriebener Plan";"Erlöse"
20637;"Bezirksamt Altona";"Bürgerservice (BA Altona)";"Einwohner-/Personenst.wesen (EA, ST)";5168391,00;"2018";"Fortgeschriebener Plan";"Kosten"
20638;"Bezirksamt Altona";"Bürgerservice (BA Altona)";"Einwohner-/Personenst.wesen (EA, ST)";3831929,00;"2019";"Plan";"Erlöse"
20639;"Bezirksamt Altona";"Bürgerservice (BA Altona)";"Einwohner-/Personenst.wesen (EA, ST)";6634909,00;"2019";"Plan";"Kosten"
20640;"Bezirksamt Altona";"Bürgerservice (BA Altona)";"Einwohner-/Personenst.wesen (EA, ST)";4018929,00;"2020";"Plan";"Erlöse"
20641;"Bezirksamt Altona";"Bürgerservice (BA Altona)";"Einwohner-/Personenst.wesen (EA, ST)";6794911,00;"2020";"Plan";"Kosten"
20642;"Bezirksamt Altona";"Bürgerservice (BA Altona)";"Einwohner-/Personenst.wesen (EA, ST)";4018929,00;"2021";"Plan";"Erlöse"
20643;"Bezirksamt Altona";"Bürgerservice (BA Altona)";"Einwohner-/Personenst.wesen (EA, ST)";6635909,00;"2021";"Plan";"Kosten"
20644;"Bezirksamt Altona";"Bürgerservice (BA Altona)";"Einwohner-/Personenst.wesen (EA, ST)";4018929,00;"2022";"Plan";"Erlöse"
20645;"Bezirksamt Altona";"Bürgerservice (BA Altona)";"Einwohner-/Personenst.wesen (EA, ST)";6699850,00;"2022";"Plan";"Kosten"
20646;"Bezirksamt Altona";"Bürgerservice (BA Altona)";"Hilfen nach dem Betreuungsgesetz (HB)";21246,00;"2016";"Ist";"Erlöse"
20647;"Bezirksamt Altona";"Bürgerservice (BA Altona)";"Hilfen nach dem Betreuungsgesetz (HB)";3745869,00;"2016";"Ist";"Kosten"
20648;"Bezirksamt Altona";"Bürgerservice (BA Altona)";"Hilfen nach dem Betreuungsgesetz (HB)";-7234,00;"2017";"Ist";"Kosten"
20649;"Bezirksamt Altona";"Bürgerservice (BA Altona)";"Hilfen nach dem Betreuungsgesetz (HB)";0,00;"2018";"Fortgeschriebener Plan";"Erlöse"
20650;"Bezirksamt Altona";"Bürgerservice (BA Altona)";"Hilfen nach dem Betreuungsgesetz (HB)";0,00;"2018";"Fortgeschriebener Plan";"Kosten"
20651;"Bezirksamt Altona";"Soziales, Jugend und Gesundheit (BA Altona)";"Soziale Hilfen (GS)";668996,00;"2016";"Ist";"Erlöse"
20652;"Bezirksamt Altona";"Soziales, Jugend und Gesundheit (BA Altona)";"Soziale Hilfen (GS)";11584758,00;"2016";"Ist";"Kosten"
20653;"Bezirksamt Altona";"Soziales, Jugend und Gesundheit (BA Altona)";"Soziale Hilfen (GS)";570035,00;"2017";"Ist";"Erlöse"
20654;"Bezirksamt Altona";"Soziales, Jugend und Gesundheit (BA Altona)";"Soziale Hilfen (GS)";13144206,00;"2017";"Ist";"Kosten"
20655;"Bezirksamt Altona";"Soziales, Jugend und Gesundheit (BA Altona)";"Soziale Hilfen (GS)";311000,00;"2018";"Fortgeschriebener Plan";"Erlöse"
20656;"Bezirksamt Altona";"Soziales, Jugend und Gesundheit (BA Altona)";"Soziale Hilfen (GS)";8045250,00;"2018";"Fortgeschriebener Plan";"Kosten"
20657;"Bezirksamt Altona";"Soziales, Jugend und Gesundheit (BA Altona)";"Soziale Hilfen (GS)";344000,00;"2019";"Plan";"Erlöse"
20658;"Bezirksamt Altona";"Soziales, Jugend und Gesundheit (BA Altona)";"Soziale Hilfen (GS)";8330307,00;"2019";"Plan";"Kosten"
20659;"Bezirksamt Altona";"Soziales, Jugend und Gesundheit (BA Altona)";"Soziale Hilfen (GS)";344000,00;"2020";"Plan";"Erlöse"
20660;"Bezirksamt Altona";"Soziales, Jugend und Gesundheit (BA Altona)";"Soziale Hilfen (GS)";8387306,00;"2020";"Plan";"Kosten"
20661;"Bezirksamt Altona";"Soziales, Jugend und Gesundheit (BA Altona)";"Soziale Hilfen (GS)";344000,00;"2021";"Plan";"Erlöse"
20662;"Bezirksamt Altona";"Soziales, Jugend und Gesundheit (BA Altona)";"Soziale Hilfen (GS)";8496307,00;"2021";"Plan";"Kosten"
20663;"Bezirksamt Altona";"Soziales, Jugend und Gesundheit (BA Altona)";"Soziale Hilfen (GS)";344000,00;"2022";"Plan";"Erlöse"
20664;"Bezirksamt Altona";"Soziales, Jugend und Gesundheit (BA Altona)";"Soziale Hilfen (GS)";8619305,00;"2022";"Plan";"Kosten"
